 	mi	si	gonfiò	il	dito	</S>
m	0.904179	0.0645853	0.00834086	0.00609169	0.00779502	0.00900857
u	0.18788	0.179876	0.126084	0.0653626	0.0166891	0.424109
p	0.139212	0.222505	0.365962	0.0404754	0.0248632	0.206983
r	0.0223696	0.0840929	0.334562	0.25804	0.134532	0.166403
ì	0.0587266	0.213894	0.488137	0.144057	0.0354251	0.0597603
s	0.0331549	0.154375	0.53401	0.253753	0.00975258	0.0149546
t	0.034642	0.1233	0.507934	0.225818	0.0315939	0.076712
i	0.0284567	0.0601069	0.432998	0.309093	0.0815871	0.0877582
t	0.0219339	0.0543844	0.309943	0.487988	0.0600919	0.0656589
o	0.0178947	0.0209362	0.0934867	0.234993	0.26194	0.370749
d	0.0191519	0.0319437	0.0658876	0.169333	0.54483	0.168854
à	0.0012401	0.00176354	0.0174317	0.0293614	0.872681	0.0775218
t	0.00656529	0.0143874	0.0523089	0.153642	0.684837	0.0882601
t	0.00568698	0.00719654	0.033047	0.0813398	0.688055	0.184675
i	0.0107344	0.0132366	0.0385223	0.0694234	0.461755	0.406328
l	0.00983425	0.00750275	0.0256202	0.0389447	0.400286	0.517812
o	0.00248456	0.00198897	0.0113683	0.0473692	0.699294	0.237495
</S>	0.0113413	0.00731697	0.0176858	0.0239603	0.434348	0.505347
