 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.944464	0.0333961	0.00803366	0.00249239	0.00184415	0.00182397	0.00182222	0.00206283	0.00406116
a	0.496465	0.254403	0.0681315	0.00677085	0.00955124	0.0185866	0.0470472	0.0351575	0.0638878
m	0.329176	0.32495	0.121506	0.0171298	0.0151776	0.0168041	0.0329886	0.0899818	0.0522859
à	0.126245	0.0804505	0.127691	0.155297	0.0642944	0.0273492	0.0449117	0.0982571	0.275504
t	0.222505	0.422214	0.239846	0.0338702	0.0158314	0.0131726	0.014401	0.0168799	0.0212798
i	0.0675259	0.112021	0.342855	0.279803	0.0690479	0.0249785	0.0254499	0.0415505	0.0367683
è	0.0711999	0.14901	0.53022	0.0840586	0.0316888	0.0170582	0.0196677	0.0341667	0.0629305
n	0.0628606	0.0844123	0.504865	0.22897	0.0426164	0.0137226	0.0122487	0.0148851	0.0354194
a	0.0276661	0.0669172	0.299046	0.343127	0.093963	0.0142498	0.0138652	0.0218541	0.119311
p	0.05172	0.0656577	0.239237	0.436199	0.0741536	0.0167869	0.0206693	0.0368617	0.0587146
r	0.0191995	0.0223265	0.0793202	0.301353	0.27129	0.077412	0.0260887	0.0583713	0.144639
à	0.0328984	0.0381289	0.101458	0.36102	0.247357	0.0284772	0.0186121	0.0327515	0.139297
m	0.0185058	0.0321943	0.0776621	0.440695	0.32884	0.0338087	0.00755074	0.00941868	0.051324
a	0.0131146	0.0223636	0.0925613	0.232272	0.212725	0.116296	0.0315968	0.0469856	0.232085
n	0.0252928	0.0274501	0.0477792	0.11882	0.520279	0.148446	0.024403	0.0227851	0.0647444
a	0.0117198	0.0189284	0.0545848	0.19508	0.219462	0.155289	0.039197	0.0398692	0.26587
s	0.0207082	0.0217012	0.0318401	0.0495034	0.363808	0.299417	0.0330222	0.0313167	0.148683
t	0.0114629	0.0119217	0.0153148	0.0529209	0.277753	0.317602	0.045997	0.0338123	0.233215
u	0.0102817	0.0108432	0.0163106	0.0309086	0.269726	0.272072	0.0984764	0.0358788	0.255503
d	0.0113869	0.0121484	0.0193897	0.0240161	0.184187	0.368502	0.108544	0.0464602	0.225365
i	0.00399075	0.00556256	0.0165116	0.0745527	0.15254	0.208128	0.256789	0.167787	0.114138
è	0.0164259	0.017508	0.0277241	0.0284035	0.114386	0.276037	0.132144	0.0638792	0.323491
t	0.00652396	0.00757862	0.0163378	0.0366326	0.150333	0.326286	0.222138	0.0969669	0.137203
s	0.00424391	0.00484929	0.00960571	0.0496759	0.190799	0.241804	0.143599	0.19169	0.163734
i	0.00642174	0.00725783	0.0137797	0.0169492	0.0728772	0.174268	0.280655	0.167149	0.260643
è	0.00377002	0.00398007	0.00638164	0.00658131	0.0232653	0.0619525	0.227876	0.453205	0.212988
n	0.00279929	0.00308596	0.00548465	0.0116961	0.0368682	0.0890344	0.153768	0.524719	0.172544
a	0.00247548	0.00312444	0.00626847	0.0349973	0.0645184	0.110381	0.316225	0.342741	0.119269
p	0.0058645	0.00578367	0.006394	0.00640039	0.011308	0.0239814	0.113111	0.528662	0.298495
r	0.00194315	0.00253393	0.00622432	0.0337122	0.0772784	0.115633	0.256836	0.41553	0.0903094
à	0.001139	0.00116989	0.00153185	0.0015729	0.00481465	0.00984572	0.0751066	0.792684	0.112135
m	0.00107106	0.00115286	0.00211719	0.00244815	0.00880425	0.0140145	0.0470475	0.720244	0.203101
a	0.0040988	0.0108084	0.0357804	0.0892067	0.178787	0.204959	0.119764	0.216653	0.139942
</S>	0.00599561	0.00424356	0.00447734	0.00527542	0.0080003	0.020169	0.0531692	0.634708	0.263961
