 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.935354	0.0189817	0.0116836	0.00519112	0.00378936	0.00356294	0.00350022	0.00349968	0.00349678	0.00432412	0.00661663
t	0.620535	0.087833	0.0628513	0.0448184	0.029219	0.0166026	0.0197832	0.0181107	0.0156634	0.0555479	0.0290358
e	0.262397	0.244647	0.190475	0.0743101	0.0465816	0.0281786	0.0164855	0.0151301	0.0150714	0.0589132	0.0478111
l	0.217632	0.206897	0.100778	0.099996	0.084422	0.0532415	0.0283979	0.0253172	0.0252332	0.0809114	0.0771738
a	0.0311405	0.37074	0.26203	0.0952191	0.0362346	0.03464	0.0198626	0.00961318	0.0105262	0.0387785	0.0912163
è	0.0614102	0.361621	0.168454	0.057518	0.0555335	0.0496249	0.0260048	0.0130062	0.0127205	0.0613463	0.13276
n	0.0302578	0.43908	0.357642	0.0371487	0.0246786	0.0238527	0.0179192	0.00560857	0.00521317	0.0172824	0.0413174
a	0.026522	0.308877	0.254666	0.144304	0.0656643	0.0573113	0.0229889	0.00764931	0.00712732	0.0289096	0.0759801
b	0.0232469	0.201536	0.387236	0.167936	0.040864	0.0367377	0.0263204	0.00854948	0.00793844	0.0360438	0.063591
a	0.0126244	0.245557	0.20145	0.27792	0.0685647	0.0507796	0.0159575	0.0134572	0.0115334	0.0287904	0.0733653
r	0.0221925	0.104587	0.314697	0.260849	0.0438021	0.0372226	0.0287985	0.0124959	0.00824354	0.0326184	0.134493
m	0.00688659	0.0573405	0.160202	0.340597	0.155381	0.120674	0.0285731	0.016223	0.0135585	0.020604	0.0799596
è	0.00762239	0.161985	0.136568	0.243553	0.139483	0.115655	0.030246	0.0232701	0.0206465	0.0216102	0.0993608
n	0.00825587	0.0936554	0.25346	0.268768	0.145317	0.122553	0.0418086	0.0137161	0.00862515	0.00484738	0.0389942
a	0.0225783	0.121372	0.12554	0.175153	0.131428	0.132592	0.0845868	0.0251866	0.0183788	0.0507759	0.112409
f	0.00534053	0.0153493	0.0539778	0.220605	0.253091	0.239125	0.107378	0.0202311	0.0146732	0.0214525	0.0487768
ù	0.00509649	0.0504736	0.0724024	0.152184	0.186716	0.188714	0.0950146	0.0518088	0.0610094	0.0194808	0.117099
r	0.00529301	0.0182742	0.076961	0.181723	0.209867	0.207481	0.126197	0.0440604	0.0438159	0.00594989	0.0803772
n	0.00332941	0.0261059	0.0666927	0.15783	0.179303	0.179114	0.118923	0.0544459	0.0537559	0.0351889	0.125312
o	0.0068246	0.0135059	0.0299653	0.0799427	0.189039	0.248202	0.15926	0.081796	0.0495631	0.0635664	0.0783358
n	0.00385547	0.00632098	0.00852698	0.0494178	0.134513	0.157972	0.203948	0.181241	0.136462	0.0713312	0.0464113
a	0.00671157	0.0225645	0.0647427	0.0863867	0.13469	0.182951	0.161773	0.0951715	0.0651085	0.0413101	0.138591
k	0.00457078	0.00658808	0.00632748	0.0207695	0.0570666	0.0782718	0.147706	0.188195	0.165685	0.102868	0.221951
à	0.00249117	0.0150761	0.0354058	0.0521191	0.0903008	0.114654	0.114409	0.18064	0.264157	0.0401066	0.0906401
n	0.00333939	0.0100493	0.0147799	0.0425917	0.0835207	0.110031	0.163831	0.167452	0.165381	0.0321069	0.206918
i	0.00292299	0.011967	0.0360883	0.0583994	0.104729	0.132875	0.137708	0.154355	0.151025	0.0704339	0.139497
k	0.00567774	0.00831086	0.00718142	0.0177789	0.0327392	0.043332	0.0933388	0.149685	0.14986	0.20406	0.288037
a	0.00227787	0.0132064	0.0317395	0.0436166	0.0742341	0.0982093	0.104186	0.202114	0.28112	0.0536993	0.0955965
l	0.00691482	0.0109839	0.00915714	0.0215272	0.0324364	0.0378761	0.076574	0.145464	0.137396	0.193687	0.327983
ò	0.00183725	0.00922932	0.0248377	0.0378654	0.066526	0.0854892	0.0963644	0.202561	0.303491	0.07735	0.0944495
r	0.00262552	0.00591956	0.0060601	0.0205203	0.0337946	0.0391997	0.0864808	0.139529	0.134956	0.200865	0.33005
ù	0.00244724	0.00542219	0.010497	0.0289023	0.0797692	0.114645	0.149107	0.157225	0.14757	0.100664	0.203753
s	0.00177455	0.00493968	0.00483817	0.00998808	0.0162551	0.018952	0.0456432	0.077686	0.0797111	0.505822	0.23439
t	0.00238698	0.0100935	0.0181861	0.0706425	0.127311	0.143329	0.15109	0.144275	0.143259	0.0775572	0.11187
i	0.00789382	0.0108612	0.0124303	0.0427634	0.0820956	0.0868691	0.113061	0.180377	0.162949	0.126545	0.174156
k	0.00273347	0.00328288	0.00277545	0.00652037	0.00969271	0.0102435	0.0153565	0.0364453	0.0530395	0.762133	0.0977773
u	0.00345286	0.00704891	0.0180591	0.034261	0.0552632	0.0719233	0.082983	0.155019	0.150293	0.0883507	0.333346
</S>	0.0175068	0.0104182	0.0104627	0.0113197	0.0166547	0.0232163	0.0290272	0.063737	0.0677209	0.531349	0.218587
