 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.934884	0.0282448	0.0122332	0.00609159	0.00310463	0.00292631	0.00293377	0.00318324	0.00639849
f	0.629697	0.163958	0.0340326	0.0195122	0.0119582	0.0200915	0.0250787	0.0598918	0.03578
è	0.158748	0.253883	0.170614	0.0171167	0.0308602	0.0449325	0.0195146	0.139333	0.164997
n	0.308819	0.519906	0.105423	0.0158984	0.00855219	0.00738001	0.00859279	0.0142015	0.0112271
e	0.285704	0.225523	0.173899	0.0848196	0.0546788	0.0261876	0.0173642	0.0382217	0.0936017
t	0.090824	0.276859	0.395936	0.0410256	0.0390748	0.0300287	0.0279914	0.0576307	0.0406294
e	0.0587428	0.11664	0.268813	0.148808	0.092834	0.0780209	0.0263742	0.0656776	0.14409
k	0.0586631	0.141632	0.421015	0.0889142	0.0509607	0.0672997	0.023664	0.0540175	0.0938338
a	0.0197849	0.0611656	0.14945	0.391684	0.0972144	0.0652662	0.036749	0.0624908	0.116196
o	0.0463414	0.0965217	0.244921	0.235315	0.0746012	0.0826667	0.0273249	0.051525	0.140783
l	0.0315942	0.0410473	0.0643732	0.471528	0.134993	0.0764353	0.0304535	0.0383916	0.111184
à	0.0100064	0.0255622	0.0833708	0.26703	0.239959	0.144892	0.0676428	0.0728263	0.0887104
d	0.0123077	0.0370249	0.078982	0.558201	0.191084	0.0474368	0.0185205	0.0101527	0.046291
r	0.00570039	0.0268135	0.0897304	0.222798	0.186912	0.123002	0.08429	0.0750547	0.185699
o	0.00893837	0.0147591	0.0285176	0.241789	0.343061	0.188932	0.0547218	0.0212201	0.0980608
m	0.00867307	0.0128674	0.0173137	0.146935	0.415943	0.256865	0.0565161	0.0259392	0.0589484
b	0.00696515	0.0131331	0.0217479	0.0686258	0.162401	0.328527	0.145248	0.0767068	0.176646
ì	0.00496369	0.00888404	0.0157324	0.0881931	0.239495	0.256936	0.138846	0.0980574	0.148892
k	0.00385466	0.0100831	0.0199781	0.0804758	0.212764	0.251604	0.223307	0.107909	0.0900234
e	0.00855949	0.0128543	0.0211103	0.0448254	0.126906	0.232272	0.156913	0.102251	0.294308
a	0.00590949	0.00587086	0.00617225	0.0110904	0.0446029	0.200736	0.275699	0.243268	0.206651
p	0.00529958	0.00507905	0.00560829	0.0148096	0.0285237	0.081848	0.1394	0.355432	0.364
ò	0.00120469	0.00146768	0.00233779	0.0133008	0.0326882	0.0931537	0.157174	0.588318	0.110356
t	0.00109524	0.00134327	0.00157213	0.00498558	0.0126696	0.0266647	0.0444563	0.813568	0.0936452
t	0.000998925	0.00105922	0.00122871	0.00526267	0.0215659	0.051724	0.061113	0.731783	0.125265
u	0.0022205	0.00238122	0.00254516	0.00624871	0.0180893	0.0553281	0.103723	0.652253	0.15721
</S>	0.002325	0.00200286	0.0022864	0.00287634	0.00639932	0.0202005	0.0467553	0.662237	0.254918
