 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.820424	0.121405	0.0193993	0.00839964	0.00544794	0.00499063	0.00492647	0.00495257	0.0100547
ò	0.365038	0.505982	0.0358327	0.00928714	0.00602161	0.00469219	0.010708	0.0497699	0.0126688
z	0.304514	0.555548	0.0413885	0.0398255	0.0128262	0.00665753	0.0110316	0.020887	0.00732136
i	0.140828	0.295765	0.168298	0.109726	0.0905152	0.0370345	0.0130498	0.0550479	0.0897343
m	0.124968	0.45185	0.142033	0.0630191	0.027284	0.0303328	0.0318945	0.0785188	0.0500993
i	0.0233126	0.0221007	0.129785	0.165983	0.205936	0.0873385	0.0177117	0.0266873	0.321144
n	0.0364997	0.108523	0.359331	0.251488	0.100923	0.0375384	0.0152654	0.056104	0.0343283
o	0.0150739	0.0476749	0.21951	0.248623	0.335194	0.0421111	0.00719337	0.0272046	0.0574154
m	0.0307332	0.0608304	0.201388	0.304581	0.228731	0.0480698	0.0139113	0.0691213	0.0426342
i	0.014291	0.0145435	0.0784074	0.10703	0.173371	0.17839	0.0561238	0.040249	0.337595
l	0.0213802	0.0251532	0.120552	0.213401	0.343634	0.154464	0.0154426	0.0486359	0.0573364
ì	0.0075101	0.0124316	0.108875	0.132066	0.224117	0.178703	0.0911894	0.0447265	0.200382
s	0.00583423	0.0102829	0.147088	0.295822	0.303356	0.184623	0.0181724	0.00617184	0.028649
i	0.00903324	0.0109903	0.103223	0.184784	0.367629	0.195376	0.0437582	0.0376837	0.0475229
a	0.0110024	0.0120102	0.0519715	0.149413	0.218212	0.364965	0.0972228	0.0388406	0.0563625
t	0.0129642	0.0130383	0.0427901	0.0767879	0.204494	0.350415	0.131724	0.0703105	0.0974761
ù	0.00729445	0.00793382	0.0640426	0.0919114	0.172586	0.195443	0.125892	0.0783095	0.256588
t	0.00688368	0.0072433	0.0262312	0.0814787	0.159021	0.331907	0.251637	0.0437143	0.0918835
t	0.00682652	0.00746249	0.0555538	0.0870556	0.188481	0.2083	0.125841	0.135612	0.184867
o	0.00987724	0.0100639	0.0258042	0.0327853	0.067814	0.207525	0.248068	0.15862	0.239443
p	0.00754721	0.00595634	0.0113996	0.0125429	0.0286167	0.111978	0.230332	0.318431	0.273196
r	0.0045611	0.0037235	0.0230568	0.0227672	0.0456529	0.0663977	0.261876	0.187133	0.384831
à	0.0043848	0.00363087	0.00651589	0.00674817	0.013727	0.0542473	0.139908	0.307481	0.463356
m	0.00215897	0.00193578	0.00541158	0.0102846	0.016975	0.0630124	0.106861	0.633948	0.159413
m	0.00799353	0.0125881	0.0637166	0.0747408	0.134089	0.117212	0.164541	0.151808	0.27331
a	0.00780289	0.00891822	0.028797	0.0306935	0.0447505	0.105244	0.275011	0.193155	0.305628
m	0.0201306	0.0118508	0.0430174	0.0369129	0.0359973	0.0554112	0.114161	0.196338	0.486181
e	0.00481835	0.0029227	0.0171463	0.0125324	0.0158044	0.0382518	0.275483	0.209005	0.424036
t	0.0163328	0.00928819	0.0178003	0.0143378	0.0165026	0.0216584	0.101324	0.33818	0.464575
i	0.00222609	0.00124782	0.00416543	0.00326585	0.00400529	0.00936822	0.0561074	0.602782	0.316832
n	0.00533162	0.00296941	0.00556214	0.00449415	0.00718	0.00707603	0.0417169	0.685515	0.240155
A	0.00124105	0.000911415	0.011628	0.0104373	0.0174003	0.0176068	0.104526	0.605385	0.230865
n	0.000941816	0.000697612	0.00144088	0.00238047	0.00335687	0.00747697	0.0240875	0.801125	0.158493
n	0.00188618	0.00175056	0.0123605	0.0121234	0.0226201	0.0244447	0.0552308	0.540651	0.328933
a	0.0159724	0.0101389	0.0302142	0.0213665	0.0203432	0.0371904	0.12278	0.247917	0.494078
</S>	0.0141247	0.0135981	0.0235002	0.0245601	0.0226266	0.0448269	0.0751634	0.346602	0.434998
