 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.939459	0.0457969	0.00370247	0.00153514	0.00150776	0.00150216	0.00150622	0.00171318	0.00327757
a	0.593846	0.221899	0.0274821	0.00389317	0.0101638	0.0124977	0.0226616	0.0679686	0.0395886
p	0.305388	0.45243	0.0351507	0.00868328	0.0137545	0.0134714	0.0186261	0.0979555	0.0545406
e	0.113374	0.289251	0.114186	0.0166495	0.0373757	0.0170221	0.0213219	0.195868	0.194952
d	0.212816	0.466582	0.0574708	0.0112606	0.0155291	0.0136407	0.0238379	0.105686	0.0931758
ì	0.0670549	0.245605	0.203647	0.0216748	0.0368724	0.022131	0.0163874	0.187489	0.199138
a	0.147211	0.696431	0.0883073	0.00961799	0.00975596	0.00510481	0.00708732	0.0137245	0.0227608
m	0.129299	0.234053	0.277289	0.0312676	0.0470317	0.0256703	0.038171	0.0884324	0.128786
i	0.0532277	0.0585867	0.186881	0.218437	0.0892435	0.0894805	0.0151771	0.0775765	0.21139
n	0.105117	0.139542	0.357877	0.0684283	0.057139	0.0280173	0.0369179	0.0931726	0.113788
c	0.0328875	0.0509345	0.246345	0.201752	0.0911387	0.0923783	0.0165485	0.0911907	0.176825
i	0.0523401	0.0774278	0.23832	0.222928	0.151171	0.101888	0.0239244	0.0624783	0.0695228
à	0.0562641	0.0600536	0.108121	0.307223	0.150235	0.0824517	0.0244711	0.0939664	0.117214
e	0.0232869	0.037514	0.107326	0.376281	0.204368	0.147794	0.0132447	0.0215321	0.0686525
n	0.0378798	0.0389585	0.0497751	0.292819	0.288698	0.193099	0.0169792	0.0243763	0.0574152
i	0.0153691	0.018338	0.0891283	0.240472	0.217251	0.209051	0.0215045	0.0428045	0.146083
n	0.0440196	0.0458613	0.0574376	0.170927	0.280119	0.212943	0.0255008	0.0432213	0.11997
d	0.00869455	0.00973918	0.0527622	0.151424	0.22942	0.281857	0.0744288	0.0607613	0.130912
ì	0.0255192	0.0257562	0.0275012	0.106623	0.183844	0.148272	0.0590181	0.0667951	0.356671
n	0.00643755	0.0103211	0.0195907	0.131258	0.324547	0.312994	0.110801	0.00914408	0.0749061
n	0.00795449	0.0113215	0.0721811	0.134827	0.175587	0.225219	0.0354206	0.0740055	0.263484
u	0.0189532	0.0192996	0.0237285	0.104527	0.192167	0.259734	0.0708673	0.0722746	0.238448
t	0.0165522	0.0139839	0.0152416	0.0365957	0.127576	0.192805	0.197265	0.118139	0.281841
t	0.0103789	0.0103501	0.0121443	0.0862829	0.171719	0.249867	0.0938916	0.0689458	0.29642
e	0.00885345	0.00897079	0.0101182	0.0370878	0.125151	0.18968	0.207609	0.115024	0.297506
m	0.0102761	0.00960796	0.0115029	0.0171036	0.0652795	0.0969056	0.246421	0.182847	0.360056
a	0.00515671	0.00916968	0.045111	0.0821309	0.146357	0.216494	0.285414	0.0956132	0.114554
n	0.0119095	0.0120277	0.0142555	0.0160012	0.0453011	0.0630637	0.171311	0.279452	0.386679
i	0.00375609	0.00413257	0.0133075	0.0623937	0.0881745	0.133738	0.266873	0.266669	0.160956
c	0.0113894	0.0106681	0.0117754	0.0121706	0.0241501	0.0364027	0.0881002	0.431773	0.373571
h	0.00253376	0.00451356	0.0254525	0.0487522	0.112127	0.141925	0.269588	0.280534	0.114573
ò	0.011735	0.0108194	0.0110251	0.0212189	0.0343449	0.0356653	0.12703	0.385728	0.362433
t	0.00151585	0.00118453	0.00141793	0.00356339	0.00843661	0.0123422	0.0205904	0.810923	0.140026
t	0.00258048	0.00194783	0.00207305	0.00619712	0.0120213	0.0187505	0.0430137	0.716769	0.196647
o	0.00321718	0.00302784	0.00322042	0.00467671	0.00988467	0.0129583	0.0427296	0.758399	0.161886
</S>	0.00398817	0.00322283	0.00249795	0.00386661	0.0050394	0.00753029	0.0227695	0.748528	0.202557
