 	il	morto	vuole	pianto	</S>
t	0.976297	0.0144633	0.00289152	0.00218698	0.00416141
o	0.745268	0.145284	0.00817282	0.0610869	0.0401886
n	0.4428	0.413911	0.00978514	0.0997988	0.0337052
a	0.112047	0.679813	0.0235236	0.040659	0.143957
p	0.315008	0.521437	0.00824366	0.101541	0.05377
e	0.0774414	0.611473	0.11499	0.0618753	0.13422
s	0.160217	0.630312	0.0128841	0.113372	0.0832148
a	0.136748	0.546347	0.127354	0.055926	0.133625
m	0.130333	0.593427	0.0421529	0.112851	0.121237
m	0.0673505	0.507806	0.25193	0.0631766	0.109737
è	0.0682999	0.654568	0.193413	0.0409303	0.0427882
n	0.0965557	0.727862	0.10511	0.037897	0.0325744
o	0.109355	0.31705	0.183147	0.153543	0.236905
t	0.114124	0.129053	0.349215	0.179279	0.228329
è	0.0507848	0.0560985	0.247699	0.180973	0.464445
l	0.0583481	0.0952126	0.389885	0.180606	0.275948
i	0.0159419	0.0496927	0.254064	0.127429	0.552873
g	0.0649665	0.0618329	0.0862227	0.467341	0.319637
l	0.0133061	0.0446397	0.230933	0.141865	0.569257
e	0.0543102	0.0559454	0.0965044	0.296685	0.496555
m	0.0331562	0.0286249	0.0383978	0.392038	0.507783
m	0.0107467	0.0339393	0.154475	0.327743	0.473096
è	0.00705099	0.0182484	0.0597648	0.256012	0.658923
n	0.0355491	0.066599	0.130605	0.401354	0.365892
o	0.0144959	0.018533	0.0529789	0.350026	0.563966
</S>	0.0327984	0.0331191	0.0439395	0.363865	0.526278
