 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.95449	0.0248558	0.00399898	0.00269137	0.00255672	0.00257544	0.0031344	0.00569772
n	0.703281	0.11317	0.00743655	0.00936734	0.0122832	0.0271948	0.0774753	0.049791
k	0.213362	0.374337	0.0505825	0.0329313	0.0182584	0.0151721	0.14847	0.146888
ò	0.341699	0.29365	0.0800627	0.0510096	0.0242945	0.0277585	0.0837099	0.0978163
r	0.264677	0.594916	0.0771178	0.0163234	0.0107832	0.0110483	0.0163168	0.00881712
a	0.162553	0.392201	0.192119	0.0854277	0.0367112	0.0355086	0.0687936	0.0266863
s	0.0809279	0.297992	0.364034	0.0745619	0.0308215	0.0284732	0.0566187	0.0665704
t	0.0690612	0.130904	0.309898	0.148496	0.055948	0.0346962	0.0730807	0.177916
e	0.0604993	0.0907292	0.283622	0.171709	0.0878364	0.0551723	0.0800222	0.170409
m	0.0618597	0.0992626	0.376729	0.129317	0.069273	0.0504663	0.0628749	0.150217
a	0.0185656	0.043173	0.22805	0.29992	0.0888226	0.0422584	0.0730894	0.20612
r	0.0540061	0.0682119	0.218795	0.306374	0.0979476	0.0563849	0.0569394	0.141341
è	0.0176999	0.0211962	0.0796202	0.493454	0.12903	0.0360869	0.0605208	0.162392
o	0.0227874	0.0431154	0.191411	0.494635	0.125477	0.0355558	0.0159658	0.0710529
c	0.018649	0.021495	0.0530161	0.576954	0.220504	0.0391784	0.0263593	0.0438435
e	0.00750935	0.0254875	0.109084	0.212261	0.180477	0.139429	0.152507	0.173245
e	0.019877	0.0216127	0.026384	0.199975	0.318497	0.0985152	0.0558409	0.259298
n	0.0123749	0.0131694	0.017689	0.169158	0.321786	0.143855	0.0815415	0.240426
ì	0.00632732	0.016694	0.0860633	0.144841	0.141858	0.191053	0.186755	0.226409
n	0.00635262	0.00862409	0.0136541	0.137464	0.313171	0.220476	0.145609	0.154649
e	0.0046295	0.0125182	0.0552209	0.109375	0.112105	0.148747	0.355245	0.20216
p	0.00573508	0.005919	0.00614675	0.0169659	0.0634535	0.138573	0.439712	0.323495
r	0.00145389	0.00321418	0.0160524	0.0464581	0.0522655	0.162507	0.613773	0.104277
ò	0.000729294	0.000811974	0.000934441	0.00473352	0.015616	0.0271144	0.843028	0.107033
n	0.00071257	0.000883318	0.00121006	0.00756629	0.0131996	0.0243708	0.81667	0.135387
t	0.00089837	0.00155963	0.00509555	0.018852	0.0211002	0.0536149	0.731076	0.167803
o	0.00241349	0.00249908	0.00250423	0.00354462	0.00627663	0.0173049	0.793255	0.172203
</S>	0.00360895	0.00367537	0.00369941	0.00507568	0.00759453	0.0193275	0.765732	0.191287
