 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.839575	0.0701179	0.033081	0.00925506	0.00564206	0.0164302	0.00425648	0.00421383	0.00425345	0.0043929	0.00878223
ù	0.412476	0.164292	0.129479	0.0225917	0.0315813	0.101572	0.00542037	0.00800378	0.0183537	0.0212814	0.0849476
r	0.36027	0.382366	0.107489	0.0323383	0.01944	0.0327067	0.0113688	0.0118088	0.0141057	0.0167929	0.0113141
u	0.185254	0.388572	0.168163	0.0569425	0.0467532	0.0913865	0.0124682	0.0125538	0.0119748	0.0153043	0.0106281
k	0.0812644	0.504188	0.167925	0.0360538	0.0313663	0.059264	0.0213421	0.0185674	0.01904	0.0253561	0.0356329
a	0.0306273	0.192732	0.229899	0.127955	0.103349	0.245332	0.00826964	0.00469711	0.00391994	0.0109448	0.0422743
s	0.0353517	0.356629	0.316773	0.0364115	0.0298548	0.11407	0.0216555	0.0139247	0.0132931	0.0302079	0.0318276
e	0.0356617	0.132951	0.268437	0.12953	0.0673297	0.203332	0.0315903	0.026286	0.0118893	0.0242314	0.0687621
t	0.0353694	0.191165	0.416979	0.0504288	0.0258197	0.130686	0.0324965	0.0238419	0.014831	0.0307563	0.047626
o	0.025846	0.0584105	0.164854	0.272884	0.119149	0.117426	0.03475	0.0388397	0.0165944	0.0328227	0.118424
r	0.0357407	0.148592	0.389239	0.0829667	0.0335238	0.127074	0.0367194	0.0334364	0.0172323	0.0330874	0.0623881
ò	0.0230317	0.0526812	0.148607	0.289175	0.159801	0.0903435	0.0470943	0.0426317	0.0147512	0.0288866	0.102997
m	0.0255006	0.150347	0.319419	0.182569	0.0697909	0.11762	0.0504304	0.0352904	0.0099077	0.0139141	0.025212
ì	0.0125811	0.0719045	0.0980693	0.22111	0.25531	0.105536	0.0477409	0.0308762	0.00480106	0.0104486	0.141622
a	0.0106659	0.0934817	0.222026	0.322391	0.158825	0.109178	0.0461938	0.0198384	0.00347253	0.00323508	0.0106923
f	0.0101699	0.0326376	0.0957861	0.382995	0.290806	0.0629592	0.0757241	0.0298961	0.0046811	0.00579899	0.00854675
o	0.00927785	0.0334441	0.0814611	0.238978	0.298263	0.0965657	0.0625088	0.0390362	0.00727705	0.0125324	0.120656
r	0.0164925	0.0372044	0.0593733	0.235451	0.248904	0.0251682	0.19948	0.112376	0.0123437	0.0205204	0.0326851
à	0.00759415	0.0104856	0.017958	0.214969	0.305759	0.0238071	0.131117	0.125187	0.0224615	0.020892	0.11977
e	0.00713485	0.0235004	0.0393373	0.208	0.225387	0.0164064	0.262816	0.165399	0.0185094	0.00813019	0.02538
n	0.00922949	0.0136437	0.0174977	0.175331	0.275313	0.0174586	0.200263	0.22737	0.0218275	0.0122594	0.029807
s	0.00748906	0.0164955	0.0483134	0.133414	0.216467	0.0724969	0.100549	0.097212	0.0618897	0.0363265	0.209347
e	0.00996117	0.0112046	0.0121961	0.0437992	0.0919564	0.0114823	0.140838	0.218334	0.135666	0.0513491	0.273213
s	0.00913804	0.0109242	0.0117665	0.0382031	0.064186	0.0108797	0.149349	0.267021	0.235213	0.0581145	0.145206
c	0.00709924	0.00810546	0.0090303	0.0605506	0.13912	0.0135285	0.12918	0.163351	0.162035	0.0717845	0.236215
e	0.00268065	0.00843768	0.0267853	0.139035	0.15107	0.0243718	0.0920151	0.13408	0.161761	0.11964	0.140123
r	0.00453911	0.00491856	0.00514017	0.0132448	0.0198069	0.0058093	0.0497028	0.101075	0.338899	0.126132	0.330733
r	0.00308754	0.00367395	0.00395845	0.0208478	0.0356813	0.00533523	0.0585603	0.0906803	0.201978	0.235272	0.340925
è	0.00272056	0.00363072	0.00396533	0.0130833	0.018203	0.00327267	0.052714	0.100395	0.231879	0.239246	0.33089
o	0.00209432	0.00428132	0.00479085	0.0130661	0.0142893	0.00273315	0.0551577	0.0985285	0.249383	0.417212	0.138463
m	0.00593339	0.00565301	0.00590163	0.0198632	0.0302137	0.0101974	0.0517514	0.107051	0.276943	0.330131	0.156361
à	0.00645607	0.0118223	0.0242214	0.0968114	0.165468	0.0284714	0.0635218	0.0811113	0.230072	0.0710154	0.221028
i	0.00279728	0.00429027	0.00474662	0.0115367	0.0129583	0.00339075	0.023299	0.0582523	0.292249	0.451302	0.135177
</S>	0.00673752	0.00473515	0.00487594	0.0101314	0.0162994	0.00928953	0.0280144	0.0572482	0.243721	0.472011	0.146936
