 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.836509	0.0609365	0.0210147	0.0103056	0.00752519	0.00631335	0.00498149	0.00480948	0.00466652	0.0046921	0.00548771	0.00451007	0.00449826	0.00451301	0.00451383	0.00490635	0.00981626
ò	0.313087	0.243663	0.0885958	0.0335586	0.0287393	0.0140369	0.0120374	0.0110875	0.0085307	0.00910219	0.0270213	0.00696155	0.00428488	0.00440597	0.0119508	0.0173422	0.165595
t	0.115447	0.651927	0.112122	0.0247497	0.0187443	0.0143513	0.00787782	0.00640404	0.00447466	0.00495012	0.00282581	0.00263892	0.00248222	0.00298027	0.0045684	0.00693305	0.0165238
t	0.15554	0.440812	0.143134	0.050293	0.0402088	0.0271155	0.0199363	0.0166867	0.0127745	0.0138833	0.0135823	0.0105528	0.0107804	0.0101844	0.0109742	0.0136363	0.00990607
e	0.0500223	0.247193	0.173793	0.10383	0.0953904	0.052816	0.0355078	0.028429	0.0212791	0.024558	0.0455274	0.0170896	0.0167212	0.0162606	0.0254877	0.0300983	0.0159963
j	0.0560131	0.35612	0.169148	0.0411942	0.04132	0.0491526	0.0330637	0.0282097	0.0224552	0.0271253	0.0319765	0.018796	0.016882	0.0167867	0.0188813	0.0349705	0.0379055
è	0.0155393	0.022537	0.0959607	0.197105	0.125118	0.052983	0.0697954	0.06079	0.0460292	0.0440047	0.104662	0.0193488	0.0213512	0.00883136	0.0112213	0.0149711	0.0897518
n	0.0517031	0.304102	0.265034	0.0600758	0.0533086	0.0350198	0.0297765	0.0277835	0.0257896	0.0282039	0.0555594	0.0159151	0.0100444	0.0077863	0.00756489	0.00925387	0.0130796
n	0.0310781	0.139785	0.309904	0.15348	0.0701009	0.0371116	0.0684356	0.0583805	0.0257039	0.0289575	0.0415185	0.00454385	0.00488852	0.00313475	0.00439212	0.00476622	0.0138191
o	0.0215092	0.0471334	0.269969	0.167604	0.0927921	0.0592896	0.0905688	0.0759121	0.0389407	0.0442335	0.0445062	0.00703003	0.00743249	0.00469188	0.00902671	0.00662099	0.0127387
m	0.0213648	0.0715938	0.283839	0.176586	0.117959	0.0485447	0.0461041	0.0382136	0.0290081	0.0337101	0.0670632	0.0125371	0.00955013	0.0078542	0.00895569	0.0126136	0.0145035
e	0.0112831	0.0114537	0.015658	0.0243195	0.0630072	0.107182	0.0676169	0.0673823	0.0769923	0.0637218	0.0919451	0.0377161	0.0315297	0.0102322	0.00753225	0.052978	0.25945
v	0.0198085	0.0399898	0.153034	0.224412	0.135418	0.0636603	0.064321	0.0548724	0.0453585	0.0474641	0.079136	0.0172385	0.0117745	0.00686718	0.00860876	0.0100799	0.0179559
è	0.00551207	0.00646397	0.0289212	0.0858455	0.0683416	0.0816171	0.138833	0.14503	0.0977989	0.0844701	0.0766415	0.0265669	0.0284009	0.00873393	0.00641877	0.020199	0.0902054
k	0.00999577	0.0390547	0.150056	0.182785	0.186221	0.082039	0.0528756	0.0425886	0.0397699	0.0390442	0.128731	0.0143942	0.0107604	0.00454593	0.00306444	0.0042581	0.00981561
k	0.0138267	0.0331811	0.185336	0.215131	0.0900481	0.0484971	0.0700761	0.0705359	0.0467822	0.0393044	0.0673235	0.018678	0.0152446	0.00422218	0.00394595	0.0121994	0.0656677
i	0.0140388	0.0189102	0.0999481	0.140463	0.0697882	0.0542284	0.107628	0.114094	0.0742138	0.0701842	0.0515198	0.0365874	0.0283249	0.012112	0.0244008	0.0198746	0.0636849
a	0.00660019	0.0145235	0.0778517	0.187617	0.166405	0.100242	0.0935686	0.08198	0.0772917	0.0672925	0.0721286	0.0178195	0.0115317	0.00374841	0.00350051	0.00625271	0.0116469
p	0.00745117	0.0188314	0.0480434	0.113036	0.136032	0.140016	0.109601	0.0885823	0.0968936	0.0856396	0.0776748	0.0233086	0.0190108	0.00663061	0.00372592	0.00799949	0.0175242
u	0.00440663	0.00526985	0.0257822	0.0782793	0.0611724	0.0720394	0.133269	0.143425	0.0963699	0.0847702	0.0631078	0.0398299	0.0444919	0.0156267	0.00874606	0.0236328	0.0997811
l	0.0128458	0.031177	0.068157	0.151044	0.159831	0.108671	0.093745	0.0747603	0.0744379	0.0645288	0.066508	0.0213842	0.018918	0.00864163	0.00572528	0.0121227	0.0275029
ò	0.00458166	0.00709481	0.0646498	0.115868	0.0658624	0.0604547	0.127831	0.137697	0.0889089	0.0793018	0.051338	0.0356077	0.0413903	0.0146968	0.00982412	0.0247481	0.0701446
