 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.782871	0.119099	0.0308023	0.0087568	0.010078	0.00664887	0.00652452	0.00650655	0.00655984	0.00749449	0.0146586
n	0.391454	0.366288	0.0508138	0.0296631	0.0276566	0.0101443	0.0142819	0.0273105	0.0286606	0.0334104	0.0203162
a	0.255556	0.441411	0.122937	0.0380912	0.0298546	0.0133117	0.00637153	0.012574	0.0146931	0.0341244	0.0310752
s	0.084976	0.636124	0.0619942	0.0122514	0.0153776	0.00938532	0.0210537	0.0249183	0.0257589	0.0532918	0.0548692
t	0.0428776	0.235576	0.262642	0.117687	0.0991711	0.0629492	0.0234306	0.0151019	0.0154113	0.0398481	0.085305
a	0.0460848	0.21236	0.227034	0.114594	0.126037	0.0759477	0.0388894	0.01857	0.0240136	0.0451944	0.0712751
s	0.041892	0.173285	0.276101	0.0953018	0.168109	0.0441117	0.0324557	0.0163154	0.0179646	0.0392681	0.0951952
ù	0.0239914	0.039995	0.114115	0.238853	0.239146	0.098026	0.0258411	0.0215958	0.0121605	0.0398433	0.146433
n	0.0258341	0.139213	0.282111	0.151077	0.22475	0.0769817	0.0302103	0.0110356	0.00841431	0.0152738	0.0350996
a	0.0225677	0.0782377	0.24278	0.232156	0.160334	0.110123	0.0392799	0.00708793	0.00684957	0.0196007	0.0809832
n	0.0281885	0.051246	0.106514	0.290565	0.308745	0.118189	0.0269209	0.0111719	0.0113385	0.0254626	0.0216581
k	0.0181863	0.0514527	0.202761	0.252312	0.159995	0.162969	0.0432207	0.00855493	0.00806617	0.0193702	0.0731114
ò	0.0510791	0.0532402	0.0721485	0.153641	0.20378	0.0869043	0.124686	0.0263191	0.0389415	0.0407476	0.148513
r	0.0113515	0.0192612	0.0613427	0.263513	0.164127	0.215941	0.225226	0.0154701	0.00595472	0.00561903	0.0121938
a	0.0248447	0.0253699	0.0862629	0.256664	0.158354	0.241742	0.108525	0.0301251	0.0229458	0.0105626	0.0346041
a	0.0295726	0.0327725	0.0362236	0.136322	0.171713	0.100832	0.310291	0.0861194	0.0180939	0.0354675	0.0425909
t	0.0328696	0.0342145	0.0562094	0.113416	0.124584	0.133373	0.35848	0.0522858	0.0152643	0.0283777	0.0509263
s	0.0157954	0.016729	0.0533336	0.138703	0.0891151	0.168297	0.219518	0.0560498	0.0126602	0.0273346	0.202465
ù	0.0195393	0.0236094	0.0246596	0.0682979	0.0969263	0.0443715	0.168123	0.176367	0.0338818	0.0412989	0.302926
n	0.00952855	0.0211381	0.0268789	0.0538044	0.0683099	0.0505414	0.264927	0.34065	0.0445977	0.0114191	0.108206
n	0.00989539	0.0105737	0.0506783	0.123919	0.0829426	0.110712	0.123271	0.129643	0.0634022	0.0675308	0.227433
i	0.0269572	0.027142	0.0345075	0.0352104	0.0326957	0.041594	0.115825	0.183602	0.0692607	0.0899368	0.343269
t	0.0136896	0.0133165	0.0142489	0.0175078	0.0178283	0.0153758	0.0423411	0.316935	0.189298	0.11058	0.248879
i	0.01378	0.014004	0.02694	0.032554	0.0279578	0.0410349	0.11084	0.239685	0.0655742	0.0740759	0.353555
k	0.0138119	0.0143555	0.0148498	0.0219248	0.0234389	0.0166117	0.0418797	0.350223	0.165257	0.0643675	0.27328
a	0.0100738	0.011866	0.0593786	0.125834	0.0928525	0.0982446	0.110258	0.143159	0.138039	0.0796692	0.130625
è	0.0140557	0.0150785	0.0152436	0.0223882	0.0217212	0.0159552	0.0248228	0.197714	0.184784	0.108383	0.379853
c	0.00572549	0.00736254	0.0154306	0.0259183	0.0161241	0.02077	0.0439807	0.232197	0.27133	0.146361	0.2148
h	0.00729125	0.0103451	0.0294011	0.116365	0.102924	0.0672523	0.091861	0.143844	0.154898	0.139853	0.135966
i	0.0189088	0.0190305	0.0213837	0.021797	0.0202855	0.0233222	0.0622847	0.133107	0.208301	0.10846	0.363119
o	0.00717902	0.00474192	0.00635932	0.00587736	0.00521785	0.00561112	0.0111452	0.044283	0.216369	0.275868	0.417348
l	0.00715936	0.00537296	0.00778287	0.00699737	0.00587609	0.00820639	0.0223534	0.0557807	0.223755	0.221734	0.434983
ù	0.00559333	0.00565837	0.026971	0.0658056	0.0409909	0.0639418	0.0739634	0.109851	0.361727	0.0920236	0.153474
s	0.00418624	0.0053694	0.00555867	0.0104915	0.00987173	0.00618003	0.0158564	0.0768755	0.17632	0.478668	0.210622
t	0.00497717	0.00518571	0.0111175	0.014498	0.010377	0.015488	0.0358472	0.19113	0.232596	0.227874	0.250909
r	0.0098695	0.0102929	0.0112825	0.0142163	0.013043	0.0122699	0.0339012	0.0976148	0.285148	0.258196	0.254166
o	0.00402872	0.00381896	0.00429374	0.00522248	0.00479031	0.00452037	0.0124057	0.0363466	0.115261	0.549422	0.25989
