 	io	voglio	che	Maria	venga	qui	</S>
e	0.783687	0.13028	0.0206298	0.0126499	0.0123072	0.0129995	0.0274467
v	0.588841	0.0956138	0.0181663	0.0214948	0.0192905	0.157757	0.0988362
ò	0.272725	0.235762	0.0461194	0.0338004	0.0188328	0.160202	0.232558
t	0.189208	0.658401	0.0376562	0.0161494	0.00523441	0.0323002	0.0610503
è	0.100061	0.371033	0.151623	0.0753784	0.0219196	0.104398	0.175587
l	0.167536	0.609163	0.107365	0.04381	0.0133522	0.0229591	0.0358141
o	0.0812966	0.299403	0.151361	0.191531	0.0744814	0.0722377	0.129689
n	0.0482167	0.27163	0.46707	0.0735687	0.0251095	0.0244769	0.089928
a	0.0328831	0.150635	0.212451	0.26939	0.230844	0.0337168	0.0700808
r	0.0343453	0.0800167	0.387602	0.185446	0.102462	0.0255176	0.18461
t	0.00733532	0.0306639	0.278988	0.264204	0.244838	0.0409175	0.133052
i	0.0228169	0.039921	0.27144	0.180171	0.216503	0.0411145	0.228034
e	0.0101336	0.0202207	0.184341	0.248655	0.362943	0.0316577	0.142049
M	0.00791585	0.0186682	0.187257	0.296144	0.317671	0.0374649	0.134879
a	0.00779254	0.0297265	0.0856527	0.244828	0.559974	0.0471167	0.0249098
r	0.0143101	0.0280723	0.139004	0.20798	0.39101	0.0970088	0.122614
ì	0.00824006	0.0217464	0.114365	0.144255	0.178295	0.320978	0.21212
a	0.00501693	0.0125758	0.0557179	0.0874499	0.100654	0.348363	0.390223
e	0.00150186	0.00248823	0.0152336	0.0298324	0.0584787	0.651235	0.24123
t	0.00083436	0.0010855	0.00603841	0.0119523	0.020599	0.827734	0.131756
t	0.000692346	0.00168403	0.0212613	0.0364074	0.0616454	0.722186	0.156124
ù	0.00105149	0.00181261	0.00865206	0.0211693	0.0283762	0.666636	0.272303
</S>	0.000552018	0.000810709	0.00448431	0.00675351	0.00785036	0.772777	0.206772
