 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.744393	0.10617	0.0278356	0.0191424	0.0149379	0.0141989	0.0141597	0.0142375	0.0145146	0.0304105
s	0.386802	0.201142	0.0666464	0.0543015	0.0549636	0.0413616	0.0432449	0.0656741	0.0566332	0.0292311
e	0.384947	0.250999	0.117135	0.0829001	0.0310282	0.0226451	0.022658	0.0225251	0.0434805	0.0216826
l	0.21505	0.441713	0.0566895	0.0671203	0.0395429	0.0228271	0.0250304	0.0243593	0.0477282	0.0599393
a	0.0579004	0.281312	0.256871	0.15489	0.047976	0.0199051	0.0117254	0.0113706	0.0494512	0.108598
n	0.0781632	0.548508	0.0645693	0.0606427	0.0558715	0.0232932	0.0166879	0.0155646	0.039366	0.097334
a	0.0323457	0.18127	0.385702	0.187465	0.0405224	0.0241711	0.0136578	0.0107686	0.0421455	0.081952
v	0.0580408	0.40797	0.173333	0.0739266	0.0543428	0.0395625	0.0216934	0.0150846	0.0427856	0.11326
r	0.0133735	0.12389	0.369582	0.292199	0.0499577	0.0230153	0.0249249	0.0140294	0.0296252	0.0594031
ì	0.0471293	0.225998	0.329994	0.166635	0.0531764	0.0410993	0.0245963	0.0103949	0.0209838	0.079993
k	0.0277237	0.113013	0.458477	0.29163	0.0451915	0.0231601	0.0111466	0.00473025	0.00516495	0.0197622
o	0.026816	0.124817	0.186242	0.218136	0.104849	0.083429	0.0331604	0.017636	0.0427105	0.162204
a	0.0123401	0.0484495	0.272445	0.36781	0.190128	0.055861	0.0126844	0.00708563	0.013257	0.0199402
f	0.00866711	0.0147921	0.177412	0.373532	0.266483	0.10134	0.017385	0.00898394	0.0143899	0.0170158
ù	0.00700727	0.0450629	0.184911	0.222641	0.189464	0.109461	0.0309597	0.0536745	0.0454253	0.111394
r	0.00893635	0.0219128	0.0892678	0.201878	0.272388	0.212629	0.0643947	0.0581302	0.0129993	0.0574643
n	0.00519799	0.0102719	0.133496	0.214096	0.2177	0.171391	0.104483	0.0672649	0.0377574	0.0383418
o	0.0103019	0.0119656	0.0594269	0.174294	0.283319	0.21796	0.127774	0.0387655	0.0382376	0.0379549
k	0.00712549	0.0104826	0.0246448	0.0633356	0.148417	0.206071	0.282495	0.111055	0.0823206	0.0640537
a	0.0161515	0.0430748	0.10534	0.183019	0.194509	0.148822	0.0834789	0.0254172	0.0535163	0.146672
k	0.00940557	0.0137094	0.0244165	0.0403318	0.0824732	0.152002	0.245543	0.151231	0.175618	0.10527
a	0.00642187	0.0109164	0.0569548	0.105974	0.12882	0.144941	0.195113	0.178542	0.0512552	0.121063
n	0.0110092	0.0221277	0.0346543	0.0460989	0.0715408	0.135904	0.203632	0.179751	0.186796	0.108486
n	0.00521667	0.00540039	0.0370524	0.0728935	0.0957198	0.122338	0.228215	0.205685	0.0710407	0.156439
i	0.0104248	0.010422	0.0142077	0.0264425	0.0534159	0.134955	0.2235	0.156813	0.113752	0.256067
u	0.00893288	0.00540694	0.00886421	0.0176129	0.0285103	0.0544893	0.0967072	0.221406	0.29893	0.25914
n	0.0068457	0.00488281	0.0158029	0.0378793	0.0686914	0.148738	0.15333	0.208664	0.168611	0.186555
r	0.00602435	0.00788285	0.0405856	0.0749692	0.092466	0.114281	0.186329	0.201211	0.0922612	0.18399
ù	0.00433907	0.0056487	0.00995767	0.0156354	0.0230179	0.043172	0.0780007	0.120413	0.314091	0.385724
s	0.00420205	0.00774917	0.0206333	0.0314516	0.0443426	0.0675904	0.0787229	0.171596	0.430356	0.143356
t	0.00281417	0.00350062	0.0262947	0.0787271	0.123233	0.142084	0.140549	0.132952	0.17449	0.175356
i	0.00700427	0.014459	0.0264141	0.0379995	0.0542845	0.0721569	0.112172	0.216462	0.252274	0.206774
k	0.00688802	0.00821286	0.0115909	0.0133619	0.0148778	0.0193303	0.0278299	0.0851002	0.699754	0.113054
o	0.00567499	0.00452738	0.0367383	0.062108	0.0836071	0.127492	0.213767	0.168272	0.0731684	0.224645
k	0.0294106	0.016554	0.0219929	0.0392709	0.0475132	0.0592388	0.0665704	0.1328	0.372499	0.21415
a	0.0031845	0.00282272	0.0291339	0.058793	0.0815755	0.110231	0.20606	0.192459	0.129633	0.186107
l	0.0283781	0.0159715	0.0197832	0.0345169	0.0431264	0.0562963	0.0628454	0.100546	0.343782	0.294754
ù	0.00284534	0.00335597	0.0347563	0.0738376	0.107344	0.136712	0.211197	0.188531	0.107406	0.134015
</S>	0.00234174	0.00298299	0.00515361	0.00737274	0.00913498	0.0113848	0.0204877	0.0337523	0.732801	0.174589
