 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.965582	0.0186501	0.0025077	0.00189335	0.00166905	0.00130402	0.00128508	0.00128545	0.00133241	0.00182605	0.00266468
n	0.721332	0.108863	0.0292791	0.0204414	0.00913957	0.00966391	0.011676	0.0134767	0.0252796	0.026078	0.0247705
ì	0.244527	0.342241	0.0860878	0.0257443	0.0097913	0.011329	0.00957651	0.0102333	0.023689	0.0408005	0.19598
c	0.251806	0.580328	0.0595555	0.0220403	0.0159534	0.00538806	0.00530812	0.00630611	0.0196074	0.0215232	0.0121837
h	0.0546007	0.315181	0.410059	0.0746183	0.0366019	0.0107372	0.00420142	0.00326584	0.00441401	0.062559	0.0237617
e	0.226588	0.134239	0.324776	0.0842439	0.0468372	0.024755	0.0205069	0.0208762	0.0262198	0.074811	0.0161473
n	0.16852	0.135911	0.331161	0.0626973	0.0318255	0.0337189	0.0288764	0.0285013	0.0307563	0.0880963	0.0599363
d	0.0466576	0.0422477	0.484401	0.167199	0.0424222	0.0265599	0.0142127	0.0139425	0.0253022	0.0817355	0.0553194
ì	0.0491315	0.0443267	0.3536	0.193409	0.0591322	0.0383287	0.0170183	0.0166548	0.033244	0.136575	0.0585787
s	0.140548	0.131779	0.445261	0.116385	0.0620225	0.0339563	0.0150009	0.00871394	0.00836855	0.015115	0.02285
o	0.0243553	0.0310032	0.365447	0.257382	0.125004	0.0800514	0.01374	0.00978367	0.00929418	0.0692232	0.0147162
n	0.0361601	0.0738511	0.421024	0.21069	0.105963	0.0363857	0.0188671	0.0118958	0.0127798	0.0281854	0.0441986
t	0.0182484	0.0198329	0.221443	0.363843	0.121748	0.0845457	0.0102416	0.00683238	0.0104934	0.063616	0.079155
a	0.0247802	0.0263979	0.182232	0.335936	0.148294	0.0883384	0.0167387	0.0102719	0.0142454	0.10128	0.051486
i	0.0268554	0.0303867	0.171316	0.297941	0.205747	0.0966361	0.0189878	0.00999194	0.0117535	0.0833599	0.0470233
k	0.0300044	0.0316359	0.125835	0.26135	0.206013	0.1431	0.0300547	0.0121601	0.0128661	0.0724669	0.0745132
i	0.00935815	0.0104963	0.114971	0.246145	0.150357	0.199369	0.0345872	0.0100867	0.0131445	0.0519385	0.159548
a	0.0286491	0.0306246	0.107152	0.200163	0.212611	0.208583	0.0296052	0.00949026	0.0114266	0.0639427	0.0977523
t	0.0225092	0.0243432	0.0831143	0.151451	0.207301	0.230519	0.0608894	0.0169208	0.0102738	0.0730285	0.119651
è	0.0141913	0.0145287	0.0391751	0.089902	0.119184	0.2256	0.105274	0.0389205	0.0133204	0.061082	0.278822
r	0.0123397	0.0202538	0.0550071	0.118297	0.243634	0.255812	0.105379	0.0372033	0.00643322	0.0447657	0.100874
a	0.00753987	0.00804335	0.0320062	0.103218	0.131388	0.270452	0.209934	0.079663	0.00772362	0.0319407	0.118091
i	0.0161908	0.0195368	0.0605585	0.0800406	0.168852	0.218273	0.213308	0.0991885	0.0102018	0.0287625	0.0850872
n	0.0156642	0.0163636	0.0444261	0.068042	0.105319	0.209517	0.237751	0.114832	0.0108543	0.0624949	0.114736
ì	0.00580514	0.0068965	0.0497138	0.134377	0.103057	0.155988	0.140356	0.100011	0.0226006	0.0835597	0.197636
c	0.00741119	0.00909341	0.0316396	0.0533284	0.0983071	0.151705	0.276256	0.225449	0.0164702	0.0321188	0.09822
h	0.00256814	0.00560519	0.0452689	0.103258	0.0873675	0.143939	0.151199	0.142847	0.060049	0.150856	0.107042
a	0.0219525	0.0249096	0.0552519	0.0910666	0.0951529	0.113182	0.173278	0.179188	0.0600414	0.0227611	0.163216
p	0.0108716	0.0128778	0.0144071	0.0216521	0.0211531	0.0343853	0.113994	0.234314	0.136475	0.0552434	0.344627
à	0.00489232	0.00551945	0.0133957	0.0287821	0.0524366	0.0813867	0.15238	0.206212	0.145121	0.10308	0.206794
r	0.00562287	0.00694709	0.0239281	0.0386915	0.0410002	0.0647452	0.141197	0.233411	0.184803	0.0497205	0.209934
o	0.00618306	0.00656827	0.0206769	0.0425504	0.0339439	0.0713545	0.17178	0.286995	0.16925	0.0397409	0.150956
n	0.0102653	0.0116873	0.0335652	0.0367496	0.028486	0.0451338	0.0995277	0.197921	0.337022	0.0347357	0.164907
t	0.00521371	0.00654328	0.0158641	0.0263241	0.0610937	0.0709337	0.114029	0.158845	0.182482	0.121126	0.237545
a	0.00739541	0.00826327	0.008649	0.0112394	0.0103701	0.0146783	0.0357862	0.0673428	0.256341	0.0463605	0.533574
s	0.00922719	0.0115131	0.0114513	0.0147396	0.0081262	0.0132686	0.0321508	0.0704228	0.33858	0.0208881	0.469632
t	0.00520343	0.00592078	0.009101	0.0141994	0.0112932	0.0225704	0.0768078	0.169209	0.263796	0.0696616	0.352238
i	0.00482932	0.00504842	0.0113372	0.0152778	0.00975605	0.0210652	0.0650576	0.139326	0.383767	0.0606392	0.283896
n	0.00663408	0.00842879	0.0140344	0.0168958	0.00893727	0.0171457	0.032823	0.0566982	0.299709	0.0523256	0.486368
a	0.0019803	0.00263352	0.00843247	0.0238918	0.0332266	0.0498528	0.07068	0.125424	0.262425	0.27527	0.146184
g	0.0113058	0.0133173	0.016998	0.0201625	0.0125134	0.0200627	0.0350882	0.0566737	0.275576	0.0595186	0.478784
l	0.00262984	0.00303378	0.0130322	0.0465161	0.0477619	0.0857989	0.115916	0.19571	0.147722	0.222976	0.118905
i	0.0125874	0.0138607	0.0128506	0.0139743	0.01382	0.0155814	0.0294317	0.0584584	0.3916	0.080107	0.357728
s	0.0105262	0.0118186	0.0101866	0.0122465	0.00754113	0.00932714	0.0184446	0.0367393	0.551306	0.0319848	0.299879
ì	0.00355009	0.00471226	0.00777692	0.0093308	0.00503901	0.00959718	0.0196112	0.0470428	0.402289	0.0999647	0.391086
a	0.00209426	0.00269802	0.00702111	0.0085521	0.00609395	0.0104926	0.0221401	0.0322847	0.115875	0.362444	0.430304
</S>	0.00715477	0.00781206	0.0131296	0.0164639	0.00696779	0.012594	0.0234518	0.0394194	0.287763	0.146863	0.438381
