 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.932058	0.0440991	0.00503699	0.00325389	0.00311127	0.00314815	0.00311984	0.00617224
è	0.423567	0.26289	0.0195464	0.0123329	0.0235319	0.0464418	0.132426	0.0792634
l	0.553016	0.340992	0.0172282	0.0069598	0.00943146	0.0114231	0.0225836	0.0383651
o	0.155911	0.356747	0.243111	0.0530036	0.0156479	0.0178891	0.0846143	0.0730756
k	0.0797091	0.603351	0.0514325	0.0457836	0.0216842	0.0191162	0.0666489	0.112274
a	0.0421645	0.273569	0.494744	0.0536289	0.0158853	0.0184371	0.0517972	0.0497732
i	0.0429707	0.39427	0.136624	0.0481496	0.0422038	0.0214643	0.0601671	0.25415
M	0.0191554	0.0790014	0.581907	0.0739414	0.0344109	0.0129116	0.0412442	0.157428
a	0.0478996	0.297297	0.445115	0.0815189	0.0262428	0.0328553	0.0296696	0.0394012
r	0.023298	0.123854	0.346804	0.0771202	0.0517159	0.0374804	0.0699621	0.269766
ì	0.0199623	0.238277	0.418414	0.0931714	0.0225548	0.0241813	0.065022	0.118417
a	0.0169093	0.201864	0.455751	0.187099	0.0338816	0.0122504	0.0211945	0.071051
è	0.010229	0.0429531	0.391427	0.332399	0.0571179	0.0117453	0.0245329	0.129597
n	0.00871098	0.0393771	0.233046	0.38408	0.0943552	0.034346	0.0496896	0.156395
a	0.00361771	0.0291116	0.24038	0.150168	0.14978	0.203437	0.126447	0.097058
r	0.00836337	0.024756	0.037663	0.115132	0.155959	0.0959616	0.107072	0.455093
t	0.00181441	0.00447757	0.0601177	0.106185	0.107956	0.127798	0.48052	0.111132
i	0.00324144	0.0103055	0.0200315	0.0653576	0.14986	0.125652	0.294339	0.331213
à	0.000767726	0.00138817	0.00307757	0.00748624	0.0207262	0.0529871	0.748983	0.164585
v	0.000551009	0.00123211	0.006481	0.00848203	0.0166073	0.0358605	0.809515	0.121271
v	0.000674699	0.00725814	0.032989	0.0320993	0.0375025	0.0889347	0.594504	0.206038
r	0.0015254	0.0047509	0.00761842	0.0163171	0.0418151	0.120244	0.452815	0.354913
i	0.00254342	0.00835977	0.031085	0.0379514	0.0511242	0.188661	0.476351	0.203924
</S>	0.00172963	0.00109776	0.00363941	0.00541582	0.012657	0.0343251	0.770073	0.171063
