 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.962455	0.0223477	0.00559447	0.00230368	0.00182984	0.00193061	0.0035385
o	0.600067	0.221341	0.0436067	0.0121486	0.00702455	0.0522859	0.0635261
n	0.327588	0.441299	0.0749466	0.0128557	0.0112531	0.0785766	0.0534808
à	0.102896	0.388266	0.186191	0.0227176	0.00993031	0.131796	0.158203
b	0.132067	0.73766	0.091361	0.0063778	0.00332247	0.0112171	0.0179951
b	0.0269786	0.443451	0.473126	0.025404	0.00393219	0.0101679	0.0169405
e	0.037244	0.591191	0.329732	0.0225886	0.00829869	0.00505547	0.00589003
t	0.0193079	0.254012	0.644751	0.0382837	0.0141008	0.0118108	0.0177333
o	0.0460014	0.103477	0.454924	0.227978	0.0679399	0.0326854	0.0669942
a	0.0376308	0.111015	0.412146	0.232579	0.0420536	0.0368542	0.127721
t	0.0430272	0.0666027	0.180001	0.456317	0.0781116	0.0338468	0.142094
s	0.0222378	0.0268857	0.0617875	0.405647	0.175451	0.0581322	0.249859
è	0.0225176	0.0322127	0.0576267	0.440518	0.180163	0.043957	0.223004
k	0.0107058	0.0286491	0.0578568	0.470532	0.311679	0.0271495	0.0934277
o	0.00963548	0.0339003	0.120195	0.22919	0.1977	0.0898434	0.319536
r	0.0175656	0.0232517	0.0291411	0.27422	0.225565	0.0486929	0.381564
à	0.0102419	0.0124713	0.0158386	0.197011	0.184791	0.220331	0.359316
s	0.00590721	0.0157453	0.0204461	0.171016	0.195097	0.325405	0.266383
i	0.0046936	0.009223	0.0174026	0.195514	0.174875	0.409311	0.188981
t	0.00412406	0.00622433	0.00765451	0.0214314	0.0235207	0.742518	0.194527
è	0.00235607	0.00405003	0.00642639	0.0838462	0.0912724	0.666411	0.145638
l	0.00288069	0.00456236	0.00598835	0.0314618	0.0311862	0.662537	0.261384
i	0.00180555	0.00319123	0.00606908	0.0314593	0.0383081	0.790263	0.128904
à	0.00921562	0.00798701	0.00877202	0.0101911	0.0138024	0.611815	0.338217
s	0.00352704	0.00331689	0.0042068	0.0155715	0.0271598	0.490972	0.455246
p	0.000783138	0.000865406	0.00107013	0.00891992	0.0132261	0.742894	0.232241
r	0.00262292	0.00441998	0.00540047	0.0149369	0.0226609	0.511808	0.438151
o	0.00475267	0.00547766	0.00634037	0.0270058	0.0278234	0.51663	0.411971
</S>	0.00748441	0.00700366	0.0084091	0.00991326	0.0217071	0.410764	0.534718
