 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.920376	0.0362741	0.0130454	0.00474824	0.00406975	0.00408743	0.00409184	0.00481594	0.00849079
d	0.568891	0.201348	0.0282984	0.00717621	0.0161028	0.0152943	0.0548347	0.0507215	0.0573326
ì	0.260894	0.31434	0.103738	0.0194822	0.0126778	0.0114686	0.0572079	0.0420119	0.178179
s	0.359671	0.586672	0.024563	0.00468727	0.00229584	0.00393507	0.00528263	0.00831425	0.0045793
o	0.152174	0.533692	0.0873912	0.0666977	0.0269266	0.0292587	0.0319258	0.0492048	0.022729
n	0.184022	0.450528	0.195212	0.0252573	0.0119528	0.0182852	0.0267486	0.0282881	0.0597064
t	0.0727487	0.132691	0.292471	0.191955	0.0326375	0.0179668	0.0308627	0.0845244	0.144143
a	0.0991404	0.183847	0.314276	0.091971	0.0218608	0.0263284	0.0408294	0.112286	0.109461
t	0.088552	0.169039	0.395862	0.119126	0.0155786	0.0178454	0.0310436	0.0707983	0.0921559
i	0.0639141	0.0896588	0.24685	0.278794	0.0302799	0.0161883	0.0291968	0.0692531	0.175866
k	0.0679409	0.123927	0.320238	0.288943	0.0204664	0.0108354	0.0220145	0.0440201	0.101614
i	0.0201506	0.0352257	0.125579	0.398396	0.107652	0.017824	0.0184366	0.100379	0.176357
a	0.061758	0.101516	0.241892	0.365011	0.0248385	0.0127436	0.0235193	0.0614939	0.107229
t	0.0507134	0.0830506	0.170654	0.40645	0.0436027	0.0191574	0.0191198	0.0793441	0.127908
è	0.0333775	0.0406479	0.0783499	0.242004	0.108378	0.0392657	0.0187546	0.10633	0.332891
r	0.0458468	0.0809096	0.19866	0.408697	0.0881205	0.0354703	0.0107289	0.0438693	0.0876977
a	0.0186663	0.0234291	0.0570078	0.24696	0.295986	0.0835965	0.00830688	0.0699565	0.196091
t	0.0430411	0.0786247	0.0975412	0.31301	0.20148	0.0869337	0.0136551	0.0464242	0.11929
i	0.0152341	0.0167198	0.0262626	0.101534	0.276038	0.114388	0.00822187	0.072032	0.369569
n	0.0364054	0.0539903	0.0511004	0.152612	0.169014	0.194764	0.0147678	0.0790462	0.2483
ì	0.0073202	0.00916888	0.0492363	0.124463	0.349147	0.11619	0.0123169	0.0775476	0.25461
c	0.0157231	0.0301532	0.0305453	0.158542	0.212368	0.379952	0.00781482	0.0454469	0.119455
h	0.00527073	0.0165145	0.0617417	0.162674	0.249548	0.192659	0.0191837	0.132445	0.159963
a	0.0325787	0.0481678	0.0842153	0.132678	0.259623	0.152844	0.0567841	0.033229	0.19988
p	0.0217646	0.0213375	0.0191539	0.0418384	0.15636	0.219671	0.0361079	0.116264	0.367503
à	0.00940444	0.0107776	0.0168476	0.0599248	0.188884	0.206477	0.0356281	0.12177	0.350287
r	0.0109584	0.020593	0.0183022	0.074293	0.120413	0.423934	0.0514534	0.0732201	0.206833
o	0.0119303	0.0147575	0.0178436	0.0667821	0.176193	0.391758	0.0851262	0.0441504	0.191459
n	0.0200396	0.030028	0.0229968	0.0519731	0.0810826	0.3388	0.182386	0.0800364	0.192658
t	0.00954738	0.0135983	0.0270447	0.0621905	0.159052	0.168209	0.0666867	0.119141	0.37453
a	0.0112129	0.0109066	0.00959124	0.0143536	0.0578675	0.064352	0.166179	0.0680253	0.597512
s	0.0148442	0.0153722	0.00910593	0.0124647	0.0357033	0.0552552	0.277391	0.0376933	0.54217
t	0.00992442	0.0100934	0.00866426	0.0184144	0.0757319	0.165008	0.119962	0.119889	0.472312
i	0.00842431	0.00979177	0.00892153	0.0197624	0.061562	0.162611	0.214887	0.0917839	0.422257
n	0.0113624	0.0124043	0.00784415	0.0135401	0.0320533	0.0480064	0.250017	0.0799182	0.544854
a	0.00370449	0.00482528	0.0132512	0.0421513	0.127948	0.0792955	0.149707	0.338351	0.240767
g	0.0161077	0.0159454	0.01173	0.0154824	0.0450704	0.0355732	0.287229	0.0738173	0.499045
l	0.00460996	0.00597949	0.0205061	0.0777373	0.220796	0.141043	0.0756986	0.248371	0.205258
i	0.0210553	0.0200548	0.0172179	0.0199006	0.0403655	0.0509554	0.269949	0.123146	0.437355
s	0.0123163	0.0124928	0.00962104	0.00999227	0.0227482	0.0195211	0.577878	0.0342441	0.301186
ì	0.00741439	0.00842331	0.00478026	0.00834732	0.0177058	0.0351265	0.266805	0.148128	0.50327
a	0.00316899	0.00470178	0.00283327	0.00725905	0.0138554	0.0246566	0.107111	0.453774	0.38264
</S>	0.00902539	0.0102423	0.00827561	0.0121804	0.023462	0.0243867	0.266753	0.184406	0.461269
