 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.954938	0.0261286	0.00791708	0.00227625	0.00172607	0.00171729	0.00185242	0.00344379
à	0.611958	0.219525	0.0408131	0.0113461	0.0147689	0.0167287	0.0468893	0.037971
b	0.214512	0.609043	0.101223	0.0202348	0.00616637	0.0063176	0.0178613	0.0246412
b	0.0616177	0.462367	0.363136	0.0383664	0.0091768	0.00325484	0.0253529	0.0367286
e	0.0728214	0.415517	0.373559	0.10507	0.00582269	0.00500448	0.00966118	0.0125442
t	0.0405597	0.346091	0.464099	0.089418	0.013401	0.0113577	0.0161761	0.0188977
o	0.0476226	0.14431	0.406791	0.282113	0.0323835	0.022448	0.0328168	0.0315142
u	0.0372513	0.186588	0.46912	0.131883	0.0375194	0.016395	0.0316242	0.08962
k	0.0479359	0.0919144	0.312947	0.281781	0.0679222	0.0230248	0.0391647	0.13531
o	0.0213175	0.0724722	0.182255	0.437644	0.0761454	0.0405499	0.0479022	0.121713
r	0.0373726	0.0806031	0.253932	0.307713	0.062305	0.0235596	0.0447851	0.189729
a	0.0208945	0.0338576	0.0904137	0.513851	0.075863	0.0394264	0.073201	0.152493
s	0.0259157	0.062276	0.140647	0.397236	0.070147	0.0306318	0.0492545	0.223892
ì	0.0158751	0.0239114	0.052731	0.468081	0.125333	0.0685073	0.122321	0.12324
u	0.0134362	0.042684	0.0998711	0.548936	0.111372	0.0355824	0.0394358	0.108683
è	0.0188444	0.0273532	0.039241	0.418394	0.307549	0.0647737	0.0305708	0.0932743
n	0.0112013	0.0194758	0.0284124	0.351875	0.343671	0.131844	0.0412574	0.0722641
a	0.00565864	0.012766	0.0479927	0.133287	0.223533	0.331387	0.0990836	0.146293
n	0.0139942	0.0184105	0.0214317	0.0656112	0.308904	0.25356	0.0657855	0.252303
e	0.00342318	0.00787058	0.0293717	0.0722365	0.154257	0.382651	0.229637	0.120552
à	0.0099716	0.0125359	0.0142848	0.0305103	0.143833	0.222372	0.267837	0.298655
s	0.0024467	0.0036579	0.00474464	0.023843	0.0550569	0.0871201	0.656536	0.166594
p	0.00130759	0.00205278	0.00312173	0.0416338	0.0787231	0.105593	0.684776	0.082791
r	0.00312738	0.00732926	0.00877977	0.0240005	0.0692425	0.16347	0.45093	0.27312
o	0.00238189	0.00347444	0.00443352	0.0199909	0.0385195	0.0728418	0.727132	0.131226
</S>	0.00413171	0.0033498	0.00382873	0.00492309	0.0237239	0.052168	0.583315	0.32456
