 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.97236	0.012073	0.00587134	0.00202082	0.00144962	0.00146824	0.00154377	0.00321339
n	0.655853	0.209509	0.0249046	0.00812745	0.0142554	0.0205987	0.0340241	0.0327275
è	0.192023	0.337241	0.158761	0.028894	0.0266014	0.0186473	0.0614025	0.17643
r	0.399848	0.37311	0.128548	0.0300218	0.010882	0.0157569	0.0205399	0.0212931
t	0.255851	0.198162	0.263447	0.175969	0.0274957	0.0227018	0.02388	0.0324938
i	0.0898737	0.121006	0.264463	0.383534	0.0324469	0.029121	0.0496348	0.0299208
s	0.0478642	0.187692	0.501266	0.157543	0.0236844	0.0166073	0.025918	0.0394251
t	0.0406995	0.0928319	0.259343	0.428731	0.0506566	0.0172995	0.0311002	0.0793389
e	0.0354787	0.0587837	0.250338	0.448219	0.0698331	0.0241783	0.0408803	0.072289
s	0.0343168	0.0546396	0.290182	0.439872	0.0493358	0.0151966	0.0360495	0.0804081
e	0.0366942	0.0419286	0.104237	0.333271	0.175296	0.0462506	0.0449593	0.217363
t	0.0430617	0.0499074	0.200609	0.471174	0.0864048	0.0194995	0.0353124	0.0940306
t	0.0195705	0.0243589	0.0653369	0.210979	0.35656	0.102631	0.0491373	0.171427
à	0.0340792	0.0359605	0.0753497	0.243865	0.253122	0.0779229	0.051006	0.228694
e	0.0144444	0.0163597	0.0572282	0.245634	0.503583	0.075067	0.0123406	0.0753429
v	0.0206591	0.021374	0.0259	0.0853145	0.627332	0.109493	0.0235712	0.086356
ò	0.00622873	0.0102559	0.0300196	0.0924663	0.207316	0.376027	0.117018	0.160668
s	0.0097888	0.010235	0.0209885	0.0514376	0.415497	0.343466	0.0308874	0.1177
t	0.00733703	0.00914796	0.018285	0.103124	0.341874	0.244458	0.0684848	0.207289
e	0.0113703	0.0116901	0.0139425	0.0343019	0.246131	0.394374	0.0555115	0.232678
m	0.00680624	0.00686101	0.00972725	0.0159762	0.114256	0.306186	0.26085	0.279338
a	0.0064075	0.0175598	0.0253931	0.0502834	0.174885	0.411073	0.0900766	0.224322
r	0.00774241	0.00771542	0.0089082	0.0105559	0.0511367	0.133846	0.288089	0.492006
è	0.00279288	0.00299033	0.00361492	0.00964834	0.0542768	0.142559	0.497164	0.286954
o	0.00222331	0.00227764	0.00353953	0.00777896	0.0366245	0.0776183	0.625951	0.243987
</S>	0.00481923	0.00479011	0.00631608	0.010113	0.04594	0.105871	0.480973	0.341178
