 	avete	fatto	già	le	verdure	</S>
i	0.864891	0.067293	0.0100817	0.0190581	0.0227139	0.0159622
k	0.477047	0.391211	0.0144625	0.0159058	0.0201994	0.0811743
à	0.102474	0.30984	0.326923	0.0431582	0.0864757	0.131129
m	0.124485	0.716397	0.0937734	0.0182752	0.00964604	0.0374236
a	0.0362305	0.0622462	0.271639	0.0672498	0.155187	0.407447
t	0.0269154	0.167588	0.652126	0.0565836	0.0387462	0.0580412
o	0.0499394	0.0897427	0.390233	0.102162	0.0965165	0.271406
g	0.0332178	0.0929102	0.190551	0.374979	0.0897769	0.218565
i	0.00448355	0.00894126	0.0605611	0.315508	0.516996	0.0935107
à	0.0295469	0.0459035	0.0684272	0.249829	0.0913826	0.514911
t	0.0130006	0.0212154	0.0462968	0.212305	0.520893	0.186289
a	0.00366383	0.00473343	0.0126832	0.12684	0.703384	0.148696
l	0.0151017	0.0248686	0.0359056	0.0556951	0.3142	0.554229
à	0.00163405	0.00313198	0.0240192	0.139437	0.773449	0.0583287
c	0.0111902	0.015288	0.0295888	0.0718352	0.587776	0.284322
h	0.00676472	0.0194484	0.0483581	0.136777	0.694537	0.0941139
a	0.0252556	0.0419935	0.069272	0.115697	0.495157	0.252625
n	0.0151437	0.0112597	0.0190518	0.0594995	0.41297	0.482075
a	0.00882827	0.00909193	0.0161404	0.0960056	0.631374	0.23856
</S>	0.012974	0.0105717	0.0272074	0.0624432	0.245507	0.641297
