 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.927006	0.0507115	0.00357483	0.00321657	0.00304767	0.00304227	0.00319989	0.00620087
u	0.465894	0.304722	0.0291283	0.0124695	0.00714789	0.0504394	0.0310679	0.0991306
à	0.576726	0.289454	0.0223265	0.0148098	0.012667	0.0218748	0.0242674	0.0378748
i	0.308858	0.586748	0.0186198	0.0060673	0.00450776	0.00932726	0.0212172	0.0446541
m	0.179469	0.539802	0.0517372	0.015414	0.011086	0.0284396	0.0419404	0.132112
è	0.0488283	0.199883	0.355788	0.108853	0.0398146	0.0240962	0.0340472	0.18869
r	0.0860667	0.795341	0.0432387	0.0188983	0.0115968	0.008449	0.0110336	0.0253757
i	0.0396286	0.354841	0.344219	0.119257	0.0644522	0.0170684	0.0244761	0.0360568
n	0.0562379	0.538464	0.156508	0.045544	0.0325657	0.0203862	0.0318164	0.118478
g	0.0179033	0.174536	0.438248	0.138529	0.0497343	0.0127468	0.017557	0.150746
h	0.0227711	0.0419744	0.374016	0.171432	0.0726363	0.0373253	0.0311679	0.248676
ì	0.0130093	0.0350495	0.444167	0.198034	0.113131	0.0283959	0.020609	0.147604
z	0.0140348	0.100513	0.366924	0.200465	0.200183	0.00747117	0.0107072	0.0997022
i	0.00502688	0.0282518	0.271791	0.222768	0.180531	0.0737693	0.05555	0.162311
n	0.0110534	0.0334639	0.294707	0.23131	0.256494	0.0101441	0.016565	0.146262
a	0.00742798	0.0317111	0.31645	0.270536	0.121758	0.0444303	0.0446462	0.163039
v	0.0109634	0.0223428	0.138227	0.201886	0.25003	0.033982	0.0351298	0.307439
o	0.00196559	0.00782813	0.107454	0.123207	0.0907663	0.22887	0.362862	0.0770483
r	0.00927739	0.0176214	0.0853739	0.12006	0.181458	0.129246	0.0750242	0.381938
à	0.00273325	0.0048601	0.0517396	0.0934864	0.105517	0.199696	0.413886	0.128082
s	0.00300432	0.00876225	0.0483212	0.0732822	0.104773	0.148332	0.391515	0.22201
o	0.00450677	0.0104274	0.0788587	0.132725	0.16187	0.254517	0.174496	0.182599
m	0.00331975	0.00428658	0.018931	0.0184814	0.0220438	0.158588	0.498207	0.276142
e	0.00320615	0.00802507	0.0849781	0.112885	0.0743629	0.320521	0.316784	0.0792379
o	0.00291168	0.00290699	0.0142139	0.0124022	0.0103803	0.103168	0.652656	0.201361
t	0.00244903	0.00210653	0.0161483	0.0128809	0.00911956	0.132701	0.601585	0.22301
s	0.000652638	0.000960216	0.00981364	0.0134696	0.0164719	0.157012	0.648604	0.153016
o	0.00140325	0.00175943	0.015151	0.0133178	0.011783	0.123852	0.623912	0.208822
m	0.0023837	0.00169786	0.00856923	0.00736045	0.0061395	0.135011	0.600655	0.238184
ì	0.00109854	0.003891	0.0407617	0.0459601	0.0425182	0.292861	0.486402	0.0865069
</S>	0.00114243	0.00145975	0.0136914	0.0122468	0.0145949	0.16738	0.542177	0.247308
