 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.902885	0.0740086	0.00557476	0.00314311	0.00242804	0.00230315	0.00230704	0.00234779	0.00500211
ù	0.492414	0.332065	0.023238	0.0097848	0.0126745	0.0176002	0.0226742	0.0555292	0.0340208
t	0.253528	0.686395	0.0193314	0.00913641	0.00478821	0.00324175	0.00525333	0.00947051	0.00885495
t	0.20302	0.543817	0.0442504	0.0227683	0.0440816	0.0134583	0.0140028	0.0357351	0.0788665
o	0.20678	0.503195	0.0575447	0.03305	0.0495407	0.0230388	0.0284216	0.0612231	0.0372066
t	0.143042	0.3849	0.116574	0.0466413	0.0897533	0.0267044	0.0330733	0.0761009	0.0832101
r	0.0727174	0.0929664	0.20601	0.100362	0.0798042	0.040816	0.0268744	0.0872752	0.293175
a	0.0906076	0.177351	0.291842	0.0919822	0.0888219	0.0287017	0.023182	0.0555849	0.151926
v	0.0842255	0.150143	0.309648	0.101701	0.0957298	0.0290387	0.0258398	0.0608409	0.142834
ù	0.0219574	0.048961	0.153476	0.439459	0.0584343	0.0421729	0.0234936	0.0998128	0.112233
d	0.093552	0.153755	0.378623	0.225883	0.0539904	0.0236169	0.0114485	0.0177951	0.0413356
i	0.0162584	0.0493184	0.214255	0.364958	0.101394	0.0750683	0.0147454	0.0439081	0.120094
e	0.0370062	0.0594569	0.160156	0.548477	0.0843027	0.02883	0.0123482	0.0234773	0.0459456
e	0.0321633	0.0369366	0.0731657	0.562199	0.140508	0.0563777	0.0153571	0.0292959	0.0539964
t	0.0361247	0.0398653	0.0531006	0.362723	0.270133	0.108605	0.0242417	0.033718	0.0714896
o	0.0154152	0.0165356	0.0500901	0.255786	0.283652	0.135032	0.0413954	0.0693705	0.132723
n	0.0363631	0.0419376	0.0432537	0.234154	0.335328	0.111999	0.0361278	0.0412975	0.11954
è	0.00880516	0.0104746	0.0914706	0.181957	0.184587	0.231554	0.0919425	0.0931564	0.106052
g	0.0151055	0.0197107	0.0239118	0.226516	0.438962	0.174294	0.0368507	0.0180685	0.0465811
r	0.00644197	0.00752975	0.0745307	0.14017	0.151449	0.196188	0.0801893	0.134196	0.209304
a	0.0107805	0.0109396	0.0135813	0.0387954	0.132198	0.402238	0.091587	0.070533	0.229348
t	0.011757	0.00936361	0.00980901	0.0214546	0.0866988	0.340503	0.23304	0.138348	0.149027
s	0.00690084	0.00696951	0.0132083	0.0661214	0.149198	0.304539	0.114911	0.122475	0.215676
e	0.00812485	0.010546	0.00905001	0.0278292	0.102019	0.213422	0.218164	0.128022	0.282822
è	0.006328	0.00598759	0.00559965	0.0144829	0.0492885	0.103798	0.151722	0.446349	0.216444
n	0.00374046	0.00397157	0.00638043	0.0223741	0.0371261	0.0940764	0.107449	0.573335	0.151547
a	0.00262929	0.00231994	0.012017	0.0396401	0.0498177	0.129197	0.179206	0.4774	0.107773
p	0.0116803	0.00947125	0.00928121	0.0151598	0.0263141	0.051931	0.0786089	0.451278	0.346276
o	0.001327	0.00133401	0.00754248	0.0307432	0.0399707	0.100224	0.153693	0.605	0.0601655
è	0.007684	0.00650196	0.0062673	0.0114354	0.0182736	0.0311997	0.047733	0.661239	0.209666
t	0.00244499	0.0017757	0.0021035	0.00538338	0.0133721	0.0270244	0.0312217	0.703236	0.213438
a	0.00102679	0.000863371	0.00107836	0.0034869	0.0114256	0.0438291	0.0472366	0.823219	0.0678343
</S>	0.00549067	0.003208	0.00346175	0.00528138	0.00737654	0.0129417	0.0251535	0.694262	0.242824
