 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.936891	0.042904	0.0067314	0.00234834	0.00218466	0.00209828	0.00226821	0.00457407
ù	0.632118	0.223252	0.0287705	0.0125963	0.0104087	0.0175845	0.0419854	0.0332849
t	0.61739	0.23752	0.074343	0.013577	0.00823008	0.00984918	0.0236551	0.0154357
t	0.391736	0.448742	0.0421931	0.0160419	0.00630542	0.0145412	0.031773	0.0486673
o	0.37733	0.358513	0.0802161	0.0192342	0.013209	0.0360648	0.0781233	0.03731
s	0.171735	0.509275	0.081519	0.025578	0.0127199	0.0362774	0.0840795	0.0788164
p	0.109079	0.194711	0.311359	0.0733911	0.0198265	0.028817	0.0726379	0.190178
ì	0.0387155	0.16152	0.443612	0.0947975	0.0285574	0.0155989	0.0507507	0.166448
t	0.174627	0.588072	0.176586	0.0260125	0.00706426	0.00581168	0.00886117	0.0129655
i	0.0479483	0.24165	0.353435	0.242517	0.0555687	0.0143821	0.0255868	0.0189121
t	0.0703927	0.222016	0.524107	0.063674	0.0142432	0.016412	0.0331292	0.0560256
o	0.040942	0.0658164	0.460257	0.241678	0.0688907	0.01505	0.0291077	0.0782589
f	0.0646544	0.106649	0.576856	0.0785706	0.0202596	0.0219003	0.04523	0.0858795
a	0.0148683	0.0485665	0.298483	0.366875	0.130214	0.018432	0.0387897	0.0837707
b	0.0686008	0.102818	0.549977	0.0707178	0.0212412	0.0245833	0.0531023	0.10896
b	0.0194592	0.132566	0.364092	0.233559	0.0922769	0.0325726	0.0679841	0.0574896
r	0.0900167	0.204098	0.431708	0.128999	0.0721682	0.0131949	0.0136912	0.0461245
i	0.0230205	0.0882911	0.551858	0.18161	0.092005	0.0148782	0.0161357	0.032202
k	0.0274379	0.0522303	0.565102	0.254806	0.0538687	0.0101987	0.0143193	0.0220366
è	0.0178723	0.0509035	0.246187	0.308955	0.108342	0.0101422	0.0206758	0.236922
t	0.0186555	0.037011	0.417658	0.362451	0.128286	0.0090892	0.00639955	0.0204503
s	0.0189745	0.0452648	0.350744	0.30691	0.145168	0.0281725	0.0199823	0.0847841
a	0.0202928	0.0279038	0.19207	0.405001	0.166302	0.0553573	0.0461902	0.0868839
n	0.0202568	0.023514	0.136065	0.448356	0.265383	0.032631	0.0273875	0.0464074
o	0.0107037	0.0244237	0.148143	0.265115	0.200019	0.0306807	0.0363665	0.284548
p	0.0323731	0.0336574	0.0794893	0.347061	0.293562	0.0585279	0.0487374	0.106592
e	0.00618021	0.0128626	0.0971702	0.252554	0.243823	0.136029	0.0827365	0.168644
t	0.036152	0.0378911	0.0803196	0.281657	0.284726	0.0749504	0.0545066	0.149798
t	0.0085491	0.0100492	0.0460163	0.263464	0.261458	0.09746	0.0727491	0.240254
ì	0.0170177	0.0179158	0.0392962	0.152469	0.153766	0.141003	0.0699287	0.408604
n	0.0122942	0.0164722	0.0691314	0.191859	0.222169	0.306237	0.0489117	0.132925
t	0.00690885	0.0200849	0.105354	0.222099	0.219919	0.10635	0.0756332	0.243651
a	0.0198463	0.0201423	0.0270815	0.0761847	0.0763948	0.154367	0.140472	0.485512
c	0.0174077	0.0154183	0.0195783	0.0567129	0.0590687	0.290538	0.169525	0.37175
h	0.00223586	0.00828743	0.0492448	0.115651	0.116198	0.45134	0.160643	0.0963989
r	0.0202758	0.0206275	0.0278371	0.058495	0.053632	0.138504	0.169634	0.510995
ò	0.00918538	0.00756995	0.00908896	0.0258558	0.0252302	0.105708	0.255411	0.56195
n	0.00574933	0.0063127	0.0193889	0.0573411	0.0537077	0.143842	0.495693	0.217965
u	0.00361968	0.00709591	0.0343041	0.113651	0.120177	0.254189	0.224969	0.241993
a	0.0250036	0.0199487	0.0164705	0.0332601	0.036908	0.0687039	0.457895	0.34181
m	0.0126422	0.0101542	0.0111787	0.0252511	0.0243182	0.142803	0.406724	0.366928
p	0.00394194	0.0157316	0.0589794	0.147086	0.146309	0.450894	0.0806016	0.096457
ì	0.00378116	0.00410093	0.0102843	0.0318492	0.0284399	0.123583	0.60608	0.191881
</S>	0.00284858	0.00312413	0.00972138	0.0273847	0.0249235	0.112826	0.739368	0.079804
