 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.900867	0.0562589	0.0216876	0.00481507	0.0019062	0.00183786	0.0017642	0.00176208	0.0017748	0.00176955	0.00185832	0.00369842
m	0.34765	0.459434	0.0540711	0.0113849	0.00652842	0.00362586	0.00563145	0.0113365	0.019672	0.0193722	0.0359783	0.0253147
a	0.181825	0.206166	0.288949	0.030968	0.0208619	0.0110583	0.011612	0.0205099	0.0141473	0.028421	0.0708505	0.114631
r	0.170034	0.499257	0.0900538	0.0227027	0.00960369	0.00756388	0.00986365	0.0143056	0.0245075	0.0375631	0.060665	0.0538806
ì	0.0867803	0.240233	0.271624	0.0272506	0.0168857	0.0149146	0.0201277	0.0176865	0.0130996	0.0174297	0.0634665	0.210502
o	0.069371	0.53198	0.334475	0.0130865	0.00847478	0.00613207	0.00471053	0.00420998	0.00394544	0.00391184	0.00526491	0.014438
t	0.0636355	0.262534	0.369932	0.0588513	0.0305248	0.0266596	0.0219016	0.0213144	0.0212513	0.0212483	0.0330008	0.069147
è	0.0507812	0.0966956	0.218774	0.161595	0.0811952	0.0707293	0.0276977	0.0304018	0.0214572	0.0306536	0.0530433	0.156976
l	0.0533391	0.358259	0.348249	0.0844945	0.0316172	0.0302542	0.0189977	0.0141654	0.00908952	0.00814437	0.0100557	0.0333338
i	0.0210334	0.100415	0.162096	0.204796	0.176762	0.130392	0.0278052	0.0248191	0.00899398	0.0141229	0.0329837	0.0957801
f	0.0270282	0.0547731	0.169829	0.404355	0.0811348	0.12239	0.0214504	0.0177175	0.012177	0.0116213	0.0200584	0.0574648
a	0.0143958	0.0500382	0.117736	0.280083	0.172229	0.182901	0.0164906	0.02168	0.0100747	0.0216501	0.0344996	0.0782214
m	0.0261263	0.0376527	0.104395	0.350098	0.0896043	0.156311	0.0368916	0.0320713	0.0166978	0.0144042	0.026981	0.108767
è	0.0120309	0.0170458	0.0556209	0.204076	0.273922	0.208418	0.0330404	0.0329302	0.0177069	0.026697	0.0429193	0.075592
n	0.0115546	0.0246345	0.0852714	0.410578	0.143776	0.240597	0.02556	0.0175512	0.00857484	0.0044432	0.0053734	0.0220862
o	0.0163469	0.069134	0.183219	0.216313	0.151463	0.147219	0.0389154	0.0541417	0.00935139	0.0165736	0.0159774	0.0813455
a	0.0131056	0.0149417	0.0256861	0.254939	0.304619	0.262047	0.0378322	0.0235089	0.00974661	0.0060708	0.0147666	0.032737
p	0.0161003	0.0166083	0.0198738	0.182948	0.344185	0.255679	0.0414322	0.0381618	0.0159943	0.00794267	0.0170813	0.0439935
p	0.00786782	0.0106833	0.0356973	0.156014	0.302004	0.169132	0.0714471	0.0595399	0.0188276	0.0284309	0.0761155	0.0642406
è	0.020816	0.0214632	0.0246241	0.141666	0.189594	0.178644	0.0943443	0.102804	0.0371676	0.0284924	0.0531024	0.107283
n	0.00565544	0.00818514	0.0146896	0.212697	0.250813	0.259728	0.128912	0.0556845	0.0138261	0.00411183	0.00436516	0.041332
a	0.00962242	0.0246683	0.0899766	0.148023	0.204524	0.150426	0.0382773	0.0757778	0.0282476	0.0284498	0.0308059	0.171201
o	0.0145602	0.0134964	0.0146116	0.0510856	0.115911	0.0972701	0.266144	0.25841	0.0420871	0.0130303	0.0250953	0.0882993
m	0.0159397	0.0156338	0.0170144	0.0722593	0.157507	0.122478	0.19978	0.229425	0.0369762	0.0137265	0.021639	0.0976211
a	0.00855988	0.0140619	0.0454231	0.14239	0.26731	0.158243	0.0880943	0.0837615	0.0216048	0.0372703	0.0731564	0.0601247
