 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.928156	0.0414584	0.00366846	0.00522042	0.00783062	0.00535616	0.00830971
n	0.316084	0.321626	0.0281379	0.0548894	0.0535005	0.103396	0.122366
a	0.114044	0.641048	0.0561388	0.0236186	0.0239311	0.0460163	0.0952033
v	0.106146	0.511747	0.0564779	0.0292651	0.0303032	0.0978991	0.168162
o	0.0182549	0.0474926	0.521794	0.0674981	0.0650452	0.0435002	0.236415
r	0.0549899	0.155857	0.313987	0.0523559	0.0395738	0.0700687	0.313168
à	0.0160454	0.0448646	0.241804	0.169268	0.126232	0.0653857	0.3364
s	0.0212564	0.0517248	0.383141	0.187053	0.113937	0.0421179	0.20077
o	0.0118522	0.030069	0.238636	0.366763	0.195767	0.0286082	0.128304
o	0.0105734	0.0329513	0.0880457	0.357892	0.35374	0.0492656	0.107533
s	0.00886332	0.0253292	0.0519645	0.28327	0.267821	0.126632	0.23612
s	0.00468508	0.0145029	0.114476	0.233843	0.247776	0.155599	0.229118
o	0.0133149	0.0415787	0.122435	0.314954	0.331928	0.0786607	0.0971284
m	0.00265063	0.00812982	0.0103606	0.047316	0.062049	0.638245	0.231249
ì	0.0043776	0.013599	0.0398722	0.138059	0.32495	0.319506	0.159636
k	0.00271176	0.00774619	0.0248274	0.0517823	0.0846846	0.488057	0.34019
a	0.00404776	0.005074	0.0117328	0.0404371	0.106441	0.50534	0.326927
m	0.00895126	0.0091125	0.0143747	0.0233712	0.0270519	0.403399	0.51374
è	0.0027663	0.00664419	0.0299881	0.105188	0.196482	0.452374	0.206558
r	0.00240374	0.0050934	0.00970527	0.0353157	0.0563003	0.483338	0.407844
i	0.00520997	0.0053605	0.0077702	0.0224214	0.0248314	0.328095	0.606312
</S>	0.0076243	0.0055316	0.0107206	0.0158887	0.0256241	0.349089	0.585522
