 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.915537	0.0464914	0.0103499	0.0053766	0.00537824	0.00546029	0.0114065
p	0.399625	0.121619	0.0498148	0.0902176	0.133992	0.140894	0.0638377
e	0.123902	0.487985	0.149089	0.027343	0.0185404	0.059104	0.134036
r	0.143075	0.494791	0.0760608	0.0430612	0.0404675	0.0932157	0.109329
i	0.0390519	0.462515	0.259295	0.048056	0.0152992	0.0519849	0.123798
k	0.0546785	0.545347	0.156108	0.0369491	0.0162936	0.0515393	0.139084
o	0.0283014	0.263807	0.451898	0.0708129	0.0338315	0.0499675	0.101381
l	0.03542	0.354251	0.323429	0.0415797	0.0170843	0.055631	0.172605
ò	0.0188595	0.23296	0.400456	0.146089	0.0703929	0.054735	0.0765068
s	0.0297269	0.247123	0.560258	0.0751542	0.0142604	0.0133914	0.0600852
o	0.0201073	0.208324	0.479745	0.168939	0.0304714	0.0211252	0.0712868
n	0.0297223	0.14908	0.366094	0.301392	0.0314423	0.025431	0.0968379
a	0.0206982	0.0971008	0.195925	0.286382	0.136218	0.0431368	0.220538
n	0.0193941	0.0670546	0.118908	0.444487	0.0946883	0.0520832	0.203385
a	0.0100544	0.0389822	0.0978457	0.21925	0.408122	0.0708917	0.154853
r	0.0133309	0.0421813	0.0515854	0.21806	0.260604	0.0786007	0.335638
è	0.00513789	0.011364	0.0332078	0.201209	0.307539	0.257723	0.18382
t	0.0066249	0.0226829	0.0326581	0.16476	0.330437	0.172303	0.270534
s	0.00673848	0.0210726	0.0681917	0.249274	0.264978	0.176919	0.212826
i	0.00892722	0.0273848	0.0424963	0.130129	0.387703	0.157244	0.246115
à	0.00177055	0.00428485	0.00478405	0.0127315	0.0540497	0.706633	0.215746
t	0.00106178	0.00252738	0.00512952	0.0136651	0.0305274	0.803893	0.143195
s	0.0010334	0.00259812	0.00694723	0.0421929	0.0972039	0.762145	0.0878795
e	0.00238864	0.00670017	0.00766868	0.0243967	0.0861157	0.655247	0.217483
n	0.00162785	0.00234155	0.00272277	0.00661914	0.0271366	0.716334	0.243218
ì	0.00163021	0.00288534	0.0122119	0.055684	0.235309	0.583122	0.109158
t	0.00150453	0.00216107	0.0028621	0.0137868	0.0237892	0.759063	0.196833
t	0.000954649	0.00116369	0.00154635	0.00755011	0.0381345	0.772507	0.178144
a	0.00274736	0.00325617	0.00363972	0.0152691	0.0563613	0.657111	0.261615
</S>	0.00473682	0.00445086	0.00489213	0.0105425	0.0428531	0.582327	0.350197
