 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.929861	0.0525952	0.00426745	0.00146402	0.0015109	0.00141087	0.00140703	0.00141101	0.00141581	0.00159811	0.00305852
p	0.525163	0.293392	0.015642	0.00617394	0.003623	0.00878057	0.00859611	0.0145711	0.0248596	0.0688917	0.0303069
e	0.156065	0.263176	0.192268	0.0141877	0.00843273	0.0197413	0.00936039	0.011136	0.0189038	0.154781	0.151948
t	0.295492	0.482586	0.0329283	0.0103786	0.0116727	0.00930799	0.00892666	0.0119395	0.0184981	0.0724539	0.0458161
à	0.112227	0.209597	0.187088	0.0161287	0.0119972	0.0240803	0.0119599	0.0143502	0.0211538	0.155701	0.235716
c	0.148384	0.701086	0.0874884	0.00463581	0.00682	0.00367711	0.00235563	0.00587979	0.00655403	0.0146961	0.0184235
i	0.0895636	0.375661	0.371816	0.0351595	0.0181664	0.0133602	0.0106001	0.00495035	0.00429484	0.0303324	0.0460951
a	0.113553	0.258117	0.257375	0.0286109	0.0377146	0.0301407	0.0188245	0.0317965	0.0340802	0.0762877	0.1135
k	0.0985159	0.115549	0.293487	0.0712643	0.042959	0.0502214	0.0291237	0.032948	0.0387722	0.0860266	0.141133
è	0.0318534	0.0569214	0.189727	0.202994	0.146022	0.0370839	0.0679768	0.0103259	0.0199705	0.0911739	0.145951
c	0.0685197	0.16084	0.39506	0.0899491	0.0692168	0.0479165	0.0318911	0.0196613	0.01461	0.0297657	0.0725699
c	0.0350981	0.137555	0.317219	0.14274	0.1417	0.0454188	0.0819678	0.0114276	0.00480036	0.0321425	0.0499303
i	0.0444157	0.0768048	0.21359	0.203157	0.143465	0.124344	0.104351	0.0184744	0.015538	0.0232894	0.0325716
a	0.0186291	0.0217327	0.0758388	0.323343	0.336413	0.0759799	0.089657	0.00981637	0.00936186	0.017788	0.0214409
f	0.0210021	0.0232762	0.0463154	0.387323	0.238302	0.0640058	0.1228	0.0123726	0.00954151	0.030083	0.0449787
o	0.0143947	0.0151097	0.0506052	0.260324	0.225467	0.0802762	0.18144	0.0142159	0.0134178	0.0383944	0.106355
r	0.0302179	0.0340818	0.0559789	0.264315	0.200736	0.101907	0.159202	0.0289719	0.0138045	0.0365005	0.0742842
à	0.0147909	0.0151392	0.0187306	0.171295	0.146312	0.151408	0.281854	0.0281771	0.0133409	0.0366256	0.122327
e	0.0118194	0.0219021	0.0405875	0.218852	0.219443	0.148204	0.222788	0.0331662	0.00958262	0.0131202	0.0605345
n	0.0139567	0.0145738	0.0185341	0.141458	0.12772	0.229136	0.353263	0.0377689	0.0097666	0.0164039	0.0374183
d	0.00895053	0.00952024	0.0399052	0.171384	0.152505	0.129613	0.218193	0.0363912	0.0229496	0.0339115	0.176676
ì	0.0198757	0.0200425	0.0211534	0.0437818	0.0588273	0.131068	0.157507	0.0853939	0.0745972	0.0629677	0.324787
n	0.00498558	0.00780677	0.0145137	0.0800978	0.103678	0.266851	0.240321	0.163827	0.0332744	0.0079324	0.0767124
n	0.0062674	0.00806841	0.0422557	0.133375	0.110581	0.126328	0.199373	0.0613333	0.032992	0.0663574	0.213069
o	0.0135279	0.0136862	0.0158414	0.0561942	0.0584479	0.194739	0.233588	0.106022	0.06318	0.0650034	0.179769
t	0.0107876	0.00958567	0.0101336	0.0208331	0.0185437	0.18105	0.135378	0.213136	0.117295	0.0689676	0.21429
t	0.00930969	0.00921492	0.0101264	0.0373786	0.0441942	0.178871	0.207114	0.118626	0.0566036	0.0505946	0.277967
e	0.0066986	0.00681811	0.00768417	0.0231729	0.019527	0.183106	0.159063	0.141343	0.144125	0.0778363	0.230625
p	0.00681949	0.0067842	0.00813185	0.0191677	0.0120794	0.145579	0.0890429	0.202735	0.208935	0.0733927	0.227333
ù	0.00300514	0.00315297	0.00829581	0.0777361	0.0551019	0.111844	0.145504	0.0918768	0.246038	0.140532	0.116913
r	0.00497696	0.0065436	0.0116479	0.034887	0.0273299	0.219019	0.142017	0.237085	0.14482	0.0458039	0.125869
u	0.00379817	0.00402351	0.00631181	0.0441639	0.0409553	0.17746	0.202502	0.148197	0.107617	0.138112	0.12686
m	0.00650437	0.00716347	0.0110162	0.0211345	0.0132201	0.092614	0.0597442	0.199776	0.26858	0.183433	0.136814
a	0.0053646	0.00810176	0.0243789	0.116502	0.0894022	0.14523	0.209783	0.0797755	0.0941635	0.0716212	0.155678
n	0.00625301	0.00572753	0.00641568	0.0111072	0.00700147	0.0285943	0.02339	0.0602909	0.208983	0.352228	0.290009
e	0.00376206	0.00352758	0.00650658	0.0457527	0.0526037	0.076379	0.0964334	0.0763044	0.294785	0.177757	0.166189
c	0.00855443	0.00757541	0.00786593	0.0104452	0.0081806	0.0192481	0.0201951	0.0371826	0.165433	0.391261	0.324059
h	0.00218319	0.00292889	0.0119489	0.0836411	0.0494286	0.110187	0.127976	0.095974	0.223928	0.182968	0.108837
à	0.0090378	0.00827892	0.00831943	0.011052	0.0106488	0.025561	0.0168631	0.0420322	0.202579	0.310761	0.354867
t	0.00106712	0.000870053	0.00100684	0.00357955	0.00216426	0.00917199	0.00817485	0.0113878	0.0376987	0.811577	0.113302
u	0.00209754	0.00167345	0.00177093	0.00514264	0.0042755	0.0279862	0.0236468	0.0361422	0.100413	0.632223	0.164629
</S>	0.00221636	0.0014237	0.00135812	0.00212878	0.00145022	0.00328013	0.00386933	0.00758125	0.0330391	0.826521	0.117132
