 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.962455	0.0223477	0.00559447	0.00230368	0.00182984	0.00193061	0.0035385
à	0.667682	0.197457	0.0299917	0.0127776	0.00726715	0.0435923	0.0412327
b	0.228919	0.612346	0.0921159	0.0121417	0.0053146	0.0219534	0.0272094
b	0.0614733	0.479423	0.358433	0.0289693	0.00473586	0.0277438	0.0392221
i	0.0715947	0.465054	0.387323	0.0337918	0.0130961	0.0133813	0.0157594
t	0.0407804	0.367207	0.515723	0.0250758	0.0152698	0.0162027	0.0197413
o	0.0575	0.164295	0.516635	0.133162	0.0523292	0.0363562	0.0397229
u	0.0417174	0.194337	0.534709	0.0728176	0.0199911	0.0360911	0.100337
k	0.0576403	0.108586	0.389867	0.186828	0.0340641	0.0482767	0.174737
o	0.0194537	0.0659894	0.185337	0.361159	0.165746	0.0447265	0.157589
r	0.041364	0.0813087	0.245858	0.297209	0.0584285	0.0623953	0.213436
a	0.0162727	0.0263198	0.0666593	0.452714	0.218562	0.0732046	0.146268
s	0.0215479	0.0469482	0.0910344	0.386176	0.200538	0.0701768	0.183579
ì	0.0110541	0.0163294	0.0317095	0.375934	0.291941	0.125459	0.147574
u	0.00810994	0.0237383	0.0408948	0.385842	0.345201	0.0531101	0.143103
t	0.0156102	0.0211074	0.026776	0.305244	0.277865	0.0712148	0.282183
è	0.00811778	0.0102977	0.0172435	0.225673	0.20447	0.244438	0.289761
l	0.00750705	0.0158127	0.0205556	0.158142	0.178061	0.370143	0.249779
i	0.00353097	0.00827368	0.0292221	0.0790198	0.101641	0.625666	0.152646
à	0.00543141	0.00512365	0.00564133	0.0132691	0.0146075	0.672572	0.283355
s	0.00203504	0.00275716	0.00359206	0.0184258	0.0189884	0.637521	0.316681
p	0.000880542	0.00135219	0.00197738	0.028098	0.0314392	0.811649	0.124604
r	0.00350454	0.00760729	0.00939185	0.0357677	0.0522642	0.511261	0.380203
o	0.00529948	0.00728047	0.00950036	0.0429225	0.0396886	0.594982	0.300327
</S>	0.00691593	0.00620422	0.00729926	0.0109805	0.0228935	0.468203	0.477503
