 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.933734	0.0282927	0.0179696	0.00275256	0.00207812	0.0019187	0.00188928	0.00188401	0.00186629	0.00189386	0.00190797	0.00381233
j	0.551623	0.226728	0.0504855	0.0122089	0.00819439	0.0094718	0.00828662	0.0132964	0.0149935	0.0410785	0.0260283	0.0376057
i	0.133333	0.305708	0.280389	0.0174577	0.0125081	0.0198565	0.012947	0.0105231	0.00818571	0.0278944	0.0545999	0.116597
n	0.244789	0.444241	0.0645132	0.0248003	0.0168686	0.0105464	0.00951352	0.0111159	0.0114609	0.0487734	0.0374753	0.075903
è	0.0778389	0.442595	0.161637	0.0159254	0.0172045	0.0232189	0.0158336	0.00920889	0.00766298	0.0299251	0.0650542	0.133895
k	0.121634	0.686932	0.126383	0.0126154	0.00646175	0.00472445	0.00340329	0.00447366	0.00432795	0.00626185	0.00634074	0.0164417
a	0.0746923	0.284575	0.207828	0.170425	0.0815958	0.0232921	0.0125778	0.0113327	0.0121001	0.0191397	0.0245677	0.0778746
t	0.0489925	0.330424	0.377975	0.0264022	0.0242719	0.0205564	0.0142813	0.01522	0.0150715	0.0205282	0.0241825	0.0820947
è	0.0468224	0.166673	0.248304	0.109589	0.0578805	0.0572875	0.0371382	0.0226459	0.0180726	0.0345739	0.0416154	0.159397
l	0.0630317	0.242412	0.418424	0.0432514	0.0351849	0.0429574	0.033147	0.0178557	0.011017	0.01167	0.0127092	0.0683402
i	0.019194	0.119552	0.149823	0.261571	0.217769	0.0432224	0.0321833	0.0190601	0.0101413	0.0134493	0.0226325	0.0914023
n	0.0337115	0.147089	0.320046	0.180913	0.0776523	0.0492241	0.0335249	0.0182609	0.0132834	0.0158585	0.0185966	0.09184
a	0.0165675	0.100105	0.168837	0.318085	0.225956	0.0287679	0.02043	0.0119268	0.00851072	0.0205632	0.0207029	0.0595477
p	0.0327988	0.115887	0.15238	0.265801	0.121706	0.0500568	0.0397954	0.0251364	0.0127901	0.0220777	0.0266145	0.134956
u	0.00851686	0.0268962	0.056376	0.314156	0.307435	0.0671813	0.053628	0.0226117	0.0236226	0.0218663	0.0383074	0.0594018
l	0.0320899	0.115314	0.13525	0.238132	0.113384	0.0399051	0.0347307	0.0309663	0.0118481	0.0239027	0.0261773	0.198299
i	0.00806959	0.0287761	0.0767637	0.296481	0.282553	0.0769775	0.0623791	0.0241431	0.0280647	0.0272057	0.0367999	0.0517867
z	0.026005	0.0931176	0.098666	0.23213	0.133666	0.0476492	0.0415698	0.0327916	0.0119714	0.0209532	0.0247015	0.236778
z	0.0054905	0.0336852	0.082267	0.290853	0.266003	0.0693609	0.0614643	0.0208048	0.0258272	0.0402769	0.0504859	0.0534816
è	0.0188092	0.0691909	0.0775283	0.226446	0.27638	0.0539316	0.0508076	0.0417903	0.033819	0.0183688	0.0282897	0.104639
s	0.0100737	0.0346074	0.0724479	0.364594	0.351328	0.0510243	0.0444988	0.0186471	0.00822209	0.0036234	0.00428977	0.0366427
s	0.0104409	0.0345157	0.0342126	0.237284	0.321904	0.119803	0.103834	0.0651467	0.0233703	0.00613092	0.0100362	0.0333224
i	0.0100745	0.031354	0.0224364	0.13638	0.289662	0.158096	0.146012	0.0914067	0.0333152	0.0107971	0.0230034	0.0474631
o	0.0119259	0.0410618	0.0314949	0.112981	0.264172	0.201579	0.178003	0.0541297	0.0189153	0.00668045	0.00955796	0.0695002
