 	può	che	sono	ancora	svegli	</S>
i	0.939514	0.0298736	0.00656967	0.00717209	0.0105399	0.00633065
s	0.733904	0.191657	0.00887957	0.0138357	0.0243242	0.0273989
ò	0.185746	0.698305	0.0318246	0.00885665	0.0125499	0.0627172
z	0.38585	0.563436	0.0185219	0.0109006	0.0149032	0.00638805
i	0.0710105	0.285057	0.273247	0.0748863	0.0507968	0.245002
k	0.0565022	0.649595	0.173964	0.0291103	0.0537878	0.0370402
a	0.033013	0.256351	0.28135	0.0464389	0.0490881	0.333759
ì	0.0303095	0.14903	0.582485	0.091705	0.0639573	0.0825132
n	0.0139233	0.0594368	0.449511	0.394469	0.0364193	0.0462405
e	0.0149501	0.117488	0.239396	0.248244	0.0773677	0.302554
a	0.0482173	0.0736333	0.141834	0.417327	0.147349	0.171639
n	0.0376092	0.0418944	0.113268	0.333228	0.22936	0.24464
k	0.00610797	0.0509062	0.124924	0.272862	0.196368	0.348832
ò	0.0295881	0.0329128	0.0699772	0.200882	0.0767507	0.58989
r	0.0222615	0.0569058	0.184962	0.363014	0.142401	0.230456
a	0.0524241	0.0924016	0.193859	0.233805	0.206864	0.220647
a	0.145361	0.111169	0.16583	0.196654	0.0888561	0.292129
t	0.075203	0.0509791	0.168387	0.182417	0.266031	0.256982
s	0.00486964	0.00669779	0.0233548	0.105759	0.353731	0.505589
ù	0.0248798	0.0236908	0.0333392	0.0545243	0.123325	0.740241
n	0.0281623	0.0431114	0.0893971	0.105403	0.262944	0.470982
n	0.00362344	0.00895133	0.0193967	0.0726744	0.34982	0.545534
i	0.0278218	0.0247897	0.0495187	0.0583677	0.0957891	0.743713
t	0.0545946	0.0545769	0.0625251	0.0815013	0.228555	0.518247
i	0.0176913	0.0116526	0.0214844	0.0282324	0.150469	0.770471
</S>	0.0401641	0.0466457	0.0547823	0.0830361	0.336002	0.43937
