 	ho	messo	uno	specchio	sul	muro	</S>
è	0.827646	0.132005	0.00603395	0.00557737	0.0071599	0.00915598	0.0124218
v	0.143716	0.67442	0.0189064	0.0192987	0.0520755	0.049755	0.0418278
a	0.160484	0.493897	0.084134	0.0196761	0.0212512	0.0550824	0.165476
l	0.108125	0.654464	0.0286522	0.0188817	0.0282648	0.0353413	0.126271
a	0.0626481	0.122631	0.504768	0.0814293	0.0204539	0.0595951	0.148475
è	0.0924469	0.277434	0.196079	0.0378394	0.0260254	0.0601823	0.309993
n	0.0420677	0.119089	0.503087	0.154082	0.0118769	0.0173664	0.152431
a	0.0335968	0.0788647	0.42085	0.147533	0.0124743	0.0327493	0.273933
n	0.0240802	0.0795858	0.299256	0.35077	0.0122108	0.0209737	0.213124
j	0.0176327	0.016293	0.469044	0.196741	0.024933	0.0491081	0.226248
a	0.0164285	0.0298151	0.143174	0.36067	0.0829774	0.121516	0.245418
l	0.011894	0.0372025	0.0784248	0.301795	0.0745287	0.134621	0.361535
ì	0.00584868	0.004803	0.161505	0.0939453	0.211363	0.42032	0.102215
s	0.00800634	0.0201698	0.0783385	0.272325	0.125167	0.169339	0.326654
t	0.0149131	0.0256703	0.136664	0.339303	0.15363	0.10731	0.22251
o	0.0143538	0.029123	0.125886	0.210869	0.24285	0.18639	0.190528
t	0.00356166	0.0102549	0.0159473	0.0415749	0.204821	0.50981	0.21403
ì	0.00238582	0.00335726	0.0142339	0.0259261	0.101684	0.76059	0.0918233
c	0.00200086	0.00576239	0.0143352	0.0309216	0.145802	0.609698	0.19148
h	0.0028832	0.00442056	0.0295333	0.0517238	0.154384	0.672247	0.0848083
o	0.0129575	0.0102863	0.0355947	0.0395253	0.134135	0.504353	0.263149
</S>	0.00480356	0.00355832	0.00637471	0.0157504	0.106645	0.546203	0.316665
