 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.968595	0.0115073	0.00897992	0.00177228	0.00145039	0.00140652	0.00142957	0.00172135	0.00313727
n	0.629148	0.199396	0.0357021	0.00647462	0.00906663	0.0058879	0.0201134	0.0624711	0.0317408
è	0.172452	0.301174	0.177139	0.023676	0.0153516	0.0107137	0.0120813	0.129894	0.157518
r	0.377136	0.347084	0.171418	0.0292205	0.00741237	0.00744003	0.0163549	0.0221819	0.0217523
t	0.279832	0.17477	0.258847	0.126356	0.0539332	0.0185057	0.0204158	0.0353513	0.0319888
i	0.110209	0.112698	0.243097	0.279227	0.106188	0.027532	0.0280478	0.06107	0.031931
s	0.0508796	0.194997	0.500971	0.107238	0.0334509	0.0180728	0.0180088	0.034647	0.0417357
e	0.0422274	0.112163	0.235622	0.279848	0.187959	0.0211317	0.0147474	0.0373839	0.0689177
s	0.0429196	0.115471	0.423399	0.193572	0.0715151	0.01889	0.017126	0.0370216	0.0800862
i	0.0260721	0.0447471	0.107827	0.287542	0.272048	0.0383492	0.0186245	0.0626675	0.142123
t	0.0387031	0.0596841	0.252954	0.338031	0.171317	0.0195399	0.0153781	0.0340418	0.0703512
t	0.0192589	0.0324742	0.0751576	0.205391	0.316163	0.0775008	0.028581	0.120863	0.124611
à	0.0365152	0.0439316	0.114746	0.272481	0.264023	0.0441991	0.0261232	0.054211	0.14377
a	0.0186362	0.0243306	0.110327	0.331729	0.309226	0.126162	0.0191587	0.0138697	0.0465611
n	0.0363481	0.0379053	0.0506724	0.168029	0.429872	0.181808	0.0174121	0.0274809	0.0504717
k	0.0135814	0.048881	0.0726729	0.210798	0.254234	0.150062	0.0280161	0.0556079	0.166146
ò	0.0351626	0.0356956	0.0412496	0.074408	0.191069	0.0925597	0.0666571	0.0673325	0.395866
r	0.00904554	0.00955157	0.0146148	0.0702019	0.19958	0.356751	0.225375	0.0318958	0.0829845
a	0.016092	0.0204091	0.0265109	0.110715	0.292223	0.275191	0.0838306	0.0465881	0.12844
e	0.0137952	0.013794	0.0151082	0.0202371	0.0643871	0.118405	0.321912	0.199662	0.2327
n	0.0143033	0.0154694	0.0169315	0.0504622	0.106675	0.248144	0.219585	0.11715	0.21128
è	0.0049325	0.0171148	0.0446499	0.0876599	0.132837	0.0946643	0.218114	0.209104	0.190924
p	0.00448174	0.00456643	0.00627902	0.012865	0.0235583	0.0968989	0.214122	0.437687	0.199542
r	0.00131592	0.00321562	0.008317	0.0265115	0.0632983	0.0364595	0.0715421	0.696302	0.0930381
ò	0.00291602	0.00293237	0.00315469	0.00456896	0.00914337	0.0198146	0.0676396	0.643373	0.246457
n	0.00148344	0.00152287	0.00209693	0.00596781	0.00815998	0.0241811	0.0556872	0.780836	0.120064
t	0.00108193	0.00245847	0.00460378	0.014745	0.0353653	0.0232476	0.0446025	0.73381	0.140085
o	0.00433482	0.00430894	0.00460183	0.00539245	0.00566744	0.00982183	0.0293276	0.655859	0.280686
</S>	0.00561773	0.00559181	0.00579021	0.00625272	0.00703655	0.00888357	0.0282593	0.716097	0.216472
