 	voglio	che	Maria	venga	domani	</S>
i	0.948847	0.0318594	0.00446578	0.00363635	0.0036512	0.00754006
t	0.73266	0.102201	0.0182491	0.0134861	0.0675651	0.0658386
è	0.15837	0.525459	0.031905	0.0134548	0.098951	0.17186
l	0.473476	0.458903	0.0168932	0.00465217	0.012811	0.033264
o	0.0869352	0.318758	0.262889	0.0883779	0.131751	0.111289
n	0.0530435	0.589921	0.100777	0.0235691	0.064555	0.168135
a	0.0307204	0.175432	0.504333	0.180328	0.0567786	0.0524078
r	0.0358672	0.260367	0.274442	0.0866285	0.0547723	0.287922
t	0.00631405	0.115482	0.360846	0.242273	0.163803	0.111282
i	0.0185047	0.0868155	0.298411	0.234013	0.143407	0.218849
à	0.00703869	0.0353548	0.317755	0.407976	0.102066	0.129809
v	0.00557464	0.0331357	0.251089	0.298872	0.251815	0.159513
v	0.00158863	0.0289894	0.0932603	0.131317	0.682639	0.0622055
r	0.010142	0.0446679	0.172742	0.237071	0.350785	0.184592
i	0.00904058	0.0568462	0.117223	0.337258	0.282555	0.197077
i	0.00157522	0.00594115	0.0328046	0.0788208	0.701954	0.178904
M	0.00150239	0.00250785	0.0171451	0.0378825	0.744655	0.196307
a	0.00162039	0.0121429	0.0914122	0.149863	0.670441	0.0745204
r	0.000542155	0.00203946	0.00656128	0.0157168	0.592287	0.382853
ì	0.000443295	0.00288511	0.016005	0.0253829	0.64671	0.308574
a	0.000576765	0.00207537	0.00693986	0.0108783	0.544306	0.435223
</S>	0.00340451	0.00265741	0.0118868	0.017258	0.65776	0.307033
