 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.864644	0.0600136	0.022293	0.0106173	0.00587461	0.0051995	0.00399961	0.00381834	0.00375205	0.00376355	0.00376234	0.00406947	0.00819299
ò	0.309616	0.253272	0.123028	0.0320987	0.0267937	0.00941652	0.00933416	0.00719428	0.00487419	0.00473898	0.0135478	0.0203029	0.185783
t	0.125125	0.58086	0.177402	0.0235507	0.0216164	0.0138054	0.00772779	0.00446145	0.00323799	0.00386738	0.00568064	0.00889207	0.0237732
t	0.138324	0.498833	0.132887	0.0578781	0.0401049	0.0329429	0.0186411	0.01426	0.012556	0.0119278	0.0125216	0.0169717	0.0121515
e	0.0597595	0.273862	0.205023	0.114431	0.0877803	0.0635801	0.0365753	0.025032	0.0208386	0.0201998	0.0305053	0.0395188	0.0228937
j	0.0537802	0.292758	0.328184	0.0404695	0.0349133	0.0538854	0.0406434	0.0252231	0.0176185	0.0171442	0.0187454	0.035819	0.0408161
è	0.0232568	0.0302328	0.0763495	0.312564	0.197041	0.052608	0.0422813	0.0414755	0.0374282	0.0178045	0.0184566	0.0243712	0.12613
n	0.0498666	0.272145	0.435409	0.0568557	0.0442232	0.0345514	0.0324173	0.0251946	0.0107861	0.00815557	0.00775718	0.00910818	0.0135304
o	0.0399893	0.134613	0.302301	0.263118	0.124097	0.0421006	0.0290456	0.0161258	0.00919397	0.00558467	0.00742055	0.00748176	0.0189295
m	0.0317236	0.141563	0.403822	0.138866	0.080725	0.0456268	0.0419948	0.0292629	0.0139548	0.0119237	0.0120607	0.0208047	0.0276727
e	0.0181473	0.0181608	0.0315119	0.0608867	0.119652	0.183442	0.0946798	0.0745755	0.0416031	0.0116681	0.00863749	0.0549564	0.282079
v	0.0287752	0.0599436	0.15427	0.319722	0.207073	0.0555097	0.0490886	0.0389016	0.0192865	0.0116598	0.0123256	0.0178541	0.0255903
è	0.0102512	0.0113956	0.0523418	0.239613	0.154408	0.143163	0.105443	0.0850174	0.0427895	0.0144196	0.012564	0.0307255	0.0978676
k	0.0146685	0.0501992	0.24722	0.290235	0.226699	0.0625104	0.0324247	0.024966	0.0165585	0.00784259	0.00470774	0.00606575	0.0159026
k	0.0162357	0.0307414	0.133126	0.355247	0.158043	0.0710379	0.0476917	0.0515678	0.0280766	0.00557296	0.00437327	0.0130391	0.0852474
i	0.0191915	0.0228228	0.100136	0.226622	0.116385	0.0868417	0.101792	0.112903	0.0529995	0.0178984	0.0284164	0.0262346	0.0877576
