 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.792017	0.0908006	0.0404875	0.0132164	0.0105812	0.0103432	0.010461	0.0110737	0.0210193
à	0.523448	0.179139	0.0546895	0.0356233	0.0171828	0.0221912	0.0396965	0.0254701	0.10256
o	0.800436	0.0826722	0.0506646	0.010691	0.00630328	0.00890573	0.0127231	0.013376	0.0142277
c	0.400055	0.257657	0.0764408	0.0724678	0.0402377	0.0415878	0.0418911	0.0299441	0.0397191
e	0.0436922	0.718053	0.180517	0.0118956	0.00892949	0.0027315	0.00317365	0.00484516	0.0261622
r	0.134248	0.335019	0.0934756	0.0775189	0.0545303	0.0354065	0.0516126	0.0625433	0.155646
k	0.034321	0.437683	0.297916	0.0390937	0.0341879	0.0134647	0.00849348	0.00888583	0.125954
è	0.055987	0.474553	0.311936	0.0463683	0.0305563	0.00781785	0.0118427	0.0144944	0.0464442
o	0.0802687	0.521441	0.30841	0.0340069	0.0257012	0.00698702	0.00565771	0.00549281	0.0120353
n	0.0276439	0.365033	0.455335	0.0621713	0.0408816	0.0112232	0.00933958	0.00715644	0.021216
t	0.0238197	0.378135	0.364735	0.117283	0.0495773	0.00739564	0.00539246	0.00732705	0.0463351
a	0.0321097	0.199077	0.432376	0.122265	0.0764973	0.0221476	0.0210422	0.0190325	0.0754527
è	0.0317057	0.15521	0.413697	0.183289	0.084792	0.0251185	0.0144713	0.0188964	0.0728203
n	0.0184088	0.142567	0.459302	0.220902	0.0848087	0.0239959	0.0073302	0.00479369	0.037892
a	0.0136899	0.260589	0.272592	0.25619	0.115362	0.0199938	0.00581096	0.00784069	0.0479309
m	0.0342425	0.139702	0.353202	0.227559	0.0995342	0.0333946	0.0151175	0.018515	0.0787322
à	0.0133353	0.156141	0.197963	0.262721	0.2157	0.0678176	0.015885	0.0154877	0.0549499
k	0.0185318	0.0842508	0.290126	0.37006	0.162882	0.0366782	0.00605653	0.00447158	0.0269439
i	0.0216199	0.210458	0.224258	0.230421	0.120469	0.0434264	0.00895633	0.00575785	0.134633
n	0.0116457	0.0482838	0.116751	0.369482	0.348256	0.0628628	0.00660866	0.0069338	0.0291762
a	0.0165007	0.107157	0.174046	0.252878	0.220236	0.0779881	0.0157521	0.0111944	0.124247
k	0.0150821	0.0546918	0.0758376	0.237251	0.350557	0.166258	0.0153394	0.0113238	0.0736594
a	0.0106571	0.0865353	0.135795	0.203641	0.211294	0.172304	0.0618272	0.0205364	0.0974107
k	0.0173756	0.0611523	0.0719317	0.183158	0.320553	0.185263	0.0233792	0.0156573	0.121531
u	0.00994552	0.0866864	0.129164	0.181698	0.190792	0.193724	0.0920012	0.0376165	0.0783718
n	0.0148019	0.0518385	0.057112	0.131754	0.29247	0.237182	0.0333393	0.0180578	0.163445
s	0.00780036	0.0560385	0.107588	0.158355	0.16832	0.192402	0.154064	0.0629596	0.0924724
u	0.00807706	0.0294547	0.0320706	0.0814515	0.216491	0.288431	0.0887185	0.0280256	0.227281
m	0.00577834	0.020849	0.0236562	0.0637926	0.140255	0.271966	0.212915	0.0505209	0.210267
è	0.0106988	0.114005	0.154508	0.177087	0.174997	0.147267	0.103295	0.0704518	0.0476905
i	0.0054365	0.0231875	0.028917	0.0727091	0.15276	0.282211	0.221405	0.0831639	0.130209
o	0.00549848	0.0145066	0.0155252	0.0440008	0.069511	0.168506	0.287614	0.158831	0.236007
l	0.00531408	0.01337	0.0140164	0.0407358	0.0668995	0.164974	0.261914	0.165673	0.267104
ì	0.00295545	0.0193233	0.0411841	0.0772838	0.0854519	0.105494	0.294725	0.263264	0.110318
b	0.00353672	0.0128362	0.0133392	0.0260316	0.0399652	0.102474	0.185795	0.35778	0.258241
e	0.0018478	0.00994378	0.0230369	0.039117	0.0416533	0.0423542	0.129226	0.526016	0.186805
n	0.00544675	0.0150385	0.0145327	0.0166785	0.0184065	0.032147	0.239567	0.386593	0.271589
z	0.00238657	0.00638628	0.0113179	0.0349359	0.0444443	0.0638368	0.225434	0.469806	0.141452
ì	0.00720708	0.00792971	0.00769457	0.0123943	0.017775	0.0460562	0.147361	0.522168	0.231415
n	0.00553355	0.0146659	0.0164041	0.0452505	0.054522	0.0700673	0.239941	0.32144	0.232175
a	0.00182919	0.00224468	0.00301323	0.0098601	0.0210183	0.0289509	0.127137	0.565453	0.240494
</S>	0.0211452	0.0145157	0.0119342	0.0129705	0.0154075	0.0316988	0.099238	0.3329	0.460191
