 	voglio	che	Maria	venga	domani	</S>
i	0.948847	0.0318594	0.00446578	0.00363635	0.0036512	0.00754006
t	0.73266	0.102201	0.0182491	0.0134861	0.0675651	0.0658386
è	0.15837	0.525459	0.031905	0.0134548	0.098951	0.17186
l	0.473476	0.458903	0.0168932	0.00465217	0.012811	0.033264
o	0.0869352	0.318758	0.262889	0.0883779	0.131751	0.111289
i	0.0530435	0.589921	0.100777	0.0235691	0.064555	0.168135
M	0.0292295	0.160311	0.496292	0.105001	0.061675	0.147491
a	0.0146165	0.104222	0.389919	0.41244	0.0536194	0.0251827
r	0.0211154	0.117364	0.338623	0.189247	0.0595607	0.27409
ì	0.00780708	0.154446	0.282456	0.226887	0.242058	0.0863461
a	0.0112875	0.16129	0.304628	0.275608	0.130942	0.116245
n	0.00573323	0.0304079	0.285074	0.304715	0.223071	0.150999
a	0.0045861	0.0406667	0.304577	0.36683	0.199282	0.0840579
r	0.0033312	0.00936121	0.023915	0.0539168	0.619135	0.29034
t	0.000598286	0.00349704	0.0404471	0.0496436	0.846882	0.0589323
i	0.00203851	0.00783684	0.0318891	0.107121	0.530799	0.320315
à	0.00111932	0.00160418	0.00970247	0.026743	0.721134	0.239697
v	0.0012128	0.00284436	0.0142143	0.0181944	0.706312	0.257222
v	0.00060381	0.00813107	0.0370714	0.0613623	0.523853	0.368978
r	0.00102344	0.00397656	0.0114257	0.0236744	0.31546	0.64444
i	0.003081	0.0149709	0.0418375	0.0576514	0.492818	0.389641
</S>	0.00382449	0.0027002	0.0118276	0.0167343	0.588284	0.37663
