 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.727117	0.101774	0.0540804	0.0212713	0.0125425	0.0116245	0.0110244	0.0110594	0.0111881	0.0134066	0.0249117
v	0.523731	0.126236	0.0243737	0.0160696	0.00832216	0.0212748	0.0324729	0.0411174	0.0460952	0.106381	0.0539258
ò	0.269459	0.201741	0.0384519	0.0449813	0.015186	0.0382602	0.0188641	0.0171941	0.0180924	0.0855603	0.252209
e	0.295543	0.52393	0.0315833	0.0294706	0.0145891	0.0154701	0.00726506	0.00969749	0.0128946	0.0333112	0.0262457
n	0.162092	0.394757	0.0723187	0.0587975	0.0262565	0.0478578	0.0402135	0.0426619	0.0422378	0.0772386	0.0355688
ì	0.0598036	0.203787	0.290832	0.17571	0.0291252	0.0383636	0.0136232	0.0119836	0.0110738	0.0443294	0.121368
m	0.0968928	0.36559	0.263841	0.0784064	0.0508415	0.0501415	0.0141764	0.0125901	0.0125062	0.0246528	0.0303612
e	0.021794	0.133789	0.218364	0.247707	0.0761849	0.0905318	0.0414448	0.00921628	0.00522679	0.018246	0.137496
g	0.0315657	0.120611	0.400212	0.25907	0.0858552	0.0380837	0.00951353	0.00870918	0.00862239	0.0190181	0.018739
r	0.0314655	0.160921	0.205188	0.285632	0.094757	0.0752546	0.0262424	0.00757526	0.00626776	0.0176162	0.0890808
a	0.0169955	0.04059	0.171214	0.427521	0.205159	0.0548053	0.0115397	0.0071007	0.00646728	0.0249	0.0337072
m	0.0179294	0.0240322	0.0653499	0.353487	0.333292	0.117963	0.0171375	0.00888728	0.00742474	0.0276342	0.026863
m	0.0156128	0.0703298	0.134257	0.277814	0.178338	0.146452	0.0316048	0.0177935	0.0152632	0.0402789	0.0722558
è	0.00755163	0.0185603	0.0594432	0.226801	0.15304	0.208431	0.079606	0.0371396	0.029049	0.0351944	0.145184
n	0.0103392	0.0208898	0.0648666	0.300372	0.260549	0.201113	0.0637806	0.0278755	0.0125233	0.0158799	0.021812
a	0.0322491	0.0507885	0.0641936	0.216577	0.190879	0.185877	0.0840366	0.0314615	0.0164431	0.0315764	0.0959181
m	0.00921192	0.0096226	0.0157197	0.0624423	0.158422	0.387841	0.185036	0.0654701	0.0182664	0.0389256	0.0490422
a	0.0144711	0.0245324	0.0401086	0.109333	0.163434	0.231744	0.122571	0.0441781	0.0253741	0.0333531	0.190901
i	0.012724	0.0128986	0.0158673	0.04017	0.100108	0.308951	0.199626	0.123252	0.0378471	0.0457674	0.102789
a	0.00972138	0.0109251	0.0248474	0.044545	0.125272	0.255678	0.250737	0.12817	0.0327466	0.0237872	0.0935709
n	0.00946874	0.0105677	0.0242623	0.0545298	0.140637	0.317269	0.209179	0.104076	0.0297447	0.0190198	0.0812454
g	0.00833166	0.0335931	0.0689041	0.120139	0.105933	0.170161	0.175253	0.0793692	0.0392018	0.0361988	0.162915
r	0.0137649	0.0138263	0.0148005	0.0208727	0.0518787	0.123025	0.136974	0.140495	0.0887898	0.0921142	0.303459
à	0.00322537	0.00328717	0.00530675	0.0117036	0.0340293	0.0993683	0.159233	0.170326	0.137561	0.101564	0.274396
m	0.00397736	0.00484702	0.0159142	0.0359626	0.0621955	0.129903	0.180746	0.195956	0.15186	0.0714389	0.1472
m	0.0130716	0.0454102	0.0723152	0.186662	0.122942	0.218182	0.0950567	0.0466449	0.0277078	0.0599654	0.112043
a	0.00576407	0.0105235	0.0198114	0.0985889	0.0877647	0.185645	0.151613	0.142236	0.11119	0.0754942	0.111369
t	0.00567044	0.00461248	0.00512737	0.00601438	0.0108074	0.0223552	0.0637128	0.127123	0.185916	0.152884	0.415777
a	0.00522212	0.00551368	0.0113831	0.014682	0.0371765	0.0734567	0.188456	0.195486	0.142038	0.0767495	0.249836
d	0.00513501	0.00482956	0.00538854	0.00940605	0.0109414	0.0343607	0.0803563	0.162096	0.188944	0.159362	0.33918
e	0.00355056	0.00970582	0.0208485	0.0744043	0.0519881	0.110597	0.141893	0.110472	0.140647	0.194826	0.141067
r	0.00692204	0.00687807	0.00818545	0.0164356	0.0119842	0.0277303	0.0411357	0.0943096	0.162543	0.322855	0.301021
f	0.00238988	0.00311359	0.00849456	0.0358775	0.0498131	0.110285	0.132756	0.109981	0.0926644	0.27313	0.181495
ù	0.00259696	0.00261795	0.00336761	0.00697345	0.00760267	0.0220954	0.0421997	0.10648	0.200816	0.408619	0.196631
m	0.000716746	0.000740689	0.00164804	0.00314948	0.00530753	0.00946239	0.0119755	0.0242955	0.0431645	0.741696	0.157844
m	0.0102562	0.0272244	0.0402963	0.113766	0.0768622	0.162969	0.137096	0.119064	0.0743615	0.108362	0.129742
u	0.00320511	0.00429251	0.0100561	0.0140339	0.0291999	0.0558343	0.151367	0.154589	0.194545	0.137267	0.245611
</S>	0.00841642	0.00763858	0.006039	0.00502236	0.0114523	0.0125788	0.0225755	0.0391665	0.0543361	0.563399	0.269375
