 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.919229	0.0597322	0.00637765	0.00332794	0.0014702	0.00137495	0.00137275	0.00136728	0.00135669	0.00145505	0.00293625
a	0.49624	0.236844	0.0548917	0.0140896	0.00706345	0.00750558	0.016733	0.0333323	0.0288276	0.0651343	0.039339
p	0.272562	0.442001	0.0552347	0.0154506	0.0179909	0.0118686	0.0144119	0.0267111	0.0170078	0.0823668	0.0443949
e	0.105966	0.222971	0.12465	0.0581103	0.0337863	0.0320174	0.0498053	0.0224767	0.0249744	0.150833	0.174408
t	0.195899	0.411572	0.063392	0.0170444	0.0297024	0.015201	0.0221285	0.0332643	0.0240899	0.105487	0.0822198
ì	0.0781118	0.132166	0.162959	0.0774612	0.0324345	0.0271377	0.04833	0.0230309	0.0226782	0.15351	0.242181
a	0.162921	0.559417	0.124613	0.0162054	0.0229333	0.0140234	0.026138	0.00872275	0.00832447	0.0192694	0.0374328
e	0.0786303	0.125129	0.273787	0.0977435	0.0559556	0.0355818	0.0738009	0.027501	0.0259825	0.076388	0.1295
s	0.063776	0.0812632	0.261782	0.187127	0.0580872	0.0372885	0.0741263	0.0264317	0.0236431	0.0709556	0.115519
ò	0.0414191	0.046474	0.159143	0.172386	0.108258	0.0445207	0.0603855	0.0304715	0.0218787	0.0878204	0.227244
z	0.0555033	0.11929	0.348329	0.174798	0.0722139	0.0351306	0.0559973	0.0192754	0.0150269	0.0324508	0.0719849
u	0.0151935	0.0199209	0.10164	0.167535	0.208546	0.185213	0.0415975	0.0242049	0.0211057	0.0694029	0.145641
n	0.0387141	0.0553306	0.18729	0.172815	0.265336	0.0739336	0.062449	0.0205797	0.0162115	0.0383962	0.068944
e	0.0128097	0.0144169	0.141438	0.201036	0.196674	0.194279	0.0365136	0.019394	0.0168928	0.0261939	0.140351
f	0.0275571	0.0314285	0.0577287	0.107049	0.379579	0.180521	0.0548654	0.0194337	0.013639	0.0486153	0.0795828
à	0.00750845	0.00796779	0.0476612	0.0954289	0.22542	0.288393	0.0708151	0.0355242	0.0507649	0.0500664	0.120451
i	0.0106633	0.0207828	0.0520228	0.0748266	0.42744	0.287412	0.0380205	0.0149921	0.0113023	0.0099576	0.0525803
t	0.0103665	0.0115666	0.0176057	0.0478323	0.350497	0.391349	0.0896771	0.0165305	0.0133641	0.0189153	0.0322964
o	0.00866143	0.00892848	0.0183407	0.0690573	0.194037	0.285384	0.112827	0.0209573	0.039084	0.0326603	0.210062
g	0.0137069	0.0151421	0.0167253	0.0228446	0.148546	0.25301	0.21645	0.0308685	0.0543982	0.0517933	0.176515
e	0.00424816	0.00432417	0.0222517	0.0576459	0.0807876	0.100489	0.115363	0.0826773	0.272503	0.11262	0.14709
l	0.0141508	0.0144391	0.0149406	0.0175141	0.0623911	0.152864	0.271069	0.0355171	0.0721998	0.0651508	0.279764
à	0.00336139	0.00361932	0.0266928	0.0514772	0.0731465	0.101657	0.120243	0.0798526	0.29947	0.121396	0.119084
t	0.00577346	0.00682512	0.0105339	0.0176317	0.105415	0.243899	0.286329	0.0300307	0.12422	0.0631222	0.10622
o	0.00474734	0.00507087	0.0110477	0.0270038	0.0937873	0.211515	0.239082	0.0632835	0.0948767	0.0840189	0.165566
p	0.00558709	0.00596822	0.0062846	0.00631046	0.0346216	0.0648371	0.211566	0.0815472	0.232818	0.20148	0.148979
r	0.00242518	0.00259128	0.00707761	0.0224998	0.0672517	0.116232	0.132494	0.057709	0.20484	0.282111	0.104769
ì	0.00343556	0.00359963	0.00385256	0.00438039	0.0237746	0.0409322	0.12512	0.0875128	0.230235	0.31372	0.163437
m	0.00146702	0.00166071	0.00206664	0.00269532	0.0163082	0.0225818	0.0467437	0.0663568	0.0791109	0.628255	0.132754
a	0.00392665	0.00455708	0.0191695	0.0485515	0.0830527	0.133498	0.163491	0.0497144	0.19563	0.157267	0.141142
k	0.00370791	0.00302038	0.00307269	0.00333665	0.00538738	0.00766661	0.0187845	0.101261	0.061654	0.574414	0.217696
a	0.00306023	0.00247723	0.00477545	0.0168963	0.0294741	0.0429577	0.0508858	0.224617	0.253063	0.21342	0.158373
n	0.0067558	0.00536964	0.00542946	0.0059911	0.00633082	0.00793059	0.0137911	0.095191	0.0438953	0.544605	0.26471
a	0.00157395	0.00129509	0.00257651	0.00962574	0.0179271	0.0280758	0.0389549	0.213064	0.243069	0.320793	0.123044
f	0.00531068	0.00408211	0.00413857	0.0046451	0.00495034	0.00651208	0.0110013	0.0650503	0.0353383	0.663464	0.195507
à	0.00127821	0.00124497	0.00259205	0.00945127	0.0231152	0.0409459	0.0572219	0.159282	0.270445	0.344702	0.0897211
n	0.00075464	0.000733623	0.00075642	0.000752393	0.00262964	0.00320232	0.00778606	0.0223915	0.0177559	0.838764	0.104473
e	0.00192609	0.00181599	0.00363055	0.0122049	0.0238329	0.0378844	0.0527454	0.142059	0.14851	0.407602	0.167789
</S>	0.00790835	0.00578318	0.00624358	0.00762972	0.00463534	0.00656263	0.00680337	0.0367107	0.0221565	0.70373	0.191837
