 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.90957	0.0288851	0.0169957	0.00943134	0.00432562	0.00396256	0.00375161	0.00372732	0.00370785	0.00370798	0.00390664	0.00802843
M	0.632521	0.0467088	0.0544877	0.0335805	0.0184685	0.0185883	0.018482	0.0299792	0.0211968	0.0419805	0.0240783	0.0599286
à	0.19333	0.258955	0.107929	0.0515626	0.0469125	0.0459205	0.0411857	0.0190998	0.0127345	0.0257603	0.0152702	0.181339
r	0.609987	0.171636	0.0575829	0.0363273	0.0215143	0.0168061	0.011124	0.0152004	0.0124167	0.015158	0.0153092	0.0169383
i	0.0921838	0.453211	0.197579	0.0778684	0.0533926	0.0389841	0.0209852	0.0145504	0.014559	0.0145191	0.0102113	0.0119564
k	0.137582	0.503606	0.0540743	0.0518225	0.0515261	0.050147	0.0313568	0.0183302	0.0159584	0.0172149	0.0172315	0.0511497
a	0.0254385	0.268287	0.286261	0.136072	0.0940586	0.0577173	0.0415901	0.00688451	0.00809879	0.0143773	0.00818658	0.0530287
j	0.0881265	0.465032	0.0909666	0.0513807	0.0498288	0.0506603	0.0432747	0.0194383	0.0138527	0.0178133	0.0196452	0.0899805
u	0.00888607	0.127861	0.358781	0.194747	0.115409	0.0496526	0.0361775	0.0149718	0.016413	0.0132743	0.0177177	0.046109
r	0.0848074	0.380969	0.111186	0.0464315	0.0420438	0.0436093	0.0440322	0.0339947	0.0149027	0.0291417	0.0298303	0.139052
è	0.0195129	0.203285	0.41659	0.102069	0.0548126	0.0346685	0.0308291	0.0228441	0.0137037	0.0086678	0.00820278	0.0848146
i	0.0507765	0.383186	0.306568	0.0739495	0.0445154	0.033828	0.0312246	0.0197992	0.00881252	0.00642312	0.00624966	0.0346672
m	0.0205537	0.130461	0.487975	0.143802	0.0782587	0.0474035	0.0399875	0.0151926	0.00890635	0.00746368	0.00447047	0.015526
i	0.00700303	0.0747187	0.17833	0.244636	0.178029	0.124052	0.0902338	0.0116154	0.0211125	0.0135505	0.0112279	0.0454915
a	0.0460807	0.123676	0.41134	0.133198	0.0765163	0.0449613	0.0404302	0.0307972	0.0123235	0.016214	0.0134703	0.0509927
m	0.0108858	0.0279367	0.285811	0.279922	0.190426	0.0887724	0.0637836	0.0166834	0.0116702	0.005359	0.00246036	0.0162902
à	0.00692099	0.0666738	0.178752	0.212384	0.177824	0.129794	0.105062	0.0175014	0.0374308	0.0172607	0.0160396	0.0343572
k	0.0153073	0.065364	0.281486	0.254955	0.159147	0.0916788	0.0723489	0.0170463	0.0182091	0.00500964	0.00302682	0.0164213
i	0.00929974	0.0798658	0.162146	0.230538	0.133861	0.105574	0.0822349	0.028234	0.0184827	0.017242	0.00962939	0.122892
n	0.0088546	0.0175197	0.131347	0.206087	0.219373	0.181294	0.149526	0.0275957	0.0282426	0.00743082	0.00399085	0.0187375
a	0.00710936	0.0543534	0.11945	0.203472	0.151178	0.147728	0.118804	0.027673	0.0279985	0.0278221	0.0127959	0.101615
k	0.0127865	0.022075	0.0978129	0.156988	0.193091	0.180335	0.16357	0.0542146	0.0605362	0.01118	0.00699948	0.0404112
a	0.00517187	0.0351459	0.0943195	0.15665	0.132432	0.145392	0.136421	0.049272	0.085417	0.0603871	0.0164003	0.082992
k	0.0178792	0.0313155	0.0960147	0.149316	0.191087	0.17095	0.14881	0.0521427	0.0633823	0.0126954	0.00987084	0.0565364
o	0.00537739	0.0298079	0.0926547	0.138628	0.123601	0.131577	0.126571	0.0532596	0.102	0.101703	0.0262473	0.0685732
n	0.0167636	0.029427	0.0742569	0.121342	0.175821	0.17535	0.161192	0.058887	0.0863473	0.0157129	0.0113368	0.0735639
s	0.00418578	0.0225628	0.0833106	0.124243	0.11212	0.120835	0.117724	0.0632176	0.101173	0.143495	0.0356845	0.0714478
u	0.00851937	0.0151934	0.0427674	0.0798803	0.130522	0.160852	0.16302	0.0794027	0.130495	0.0345494	0.013682	0.141116
m	0.00420727	0.00780925	0.0314204	0.0584846	0.100056	0.161961	0.177489	0.120621	0.187503	0.067303	0.0119102	0.0712344
è	0.00719737	0.0336343	0.1112	0.134193	0.126969	0.12433	0.119648	0.0428433	0.0991102	0.113538	0.0376598	0.0496757
i	0.00531448	0.0129246	0.0369659	0.0708218	0.119749	0.162678	0.171019	0.15836	0.166212	0.0408345	0.0100954	0.0450252
k	0.00395889	0.00642593	0.0266467	0.0515647	0.0780015	0.14609	0.167763	0.170919	0.198253	0.0883631	0.0232333	0.0387802
à	0.00387581	0.0234354	0.0686516	0.127639	0.103192	0.125101	0.120953	0.0632991	0.0892314	0.136743	0.0368818	0.100998
n	0.00597594	0.011033	0.0210203	0.0330828	0.0557379	0.104597	0.125269	0.188634	0.189811	0.119843	0.056043	0.0889524
n	0.00322927	0.0115537	0.0606836	0.116919	0.102204	0.12141	0.119058	0.079937	0.0940075	0.133386	0.0521164	0.105495
i	0.0113059	0.0145144	0.0271383	0.0653608	0.0608922	0.104099	0.120279	0.121322	0.192166	0.0818875	0.0554575	0.145577
a	0.00620124	0.00810533	0.0123853	0.0245184	0.0240512	0.0395349	0.0480481	0.104108	0.144265	0.161811	0.0741634	0.352809
l	0.00584668	0.00817557	0.014866	0.0371725	0.0350736	0.0605169	0.0709331	0.0798064	0.145073	0.145034	0.0823146	0.315187
ì	0.00190367	0.00738658	0.0333179	0.065149	0.0542637	0.0663866	0.0652054	0.041793	0.0586128	0.315912	0.199417	0.0906522
o	0.00501834	0.0087029	0.015994	0.020248	0.0253437	0.0412651	0.0529794	0.127787	0.140338	0.148394	0.235401	0.178528
k	0.00409844	0.00525842	0.0135565	0.0277548	0.029873	0.0441542	0.0523471	0.0776364	0.13651	0.204951	0.195862	0.207998
o	0.00234644	0.00794211	0.0316554	0.0613499	0.0497935	0.0630459	0.0617163	0.0414945	0.056314	0.312478	0.201669	0.110195
n	0.0114394	0.0128935	0.0294328	0.0409601	0.0386878	0.045901	0.0487007	0.0558905	0.0953783	0.120979	0.164436	0.335301
s	0.00109069	0.00366332	0.0222523	0.0432526	0.0399746	0.046611	0.0463269	0.034591	0.049616	0.288806	0.337233	0.0865828
ù	0.00332209	0.00361715	0.00648367	0.011343	0.0101346	0.0130878	0.0139974	0.0225894	0.0298065	0.159291	0.438342	0.287986
m	0.00282765	0.00461546	0.0114967	0.0159489	0.0182911	0.0221246	0.0249991	0.0448434	0.06253	0.118536	0.333261	0.340526
o	0.00329905	0.0159481	0.0803045	0.0999947	0.0963156	0.0999526	0.0988347	0.0802559	0.0891624	0.174777	0.0909906	0.0701651
s	0.00881821	0.0130015	0.0187252	0.0290213	0.0259923	0.0296693	0.0299936	0.0389424	0.0487991	0.101474	0.297593	0.35797
e	0.00123988	0.00166843	0.00324507	0.00838615	0.00942518	0.0204234	0.0253072	0.0310703	0.0446083	0.231169	0.38028	0.243177
