 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.928156	0.0414584	0.00366846	0.00522042	0.00783062	0.00535616	0.00830971
n	0.316084	0.321626	0.0281379	0.0548894	0.0535005	0.103396	0.122366
a	0.114044	0.641048	0.0561388	0.0236186	0.0239311	0.0460163	0.0952033
v	0.106146	0.511747	0.0564779	0.0292651	0.0303032	0.0978991	0.168162
o	0.0182549	0.0474926	0.521794	0.0674981	0.0650452	0.0435002	0.236415
r	0.0549899	0.155857	0.313987	0.0523559	0.0395738	0.0700687	0.313168
à	0.0160454	0.0448646	0.241804	0.169268	0.126232	0.0653857	0.3364
s	0.0212564	0.0517248	0.383141	0.187053	0.113937	0.0421179	0.20077
o	0.0118522	0.030069	0.238636	0.366763	0.195767	0.0286082	0.128304
t	0.0105734	0.0329513	0.0880457	0.357892	0.35374	0.0492656	0.107533
o	0.00913043	0.0254119	0.11143	0.345545	0.255273	0.0459517	0.207257
t	0.00761255	0.0227242	0.0387418	0.305159	0.30615	0.101081	0.218532
s	0.00546004	0.0150139	0.0539324	0.2404	0.33251	0.137141	0.215542
o	0.0142046	0.0387718	0.12038	0.244518	0.372899	0.0794185	0.129808
m	0.00457359	0.0119754	0.0189446	0.0914675	0.100453	0.505093	0.267493
ì	0.004282	0.0121589	0.027923	0.155703	0.327024	0.308992	0.163918
k	0.00262679	0.00768272	0.0239895	0.0466385	0.0785196	0.502151	0.338392
a	0.00438782	0.00567255	0.0119484	0.0418947	0.112049	0.508722	0.315325
i	0.00747922	0.00810387	0.0129633	0.0242377	0.0293821	0.420066	0.497768
m	0.00356648	0.00435744	0.00818909	0.0284455	0.0354136	0.526819	0.393209
è	0.00208774	0.00822212	0.0470607	0.0840746	0.187463	0.477691	0.193401
r	0.00193242	0.0040878	0.00824998	0.0356592	0.0591168	0.514051	0.376903
i	0.00349665	0.00391667	0.00665739	0.0204314	0.0250645	0.414386	0.526048
</S>	0.00659319	0.00497681	0.0117572	0.0183194	0.027225	0.371177	0.559951
