 	le	melanzane	vogliono	girate	</S>
e	0.972954	0.0141424	0.0034077	0.00327722	0.00621901
m	0.823635	0.0816922	0.00728642	0.0215518	0.0658342
a	0.212821	0.589031	0.0124501	0.0193157	0.166382
r	0.497041	0.19347	0.02117	0.0677151	0.220604
a	0.120417	0.763343	0.010169	0.0120439	0.0940264
n	0.200456	0.590317	0.0196293	0.030975	0.158623
g	0.0906181	0.659197	0.0392589	0.0404453	0.17048
i	0.132993	0.622441	0.054224	0.0363968	0.153945
à	0.171803	0.259125	0.0445673	0.0621943	0.462311
n	0.173967	0.503207	0.115986	0.0475148	0.159325
e	0.0385486	0.201252	0.106775	0.214621	0.438803
e	0.204217	0.21876	0.100109	0.146859	0.330055
t	0.158051	0.17422	0.0851271	0.21784	0.364763
è	0.0262564	0.0826164	0.0756788	0.232572	0.582876
l	0.0828336	0.199539	0.145763	0.125684	0.446181
u	0.016918	0.0624556	0.180849	0.186465	0.553313
n	0.114624	0.0993101	0.0647496	0.240046	0.48127
v	0.0134632	0.0619844	0.251554	0.20428	0.468719
o	0.0483355	0.0544598	0.081725	0.277244	0.538236
t	0.0453867	0.0370486	0.0472919	0.186426	0.683847
i	0.0110702	0.00909344	0.0186312	0.541356	0.419849
m	0.0269416	0.0239174	0.0288307	0.374527	0.545783
m	0.00820166	0.12918	0.194179	0.533038	0.135401
è	0.00445637	0.0192074	0.076432	0.591786	0.308119
n	0.0182537	0.0191123	0.0455525	0.389352	0.52773
e	0.00827901	0.00842079	0.023893	0.438612	0.520796
</S>	0.0124083	0.0126657	0.0221486	0.499165	0.453612
