 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.910102	0.0370435	0.00937085	0.00790973	0.00649114	0.00167514	0.00166871	0.00200941	0.00162876	0.00156282	0.00156284	0.0015585	0.00160668	0.00156267	0.00156084	0.00155923	0.00155722	0.00155664	0.00156013	0.00156342	0.00159778	0.0032918
m	0.39693	0.275162	0.0263483	0.0170537	0.131978	0.00318779	0.0027555	0.00453565	0.00623215	0.00783898	0.00788556	0.00795395	0.00739891	0.00792739	0.00845241	0.00878256	0.0104666	0.00885997	0.0117022	0.00975713	0.022358	0.0164328
e	0.132476	0.215038	0.186259	0.0832709	0.0949014	0.00926383	0.00887226	0.00957633	0.0167867	0.0106869	0.018024	0.00940921	0.0134524	0.00832344	0.0197046	0.0157626	0.00851183	0.00815903	0.00716477	0.00556243	0.0180406	0.100754
s	0.180925	0.366028	0.0512098	0.0329856	0.110898	0.00757794	0.00653874	0.016397	0.0135222	0.00961747	0.00991954	0.00996255	0.0107613	0.00958802	0.011232	0.0126146	0.0141774	0.0114026	0.0176952	0.0177302	0.048069	0.0311474
s	0.0684629	0.309728	0.159045	0.098353	0.104555	0.011021	0.0104606	0.0147372	0.0230365	0.00701239	0.0127587	0.00656398	0.0121216	0.00565493	0.0144213	0.0129088	0.007683	0.00655457	0.00835881	0.00788889	0.0275321	0.0711408
è	0.0863143	0.324062	0.106966	0.0560563	0.123507	0.0171876	0.018106	0.0271166	0.0302692	0.00769965	0.0102759	0.00804736	0.0161135	0.00730509	0.0118983	0.0127704	0.012426	0.00967061	0.01505	0.0163147	0.045662	0.0371822
r	0.102447	0.473269	0.101526	0.0429167	0.120202	0.0115942	0.0170495	0.020186	0.0201209	0.00488504	0.00675926	0.00511614	0.00810495	0.00458424	0.00760293	0.00744515	0.00664147	0.00584078	0.00713179	0.00716082	0.0107776	0.0086383
e	0.0389851	0.164376	0.168469	0.193416	0.133305	0.0504319	0.0257861	0.0378912	0.0358621	0.00978651	0.0148241	0.00941794	0.02235	0.0090188	0.0135811	0.0113007	0.00923152	0.00920065	0.00890451	0.00797704	0.012305	0.0135803
m	0.0355018	0.150685	0.282908	0.219293	0.107125	0.0192677	0.0185716	0.0229566	0.0230363	0.00534354	0.0075592	0.00553646	0.0119478	0.00499463	0.00864549	0.00906979	0.00842132	0.00657847	0.0102085	0.0105288	0.0167693	0.0150505
u	0.0128166	0.0180465	0.0736666	0.0653352	0.0272375	0.0886335	0.069711	0.0810616	0.0424249	0.0305731	0.0347266	0.0224399	0.0858119	0.0285544	0.0288257	0.0148583	0.00772126	0.0170519	0.00351121	0.00410004	0.0163958	0.226496
p	0.0264095	0.0692833	0.276722	0.27569	0.0563714	0.0446581	0.0274888	0.0367318	0.0355574	0.00755827	0.0127774	0.00753869	0.0160366	0.00661036	0.0140742	0.0125658	0.00942272	0.00824753	0.00999402	0.00941937	0.0213046	0.015538
e	0.00868288	0.0218244	0.102615	0.112287	0.0362768	0.114449	0.0791586	0.0977684	0.0455052	0.0224494	0.022074	0.0205839	0.113635	0.0192408	0.0222174	0.015428	0.0117002	0.0179153	0.00707931	0.00442399	0.0142087	0.0904766
k	0.0270224	0.0501533	0.274832	0.250937	0.0405065	0.0639122	0.0333633	0.0436014	0.0355465	0.00936277	0.0161377	0.0084163	0.0195487	0.00713977	0.0190166	0.017591	0.00889106	0.00768825	0.00987319	0.00912396	0.0243284	0.0230073
a	0.00734618	0.0423114	0.124151	0.129688	0.067241	0.105086	0.0698063	0.0863598	0.0400161	0.0183181	0.0186481	0.0162624	0.114465	0.0148722	0.0183967	0.0125859	0.00774248	0.0125499	0.00460325	0.0033074	0.0113037	0.0749395
e	0.0258779	0.0399162	0.238873	0.20796	0.0342964	0.0883888	0.0438289	0.060597	0.0408714	0.0120153	0.0190647	0.0107625	0.0230694	0.00893786	0.0232174	0.02188	0.00985053	0.00908451	0.010365	0.00911141	0.0310578	0.0309742
n	0.0171735	0.0198173	0.0841856	0.0731131	0.0229398	0.153224	0.105057	0.146631	0.0717347	0.0242363	0.0287357	0.0220548	0.0637006	0.0186633	0.0324446	0.0276037	0.0120688	0.0156198	0.00946392	0.00562538	0.0144226	0.0314853
è	0.00597371	0.0268532	0.0827652	0.0947936	0.0524985	0.0978133	0.0804581	0.0923055	0.0520676	0.0237973	0.0222057	0.0214795	0.156665	0.0176629	0.021882	0.013553	0.0100308	0.0187446	0.00535231	0.00319408	0.0100324	0.0898723
n	0.0101722	0.0150797	0.117544	0.102202	0.0129382	0.157608	0.13577	0.181605	0.0684271	0.0142512	0.0145586	0.0144493	0.046039	0.0114288	0.0193906	0.018829	0.0103698	0.0130545	0.00897904	0.00520898	0.00706867	0.0150268
a	0.00483317	0.0355191	0.0850637	0.0899432	0.0616782	0.0676548	0.0475889	0.0608104	0.036688	0.0419691	0.043224	0.0362416	0.119438	0.0336964	0.0425838	0.0279117	0.014882	0.026733	0.00662029	0.00390916	0.0139991	0.0990126
f	0.011889	0.012917	0.0424544	0.0331944	0.0127806	0.0971814	0.0990132	0.13072	0.139109	0.0276907	0.0269602	0.0261513	0.142315	0.0154048	0.0387673	0.0315485	0.0132599	0.0226094	0.0101197	0.00664627	0.0182758	0.0409922
à	0.00342422	0.00905822	0.048063	0.0480165	0.0168232	0.0625117	0.0570522	0.0635865	0.0567177	0.0561691	0.049977	0.0528293	0.158527	0.0364183	0.0439807	0.0282483	0.0253073	0.0514058	0.0118724	0.00936245	0.0140827	0.096566
o	0.00405716	0.00502943	0.039878	0.0337479	0.00503887	0.12518	0.148046	0.17187	0.133758	0.0295111	0.024575	0.0299879	0.0845077	0.0166187	0.0309565	0.0245137	0.017299	0.0322052	0.0135508	0.00825014	0.00441932	0.0169993
g	0.00423589	0.00456389	0.0144165	0.0152481	0.00676506	0.0733044	0.0753554	0.0946693	0.121254	0.0648088	0.0552563	0.0627177	0.139691	0.0359514	0.0610561	0.0440079	0.0264039	0.0577579	0.0145849	0.00665545	0.00607932	0.0152174
l	0.00257493	0.00374556	0.0210085	0.0177232	0.00781718	0.0422981	0.0443696	0.0448056	0.0448434	0.0814948	0.0861181	0.0714542	0.0815804	0.0713222	0.0512239	0.0363664	0.042262	0.0740954	0.0245585	0.0319092	0.0208946	0.097534
i	0.0109928	0.0110889	0.0130692	0.0125183	0.0113148	0.0418777	0.0638292	0.0595737	0.0428668	0.0531108	0.0531904	0.0517073	0.084402	0.0481215	0.0471754	0.0395964	0.0421697	0.0571519	0.0271058	0.0204447	0.061576	0.147117
c	0.00301406	0.00300744	0.00376651	0.00396369	0.00329287	0.0137194	0.0311603	0.0262385	0.0483162	0.0826202	0.0727532	0.0887865	0.042229	0.0709306	0.093165	0.0804795	0.0858201	0.1014	0.0553538	0.0252369	0.024228	0.0405177
