 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.832498	0.0683422	0.0209932	0.00745145	0.00472811	0.00534786	0.00404566	0.00707167	0.00386542	0.00391477	0.00375654	0.00377166	0.00375544	0.00383166	0.00369713	0.00370425	0.00370001	0.00371303	0.0037843	0.00802798
v	0.634582	0.119574	0.0312924	0.0236732	0.0146116	0.0101932	0.00652333	0.0143216	0.00541652	0.00503692	0.0107148	0.00619969	0.0102099	0.00361016	0.0089542	0.00741283	0.0176706	0.0283526	0.0167736	0.0248763
ò	0.311485	0.277791	0.0223659	0.0290611	0.0302956	0.0305148	0.0139777	0.026186	0.0102446	0.0103223	0.0160466	0.01043	0.0154172	0.00731935	0.00518438	0.00372884	0.00877856	0.018989	0.0139539	0.137908
d	0.332153	0.472388	0.0455965	0.0271863	0.0141051	0.0207177	0.00715261	0.0241459	0.00485372	0.00530589	0.00423839	0.0041641	0.00422883	0.00241867	0.00390811	0.00379345	0.00552292	0.00814014	0.0057864	0.00419385
ò	0.167035	0.509856	0.04452	0.0273221	0.0209928	0.0232968	0.0105233	0.0176902	0.00976776	0.00619103	0.0107643	0.007051	0.0110927	0.00702809	0.00645993	0.00510136	0.0082783	0.0106299	0.0185856	0.077814
p	0.209726	0.667716	0.0313284	0.0113591	0.0071568	0.00922646	0.00588891	0.00820624	0.00558333	0.00357857	0.00373208	0.00343309	0.00386697	0.00530982	0.00383303	0.0037578	0.00398286	0.00404627	0.00436641	0.00390105
o	0.0489446	0.269452	0.0829152	0.110701	0.0996402	0.0812662	0.0430939	0.0789154	0.0314125	0.0327585	0.0173317	0.0221207	0.0160207	0.0231322	0.00418585	0.00347896	0.00372902	0.00466506	0.00865591	0.01758
j	0.0636678	0.343861	0.144975	0.0460886	0.0384508	0.0472488	0.0351213	0.0315389	0.0365684	0.0263532	0.0194276	0.0220585	0.0199128	0.0354775	0.0114066	0.0109361	0.010981	0.0111319	0.0197229	0.0250716
u	0.00979352	0.0130718	0.0578289	0.116952	0.122894	0.093865	0.0677091	0.08086	0.0396076	0.0547634	0.0424429	0.0466607	0.0374541	0.0518788	0.0144665	0.0102572	0.00633098	0.00730661	0.0199179	0.105939
r	0.0433867	0.127064	0.245429	0.0575795	0.0470716	0.0794545	0.0365331	0.0493684	0.0381089	0.0292055	0.0297724	0.0286168	0.0312058	0.0367059	0.0153971	0.0125552	0.0127827	0.0157407	0.026864	0.0371582
ì	0.0183903	0.0336297	0.237261	0.0971569	0.0774149	0.109646	0.0492701	0.0759051	0.0378363	0.0391758	0.0282692	0.0312442	0.0282148	0.0362656	0.0162811	0.0112684	0.00761872	0.00908569	0.0190499	0.0370162
z	0.0508904	0.191053	0.281571	0.058063	0.0418549	0.0753856	0.0318124	0.0410802	0.0263765	0.0288557	0.02204	0.0243213	0.0223355	0.0385452	0.0134495	0.00978203	0.00606907	0.00544497	0.00975466	0.0213145
o	0.0050133	0.0323565	0.133599	0.132035	0.105829	0.103638	0.0651018	0.0875034	0.0361551	0.0579585	0.0306653	0.045321	0.0281475	0.0309937	0.0120997	0.00945307	0.00322682	0.00330231	0.0172883	0.0603121
v	0.0202288	0.0737656	0.317772	0.0834221	0.0624706	0.097665	0.0416974	0.0599734	0.032638	0.0371965	0.0217731	0.0264489	0.0218516	0.043852	0.0092307	0.00709929	0.00559915	0.00576092	0.0120346	0.0195201
e	0.00428898	0.0099286	0.0620186	0.155436	0.145085	0.0941734	0.0721587	0.0917797	0.0349053	0.0608293	0.0328717	0.052091	0.0291323	0.0450988	0.00958474	0.00721377	0.00304829	0.00418839	0.0207765	0.0653916
k	0.0158735	0.0368267	0.255544	0.102531	0.0783359	0.123975	0.0482525	0.0803706	0.0319428	0.0432837	0.0214942	0.0283071	0.0215966	0.0449345	0.0112467	0.00814105	0.00567376	0.00728054	0.0133511	0.0210396
k	0.00430009	0.0152459	0.0677185	0.17098	0.154073	0.097167	0.0669815	0.101261	0.0329571	0.0582462	0.0295004	0.0485944	0.0257828	0.0437001	0.00610476	0.00417953	0.00180393	0.00443032	0.0159168	0.0510563
i	0.0121576	0.0176073	0.0768919	0.107178	0.103449	0.07378	0.0642272	0.0636454	0.0528262	0.0477104	0.0706446	0.0547822	0.0645278	0.0454775	0.0124427	0.00817492	0.00699268	0.0102525	0.0372888	0.0699434
a	0.00669036	0.0113842	0.113064	0.13587	0.125989	0.123558	0.0868102	0.100286	0.0421239	0.0731335	0.0220861	0.0452082	0.0204104	0.0489777	0.00609051	0.00435883	0.00298681	0.00507459	0.0116939	0.0142042
r	0.00945982	0.0145428	0.0978605	0.10915	0.1109	0.123621	0.0868375	0.107597	0.0460725	0.0723704	0.0204777	0.046856	0.019804	0.0669779	0.0125898	0.00961105	0.00482188	0.00557505	0.0128854	0.0219888
è	0.00824496	0.010886	0.0656977	0.0987253	0.109882	0.110238	0.0952174	0.10172	0.0529577	0.0728316	0.0267066	0.0591139	0.0251467	0.0643939	0.0154556	0.0128607	0.00601623	0.0052077	0.0180806	0.0406173
d	0.0105617	0.0248381	0.152694	0.104281	0.0947852	0.101918	0.0834109	0.082965	0.0452209	0.0737198	0.0169067	0.0451415	0.0162466	0.101527	0.0109324	0.0103063	0.0044451	0.00250698	0.00534705	0.0122459
d	0.00343786	0.0264465	0.0812251	0.140624	0.125791	0.0942141	0.072178	0.0932043	0.0362374	0.0604653	0.0339413	0.0565361	0.0313674	0.0362414	0.0129755	0.0106496	0.00268982	0.00245771	0.0201615	0.0591566
a	0.00854914	0.013071	0.0745264	0.104706	0.0980369	0.0801362	0.0648214	0.0675014	0.049456	0.0491178	0.0786157	0.0585865	0.0754837	0.0396067	0.0264076	0.0167875	0.00721987	0.0102712	0.0310643	0.0460344
p	0.00484651	0.0079049	0.0727162	0.0971713	0.106055	0.0951534	0.116784	0.0832215	0.0653814	0.0928485	0.033719	0.0811993	0.0310375	0.0635182	0.00902772	0.00668152	0.00241046	0.00231227	0.0126367	0.015375
u	0.00388501	0.00634625	0.0317785	0.109156	0.124388	0.0660685	0.0790121	0.0653163	0.051424	0.0615278	0.0586422	0.073348	0.0530529	0.0562861	0.0204624	0.0192129	0.00615854	0.00529212	0.0293016	0.079341
l	0.00707634	0.00983033	0.049918	0.0759179	0.0979652	0.0999451	0.108955	0.0937808	0.0740528	0.0839571	0.0337594	0.0805613	0.0316233	0.0730183	0.0148287	0.0125453	0.00437569	0.00399042	0.0172825	0.0266167
ò	0.00310326	0.00675356	0.0316153	0.11492	0.114268	0.0546979	0.0616635	0.0561374	0.0541155	0.0517209	0.0808452	0.0625454	0.0723747	0.0485823	0.0237247	0.0289122	0.00811894	0.00716675	0.0273719	0.0913629
s	0.00449119	0.0107097	0.0841983	0.0903202	0.094619	0.083048	0.113541	0.0710469	0.0808754	0.100103	0.0301481	0.0832941	0.0271073	0.0899574	0.0091712	0.0100394	0.00260882	0.00131441	0.00442797	0.00897813
p	0.00387438	0.00815329	0.0640571	0.123096	0.122528	0.102817	0.0851475	0.0925116	0.0436283	0.0716173	0.0467892	0.0661292	0.0450377	0.0409087	0.023765	0.0178561	0.00438049	0.00263475	0.0136446	0.0214232
ì	0.00443953	0.00826194	0.038913	0.0887228	0.114401	0.101239	0.0827572	0.0898402	0.0429419	0.0684896	0.0554195	0.0666729	0.0536556	0.0432699	0.0351436	0.0274018	0.0141999	0.0154154	0.0210875	0.0277278
t	0.00454985	0.0164308	0.0770849	0.0913437	0.0952863	0.091659	0.0979365	0.0826849	0.0669547	0.0973032	0.0341483	0.0818013	0.0318929	0.0855984	0.0126356	0.0137052	0.00247818	0.000999453	0.00405187	0.0114548
i	0.00543511	0.0134994	0.0514568	0.0851733	0.105017	0.125612	0.0732208	0.106646	0.0450707	0.0652513	0.0582945	0.0605986	0.0570771	0.0337015	0.0350093	0.025279	0.0107868	0.00721689	0.017728	0.0179258
m	0.00454496	0.00768913	0.0412881	0.0533358	0.0696363	0.0667836	0.108172	0.0620852	0.104111	0.0822914	0.0639572	0.104622	0.0613333	0.0815998	0.0237497	0.0271783	0.00433695	0.0019183	0.0148457	0.0165219
u	0.00654123	0.0127019	0.0235267	0.0397769	0.0360203	0.0303714	0.0473007	0.0251099	0.0484627	0.0412599	0.0854256	0.0632868	0.0769679	0.0611447	0.0451183	0.0649765	0.0309635	0.0163324	0.0517519	0.192961
