 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.734426	0.111601	0.0453302	0.0081313	0.0120446	0.00816733	0.00828018	0.00783611	0.00776859	0.00774832	0.00774216	0.00772181	0.00771931	0.00879576	0.016687
ì	0.255404	0.23683	0.106265	0.047959	0.0432262	0.0439654	0.0319965	0.0294796	0.0227498	0.0149906	0.0170057	0.0149584	0.0129389	0.0537253	0.0685054
n	0.70126	0.14422	0.0541131	0.0174769	0.0116481	0.00802655	0.00617955	0.00695108	0.00724542	0.00593531	0.00594946	0.00592672	0.0061922	0.0112328	0.00764207
o	0.396697	0.374398	0.130596	0.00588737	0.0206766	0.00726991	0.00869183	0.00651692	0.00640688	0.00583944	0.0059316	0.00608552	0.00529897	0.0135853	0.00611903
ì	0.0981418	0.470163	0.106016	0.0234183	0.0452201	0.0365533	0.03281	0.0226098	0.0179588	0.0172761	0.0169662	0.0152901	0.0151436	0.0345914	0.0478419
t	0.0927862	0.484517	0.197758	0.0252541	0.0258066	0.0280886	0.0260614	0.0239859	0.0185122	0.0174013	0.0151819	0.00693935	0.00638745	0.0138498	0.0174698
s	0.0687757	0.225193	0.229237	0.050853	0.0933008	0.0418523	0.050511	0.0378448	0.0312127	0.0292969	0.0253676	0.0106791	0.00903053	0.0368248	0.0600203
e	0.0424254	0.178048	0.233116	0.067153	0.0807463	0.0617778	0.0562604	0.0540499	0.0426596	0.0402246	0.0357455	0.0156685	0.0144875	0.0356705	0.0419668
r	0.0411233	0.161222	0.333248	0.0475595	0.0379824	0.0533631	0.0371255	0.0492478	0.0406927	0.0378163	0.0364115	0.0143331	0.0124414	0.0304584	0.0669752
e	0.0287375	0.0668344	0.306542	0.0655209	0.090374	0.050368	0.0522013	0.0500862	0.0477151	0.0455097	0.0442096	0.0178774	0.0114515	0.0445195	0.0780526
k	0.0408799	0.10524	0.384862	0.0361265	0.0336994	0.0463745	0.0240201	0.0476147	0.0408488	0.0354583	0.0482496	0.0187415	0.0131624	0.0375865	0.0871361
a	0.0190578	0.125926	0.226141	0.0778658	0.247248	0.0223064	0.0654896	0.0204938	0.0222888	0.0220186	0.0177835	0.0115005	0.00589616	0.0473284	0.068656
s	0.0395973	0.0946106	0.370192	0.0355495	0.0297569	0.0480774	0.0242373	0.0491257	0.0422831	0.0367606	0.0486272	0.0187638	0.0134608	0.0450821	0.103876
ì	0.0169167	0.0456221	0.33762	0.0700854	0.147576	0.0326112	0.0443683	0.0307732	0.0311237	0.0317627	0.0297751	0.0224346	0.0111611	0.0527955	0.0953735
m	0.0360685	0.129831	0.414753	0.0492121	0.0630284	0.0344107	0.030619	0.0328133	0.0322272	0.0323576	0.0322777	0.0201366	0.0101651	0.0175718	0.0645276
m	0.018332	0.0907762	0.137434	0.0817192	0.199388	0.0427849	0.1038	0.0278375	0.0363273	0.0460477	0.0221411	0.0204711	0.0091614	0.0310941	0.132686
e	0.0359384	0.152051	0.155521	0.0862988	0.110115	0.0669616	0.103316	0.0419649	0.0432401	0.0600802	0.0285634	0.0134835	0.0162667	0.0249483	0.0612506
r	0.014359	0.044145	0.34227	0.125528	0.208489	0.0313661	0.0854614	0.0242065	0.0242188	0.0325339	0.0208114	0.0084281	0.00600084	0.0128791	0.0193037
i	0.013408	0.0205406	0.148482	0.166012	0.250164	0.0439454	0.117105	0.0316335	0.0343636	0.0502025	0.0290057	0.0189092	0.00942851	0.0222314	0.0445689
è	0.0149239	0.0221257	0.126003	0.235126	0.236828	0.0500267	0.0802715	0.0325115	0.0333949	0.043236	0.0314453	0.0210471	0.0107002	0.0237073	0.0386529
f	0.00884931	0.0192846	0.158169	0.200135	0.323267	0.0387805	0.0997094	0.0222545	0.0240688	0.0332998	0.0199988	0.0151038	0.00856729	0.0118832	0.0166295
r	0.00665329	0.0395329	0.107305	0.148445	0.252091	0.0475173	0.146577	0.0208326	0.0263929	0.0465586	0.0167438	0.0165015	0.0147658	0.0469777	0.0631057
ì	0.0158301	0.0202678	0.10296	0.207333	0.204327	0.0576623	0.0859093	0.0354921	0.0370054	0.0545237	0.0364339	0.0283907	0.0150907	0.0228533	0.0759209
s	0.0077167	0.0168146	0.0953327	0.246959	0.215359	0.0632889	0.150001	0.0263288	0.0310364	0.0618002	0.0222721	0.0171944	0.0143351	0.00717405	0.0243869
k	0.00653175	0.0227161	0.128747	0.123153	0.214003	0.0712348	0.101986	0.0464787	0.0541429	0.06652	0.0403156	0.0349078	0.0183038	0.0176683	0.0532912
o	0.00863439	0.0115299	0.0448627	0.0777572	0.145127	0.0794614	0.105784	0.0874611	0.0965995	0.0736323	0.0753396	0.0546349	0.0200588	0.040877	0.0782402
è	0.0035778	0.00405987	0.0101099	0.120234	0.0851858	0.142758	0.112762	0.0960632	0.108932	0.125316	0.0801973	0.0480082	0.0245322	0.0193489	0.018915
