 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.907542	0.0654598	0.00322336	0.00269972	0.00799766	0.001355	0.00135703	0.00124506	0.00123953	0.00124181	0.00127192	0.00124746	0.00138789	0.00273176
p	0.458503	0.318185	0.0110317	0.00998513	0.0293422	0.00291907	0.00271138	0.0094965	0.00799741	0.0138565	0.0284799	0.0226056	0.0586421	0.0262445
e	0.126207	0.176215	0.090828	0.0785018	0.19375	0.00609339	0.00463882	0.0262386	0.0149539	0.0276699	0.0106282	0.0138036	0.112671	0.117801
t	0.28611	0.465995	0.0194184	0.0239652	0.0211845	0.00752353	0.00504347	0.0090191	0.00769231	0.00969488	0.0209702	0.0154875	0.0703801	0.0375161
à	0.0971581	0.169371	0.100605	0.0936179	0.113055	0.00784235	0.00499067	0.0293246	0.01673	0.0315772	0.0128678	0.0169431	0.11188	0.194037
c	0.193607	0.578062	0.0536057	0.0318428	0.0507146	0.00911007	0.0046593	0.00830455	0.00423545	0.00809432	0.00907357	0.00837625	0.0192175	0.0210969
i	0.0588087	0.208197	0.187742	0.202904	0.225694	0.0102828	0.00799701	0.0116812	0.00958561	0.0108201	0.00298905	0.0029535	0.0274552	0.0328885
a	0.0992798	0.223054	0.148496	0.148121	0.118758	0.0199583	0.0108193	0.026064	0.0173794	0.0245433	0.0224591	0.0223763	0.0606692	0.0580228
e	0.0522402	0.0701436	0.181781	0.249784	0.160892	0.0167045	0.013924	0.037597	0.0195098	0.0328835	0.0192571	0.0192671	0.0573353	0.068681
t	0.0444705	0.0516722	0.176921	0.256887	0.163217	0.0155969	0.0216075	0.0444438	0.0222405	0.0441067	0.0182416	0.0174425	0.0511708	0.0719831
o	0.0315598	0.0357997	0.122512	0.149308	0.123864	0.0423106	0.0922082	0.042557	0.035005	0.0498803	0.019801	0.0203066	0.0642124	0.170675
s	0.0386277	0.0445375	0.178514	0.281004	0.148564	0.0173492	0.0284505	0.0316963	0.0185063	0.0351092	0.0163938	0.0144435	0.0536287	0.0931756
ò	0.0296914	0.0326872	0.091576	0.106117	0.104228	0.0750962	0.114945	0.043466	0.0350655	0.0475682	0.0318947	0.0248134	0.0868223	0.17603
z	0.0294868	0.0508393	0.197756	0.281563	0.106944	0.0505271	0.0643595	0.0403667	0.0288275	0.040269	0.0130069	0.0103122	0.0233084	0.0624327
u	0.0130497	0.0150383	0.0876141	0.0893997	0.0810657	0.166357	0.185447	0.0612383	0.0641161	0.0267904	0.0208497	0.0181554	0.0671751	0.103703
m	0.0364278	0.0398712	0.129211	0.183142	0.130084	0.0937972	0.124828	0.0579847	0.0336154	0.0498186	0.0172386	0.0149187	0.0375289	0.0515329
e	0.0104144	0.0111941	0.0978007	0.0667994	0.105513	0.166238	0.17261	0.055637	0.0796786	0.0196877	0.0272824	0.0204536	0.0313677	0.135323
e	0.0380413	0.0387994	0.0642359	0.0681674	0.0858263	0.151889	0.176577	0.10254	0.067674	0.0586042	0.0193095	0.0175615	0.0423617	0.0684132
s	0.0237732	0.0243452	0.0350469	0.040066	0.0438127	0.196564	0.166723	0.137186	0.130973	0.050391	0.0195436	0.0139049	0.0340406	0.0836297
ò	0.0143245	0.0145351	0.0241076	0.0231797	0.0321227	0.171732	0.146266	0.132583	0.175181	0.0377753	0.0237882	0.0218499	0.0337977	0.148757
z	0.0125656	0.0150233	0.0334134	0.0481443	0.0315726	0.278711	0.145828	0.143365	0.155646	0.0338188	0.0182046	0.0116087	0.0159331	0.0561652
u	0.00518265	0.00546424	0.0591475	0.0532475	0.0571052	0.100585	0.0905012	0.121386	0.17888	0.038058	0.0174775	0.0513562	0.08154	0.140069
n	0.017082	0.0175961	0.0211576	0.0274914	0.0229275	0.113637	0.0872307	0.235891	0.246132	0.0610196	0.0214614	0.0191601	0.0269923	0.0822219
f	0.00587913	0.00604456	0.0555012	0.0371252	0.0622722	0.103746	0.102316	0.10401	0.142243	0.0627321	0.0269648	0.0644174	0.047897	0.178851
à	0.0116797	0.0117207	0.0136558	0.013172	0.0141917	0.10215	0.0885844	0.102009	0.169605	0.0976556	0.0361342	0.0655404	0.0611612	0.21274
i	0.00490748	0.00554493	0.0102328	0.0146948	0.00853026	0.109739	0.0650851	0.258545	0.278839	0.120353	0.0119611	0.0317654	0.0163462	0.0634562
o	0.00700131	0.00712349	0.00959944	0.0104931	0.00955935	0.0833047	0.0685426	0.246069	0.309514	0.135926	0.0133861	0.0249604	0.0298545	0.0446664
g	0.00795806	0.00803091	0.00959484	0.010443	0.00949071	0.0677792	0.055184	0.224606	0.292768	0.131161	0.01704	0.0340783	0.0422495	0.0896162
e	0.00406887	0.00405151	0.0304263	0.0194184	0.0352267	0.0702997	0.0690793	0.0957437	0.117209	0.0886451	0.0410616	0.202664	0.091228	0.130877
l	0.01274	0.0128131	0.0131375	0.0148459	0.0129463	0.0237091	0.0211142	0.123106	0.134325	0.186303	0.0322254	0.0750819	0.0842682	0.253384
à	0.00299399	0.00308146	0.0267397	0.0187515	0.0313601	0.0540017	0.0518983	0.0969746	0.122659	0.102883	0.0399212	0.211716	0.12909	0.107929
o	0.00485042	0.00529671	0.00690606	0.0110558	0.00556705	0.0400028	0.0239792	0.177836	0.217483	0.222287	0.0247151	0.110448	0.0606568	0.0889171
p	0.00512348	0.00510764	0.00569506	0.00667758	0.0054323	0.0205063	0.0160328	0.101017	0.14116	0.236942	0.0488108	0.182762	0.129579	0.0951547
r	0.00267196	0.00277255	0.0198909	0.0157929	0.0233331	0.0526785	0.0463042	0.128031	0.147971	0.102673	0.0253351	0.159949	0.169126	0.10347
ì	0.00408396	0.00430902	0.00478153	0.00746828	0.00416892	0.0116325	0.00768837	0.0853119	0.0897258	0.177408	0.032542	0.175207	0.213563	0.18211
