 	il	ladro	poteva	entrare	da	qui	</S>
o	0.95149	0.0305999	0.0076429	0.00202591	0.00203536	0.00207633	0.00412955
l	0.613528	0.279353	0.027288	0.00906431	0.0111591	0.0363343	0.0232736
à	0.155094	0.465654	0.0538117	0.0432311	0.0247146	0.104731	0.152763
d	0.17524	0.755334	0.0364296	0.00668262	0.00718314	0.0114877	0.00764309
r	0.0687596	0.316384	0.258175	0.156583	0.0299105	0.031535	0.138653
o	0.0437321	0.384551	0.324959	0.151382	0.0267217	0.0334974	0.0351565
ì	0.0460824	0.205953	0.44805	0.135148	0.0403733	0.039113	0.0852799
s	0.0354514	0.155435	0.514134	0.179407	0.0499359	0.0212592	0.044378
o	0.012618	0.0761583	0.506434	0.208314	0.0853469	0.0182782	0.0928499
z	0.0151229	0.0360559	0.483751	0.349596	0.0628679	0.0177355	0.0348711
e	0.00413252	0.0103782	0.0831016	0.332533	0.266646	0.16782	0.135389
è	0.0111663	0.0161486	0.172088	0.503613	0.19028	0.0311096	0.0755947
m	0.00765929	0.0164058	0.130323	0.4039	0.293993	0.0595779	0.0881419
b	0.00680666	0.0178183	0.0801312	0.199892	0.270277	0.255059	0.170016
i	0.00655563	0.0242073	0.0973197	0.337784	0.283109	0.141913	0.109112
a	0.00602422	0.0119624	0.0435186	0.180519	0.262053	0.335201	0.160722
p	0.00377019	0.00376217	0.0159288	0.0414369	0.0822529	0.605204	0.247645
ò	0.000852705	0.00152014	0.00579658	0.0427717	0.0798404	0.724492	0.144727
t	0.00136722	0.00179252	0.0109888	0.0230664	0.0377583	0.807695	0.117332
t	0.00140705	0.00148313	0.00580018	0.0166655	0.0343049	0.686626	0.253713
u	0.00255839	0.00269849	0.00906396	0.0358359	0.0481144	0.613531	0.288198
</S>	0.0062119	0.00496085	0.0118215	0.0234301	0.0443754	0.495507	0.413693
