 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.959642	0.0129662	0.0090415	0.00288012	0.00160595	0.00133637	0.00134321	0.00133773	0.00132986	0.00133012	0.00133821	0.00135776	0.00156831	0.00292276
n	0.559104	0.205743	0.0353324	0.0104289	0.00536056	0.00989083	0.00591506	0.00553479	0.0130611	0.0150106	0.0196763	0.0462058	0.0412706	0.0274663
è	0.150997	0.285961	0.177605	0.0198502	0.013757	0.0204545	0.0240098	0.01939	0.0156639	0.0124933	0.0112436	0.0237497	0.090044	0.134781
r	0.324273	0.319327	0.182408	0.0462771	0.0182378	0.00573824	0.00854419	0.00911118	0.00779347	0.00923358	0.0133409	0.0159595	0.0227767	0.0169794
t	0.256608	0.155728	0.21389	0.102535	0.0707939	0.0231732	0.0266381	0.0206888	0.0190039	0.0182889	0.0178816	0.0203812	0.0302189	0.0241698
i	0.11506	0.0861906	0.176189	0.214653	0.148704	0.0264072	0.0278732	0.023406	0.0231182	0.0228332	0.0225925	0.0435353	0.0459578	0.0234801
s	0.045847	0.161835	0.41706	0.104119	0.0556265	0.0210734	0.0319016	0.026937	0.0167951	0.0158477	0.0158395	0.0204253	0.0322713	0.0344216
e	0.0379548	0.0954969	0.198088	0.2342	0.132461	0.049738	0.0421614	0.032712	0.0256408	0.0189321	0.0158109	0.0273529	0.0342897	0.0551612
s	0.034683	0.0996682	0.350399	0.193242	0.0520553	0.0218031	0.0369175	0.0370093	0.0197549	0.0158471	0.0155738	0.0224556	0.0334908	0.0671002
e	0.0255344	0.0431253	0.104265	0.212566	0.195528	0.0537388	0.0339167	0.0271935	0.0427862	0.0383181	0.029899	0.0226634	0.043737	0.126729
t	0.0326765	0.0553104	0.236689	0.308095	0.123738	0.0205879	0.0256307	0.0266779	0.0190338	0.0161935	0.0175982	0.0212299	0.0323733	0.0641669
t	0.0202414	0.0305884	0.0727159	0.154943	0.21248	0.0933825	0.0435357	0.0303519	0.0403751	0.0388948	0.0327042	0.0223828	0.0796637	0.127741
à	0.0307236	0.0395044	0.113402	0.234158	0.1845	0.0413568	0.0391101	0.0352399	0.0338073	0.0321067	0.0299282	0.0279868	0.049263	0.108913
a	0.0162049	0.0248191	0.12397	0.266674	0.305423	0.0465336	0.0468616	0.0406038	0.026377	0.0240043	0.0209739	0.00791265	0.013047	0.0365956
n	0.028857	0.0310204	0.0495108	0.150633	0.267741	0.157847	0.0744374	0.0514221	0.0501207	0.039334	0.0257951	0.016344	0.0180448	0.0388928
d	0.0105394	0.0394936	0.0552397	0.144892	0.167695	0.200999	0.0734292	0.0506611	0.0395867	0.0272554	0.010964	0.0165676	0.0250597	0.137619
e	0.0244619	0.0250287	0.0304798	0.0596007	0.106846	0.118572	0.072118	0.0665949	0.0797542	0.0677677	0.0337674	0.0413847	0.0284693	0.245155
m	0.0146097	0.0147763	0.0165198	0.026677	0.0621667	0.225728	0.153151	0.121844	0.100819	0.0653577	0.0324957	0.0290755	0.0247703	0.112009
i	0.00594036	0.0207591	0.0480043	0.107063	0.120114	0.257204	0.0919714	0.0663839	0.0537857	0.0321506	0.0148126	0.0266497	0.0470774	0.108083
n	0.0227993	0.0229377	0.0249361	0.0338826	0.0705575	0.19666	0.121426	0.091247	0.084474	0.068064	0.0443084	0.0451796	0.0242178	0.14931
d	0.00435986	0.0111174	0.0260343	0.0722607	0.0823768	0.217894	0.0827285	0.0700179	0.118345	0.0691579	0.0255341	0.0419653	0.0416608	0.136547
è	0.0121948	0.0122961	0.0128972	0.0179406	0.0379908	0.136148	0.0967389	0.0756286	0.126018	0.110623	0.0552174	0.0464238	0.0498225	0.21006
l	0.00316086	0.00339994	0.00504979	0.0190875	0.0574197	0.16658	0.149799	0.126999	0.161191	0.137421	0.101079	0.0177279	0.0142749	0.0368106
a	0.00365938	0.0159287	0.0380242	0.0645577	0.0707096	0.180787	0.0690064	0.0582785	0.138871	0.0892893	0.0460978	0.0318899	0.0577447	0.135156
p	0.00675318	0.00677202	0.0071676	0.00856489	0.0137608	0.0812801	0.071359	0.0736341	0.153381	0.196732	0.168432	0.070329	0.0468458	0.094989
l	0.00244568	0.00693998	0.0174185	0.0424451	0.049712	0.141531	0.0547868	0.0485855	0.130409	0.103681	0.054346	0.137057	0.10724	0.103403
è	0.0128837	0.0129213	0.0130368	0.0144463	0.0185745	0.0584032	0.101494	0.0958222	0.104836	0.114949	0.0671416	0.0394269	0.119558	0.226505
o	0.00268637	0.00285416	0.00345694	0.00955104	0.0196182	0.0955315	0.0968442	0.0813949	0.135984	0.175577	0.159797	0.0674544	0.0703408	0.07891
k	0.00464278	0.00507186	0.00542352	0.0130986	0.0187414	0.0908114	0.0809311	0.0781821	0.160737	0.239648	0.131714	0.0593706	0.0415273	0.0700998
a	0.00350151	0.00843261	0.0198526	0.0536846	0.0612285	0.120341	0.0632205	0.0608879	0.155265	0.113068	0.0480301	0.0783234	0.0668893	0.147275
e	0.0058495	0.00584512	0.00612624	0.00656936	0.00732688	0.0271019	0.0300678	0.0305826	0.0457439	0.113197	0.124303	0.17955	0.145354	0.272382
m	0.00295366	0.00306857	0.00322223	0.00616088	0.00838479	0.0359357	0.0393465	0.0388182	0.0624535	0.140309	0.0872278	0.196619	0.178446	0.197055
è	0.00320729	0.0134222	0.0308574	0.0527102	0.0601768	0.16737	0.0630311	0.0564919	0.108025	0.0820957	0.034577	0.149561	0.0674242	0.11105
c	0.0018829	0.00192721	0.00274311	0.0048694	0.00724768	0.0208586	0.0560284	0.0527759	0.0395732	0.0997482	0.114835	0.108139	0.40733	0.082041
h	0.00090456	0.00309689	0.00494967	0.0125797	0.020463	0.0557679	0.0259524	0.0219706	0.0582695	0.0567605	0.0462423	0.108852	0.480733	0.103458
i	0.00623039	0.00646821	0.00660723	0.0121533	0.0158043	0.0323892	0.0354558	0.0365415	0.0590387	0.0963163	0.100771	0.136833	0.191294	0.264097
</S>	0.00468869	0.00461635	0.00513388	0.00571093	0.00449451	0.00896517	0.0125873	0.0144035	0.0228332	0.0346615	0.0518424	0.162685	0.43568	0.231698
