 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.892397	0.0659379	0.0208236	0.00294115	0.0027485	0.00210884	0.00210943	0.00211222	0.00209996	0.00219647	0.00452484
d	0.390129	0.333719	0.0724793	0.00827405	0.00617392	0.00908559	0.0110846	0.0110235	0.044745	0.0485264	0.0647595
ì	0.180336	0.205987	0.2252	0.0323564	0.0327954	0.0105759	0.00731558	0.00731271	0.0317152	0.139376	0.12703
s	0.169585	0.69719	0.0855451	0.0118294	0.00663422	0.00274075	0.00361998	0.00380651	0.00433716	0.0085832	0.00612893
o	0.0751441	0.291242	0.214302	0.171549	0.105075	0.0208453	0.0182411	0.0181475	0.0214003	0.0390371	0.0250167
n	0.0947963	0.279464	0.382642	0.037103	0.0330786	0.0158686	0.0151549	0.0155716	0.02187	0.0444772	0.0599737
t	0.0323829	0.0588119	0.247328	0.200523	0.237454	0.0305988	0.0128836	0.0115555	0.0296831	0.0410143	0.0977653
a	0.0543117	0.0774765	0.308746	0.121761	0.132072	0.0275772	0.018597	0.0182846	0.0447964	0.0873884	0.10899
o	0.0477844	0.0709768	0.303431	0.103583	0.200568	0.0243455	0.0144453	0.0136694	0.034752	0.0640912	0.122353
n	0.0404646	0.0504057	0.15815	0.172964	0.304463	0.026293	0.0159307	0.0134323	0.029094	0.0523138	0.136488
a	0.0180212	0.029102	0.103545	0.379611	0.199883	0.0490948	0.0222118	0.0160299	0.0300646	0.0424536	0.109983
d	0.0390645	0.0475963	0.137849	0.200921	0.335455	0.020928	0.0113733	0.0096909	0.0274493	0.0568921	0.112781
e	0.0117225	0.0179585	0.0770242	0.387972	0.181982	0.070699	0.0353799	0.0318432	0.0381657	0.0562688	0.0909838
r	0.0339583	0.0457037	0.113519	0.215613	0.308729	0.0201284	0.0142189	0.0112686	0.025157	0.0514133	0.160291
f	0.0192295	0.0217574	0.0393271	0.34759	0.203421	0.0559769	0.0410378	0.0371865	0.0272727	0.0568026	0.150398
ò	0.0187549	0.0221446	0.0515699	0.328745	0.233668	0.0484408	0.0333896	0.0306334	0.0258372	0.0512759	0.155541
m	0.0186686	0.0322939	0.0896303	0.436571	0.231826	0.0532129	0.0266107	0.0210608	0.00703528	0.0128568	0.0702339
m	0.00846828	0.0132648	0.0896141	0.169677	0.145123	0.161782	0.0700136	0.0531253	0.0377317	0.0329231	0.218276
u	0.00967931	0.0151037	0.106685	0.200049	0.243282	0.107214	0.0573598	0.0423167	0.0474426	0.067982	0.102887
