 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.934596	0.0302592	0.00819846	0.00524914	0.00310582	0.00302924	0.00294055	0.00295578	0.00318411	0.00648127
a	0.673679	0.10957	0.0258157	0.017237	0.0107804	0.00601682	0.0270449	0.0403922	0.0473322	0.0421321
d	0.314269	0.397025	0.105764	0.0393559	0.0121329	0.00660885	0.0241063	0.0312512	0.0339567	0.0355299
e	0.151352	0.306365	0.213	0.0384744	0.0300179	0.00726605	0.0138774	0.028586	0.0558218	0.155239
r	0.181291	0.40202	0.0886253	0.051059	0.0160734	0.0108218	0.0257695	0.0490938	0.0930258	0.082221
f	0.108157	0.373649	0.208744	0.0379674	0.029419	0.0085757	0.0115196	0.0134314	0.0326771	0.17586
ì	0.113759	0.395306	0.134854	0.0409511	0.0274726	0.00979181	0.0260183	0.055396	0.0648899	0.131561
m	0.195819	0.600082	0.090293	0.0283821	0.0194805	0.00685329	0.00868378	0.00865764	0.0130157	0.0287335
m	0.02464	0.18572	0.282315	0.277346	0.0904272	0.0318487	0.00633751	0.0102679	0.00901045	0.0820865
u	0.0505826	0.370948	0.222743	0.193718	0.0673926	0.0318069	0.00723606	0.0150891	0.016811	0.0236722
f	0.0188931	0.313733	0.389707	0.183231	0.0337895	0.0168384	0.00602225	0.0104089	0.0122799	0.0150969
è	0.0190757	0.0949328	0.321642	0.312361	0.12087	0.0493667	0.00942357	0.0163041	0.0171841	0.03884
t	0.017502	0.252188	0.408876	0.241016	0.0343163	0.019494	0.00483362	0.00387285	0.00489373	0.0130078
i	0.0204411	0.129255	0.336736	0.284063	0.150051	0.0394822	0.0087603	0.00876506	0.00991021	0.0125366
p	0.025561	0.133777	0.295826	0.346159	0.0861293	0.0330801	0.0112847	0.00982499	0.0160247	0.0423329
ò	0.0153977	0.0294749	0.0893687	0.270241	0.300405	0.139057	0.0205242	0.0169377	0.0159956	0.102598
r	0.0139627	0.0829877	0.21455	0.373207	0.176317	0.0960037	0.00911384	0.0049127	0.00589697	0.0230481
k	0.011348	0.0590102	0.276149	0.411957	0.154602	0.04974	0.00854221	0.00571469	0.00476957	0.0181666
e	0.0171341	0.0398117	0.148361	0.373293	0.167221	0.043826	0.0371773	0.0504734	0.015505	0.107198
t	0.0129262	0.0254841	0.0807965	0.261749	0.441228	0.134568	0.0110099	0.00707202	0.00949568	0.0156706
e	0.0266875	0.0356137	0.0696474	0.189165	0.339232	0.136834	0.0339839	0.0219537	0.0156027	0.13128
e	0.0203247	0.0383903	0.0791816	0.157668	0.343955	0.229547	0.03895	0.0109405	0.0208067	0.0602364
n	0.020647	0.0256253	0.0540188	0.116208	0.402118	0.244007	0.0506903	0.0116409	0.0116991	0.0633462
a	0.00982705	0.0459168	0.133379	0.21108	0.244964	0.167489	0.0443181	0.0229503	0.0148447	0.105232
s	0.0275938	0.0366362	0.0773714	0.11787	0.278526	0.210915	0.0684942	0.0164639	0.0257399	0.14039
t	0.0120122	0.0161158	0.0382338	0.106709	0.329765	0.199207	0.0913422	0.0215241	0.0192889	0.165802
u	0.0153793	0.0218087	0.0486154	0.079011	0.252677	0.186176	0.0948386	0.0373402	0.0264087	0.237744
d	0.0164797	0.0247406	0.0527942	0.0708961	0.179906	0.188127	0.195695	0.0298417	0.031081	0.210439
i	0.0053454	0.0236932	0.099665	0.182898	0.220159	0.129436	0.115842	0.0892752	0.0436465	0.0900398
è	0.0232981	0.0375419	0.0751948	0.0898132	0.166886	0.213205	0.125103	0.0236484	0.0320631	0.213247
t	0.00900278	0.0205871	0.0619766	0.0996953	0.201334	0.259084	0.196996	0.028301	0.0135028	0.10952
s	0.00605252	0.0124028	0.042713	0.136097	0.254647	0.152683	0.151912	0.0413192	0.0253482	0.176825
i	0.00922474	0.0158254	0.0328053	0.0420267	0.0833291	0.0955954	0.222526	0.11743	0.0344389	0.346798
j	0.00896547	0.0133586	0.0278789	0.0332934	0.0536776	0.0549233	0.301453	0.165284	0.0499788	0.291187
a	0.00461638	0.0200285	0.0770037	0.165552	0.202641	0.127349	0.121767	0.125267	0.0664477	0.0893267
m	0.0130612	0.0190367	0.0392028	0.0444749	0.0584903	0.051675	0.238192	0.135054	0.0453686	0.355444
è	0.00683706	0.0207233	0.0486641	0.122176	0.178583	0.112149	0.163774	0.180745	0.0527552	0.113593
d	0.00698882	0.0127823	0.0348976	0.0554918	0.0895244	0.0828574	0.281193	0.180813	0.0586459	0.196806
i	0.00507564	0.0108511	0.0189443	0.0297032	0.0685164	0.0816043	0.200355	0.267248	0.0872399	0.230461
k	0.0080981	0.00739126	0.0102211	0.0118918	0.0148513	0.0119348	0.138508	0.236737	0.106737	0.453629
o	0.00462767	0.00892824	0.0154739	0.0344577	0.0719264	0.077692	0.200832	0.317696	0.0825723	0.185794
</S>	0.011755	0.0110584	0.0138371	0.0154086	0.017541	0.0145406	0.100888	0.209822	0.118282	0.486867
