 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.909962	0.0401223	0.0129441	0.0063438	0.00433609	0.00363621	0.00361941	0.00361454	0.0036109	0.00388954	0.00792104
d	0.657913	0.120119	0.0276104	0.0120015	0.00822665	0.0264244	0.00902904	0.0182412	0.0191242	0.0615093	0.0398015
e	0.114122	0.447665	0.12069	0.0171815	0.0183905	0.0301882	0.016443	0.00928572	0.00812984	0.0947553	0.123149
r	0.274941	0.297416	0.0689094	0.0524177	0.0355121	0.0259766	0.0155947	0.0169297	0.0180004	0.0982513	0.0960512
f	0.0931505	0.429434	0.139675	0.027401	0.0278439	0.0318383	0.023665	0.0106851	0.0079723	0.0610518	0.147284
ì	0.115969	0.398441	0.0746439	0.0440842	0.0709892	0.0413464	0.0257117	0.0195607	0.026389	0.066097	0.116767
m	0.16557	0.619852	0.0610812	0.0299445	0.0360186	0.0165649	0.0130572	0.00837931	0.00810849	0.0138978	0.0275263
u	0.026192	0.209488	0.276105	0.158541	0.0612271	0.0477179	0.0520734	0.0303751	0.0173239	0.0194055	0.101552
e	0.0235944	0.340223	0.433323	0.0749613	0.037091	0.0154301	0.0133074	0.00856745	0.00827936	0.0173038	0.0279195
n	0.0255197	0.120345	0.466962	0.203115	0.0409289	0.0336302	0.0271509	0.0125033	0.0104596	0.0206291	0.0387558
è	0.0188632	0.179209	0.291544	0.267328	0.0596047	0.0240446	0.0400175	0.0145887	0.00787946	0.0244975	0.0724229
e	0.0182654	0.116729	0.2944	0.34776	0.0784885	0.0307824	0.0501257	0.0140969	0.00687531	0.00912053	0.0333556
r	0.0204891	0.0391889	0.212209	0.440249	0.11469	0.0419831	0.0748284	0.0179599	0.0108267	0.010821	0.0167551
t	0.0179455	0.0377224	0.14235	0.29385	0.16358	0.0673107	0.101148	0.0518112	0.0187314	0.0178529	0.0876973
o	0.0181762	0.0313709	0.116254	0.223614	0.161265	0.109499	0.128816	0.0724574	0.0273762	0.0231635	0.0880078
m	0.0141805	0.0262577	0.0744477	0.188633	0.22955	0.107547	0.218754	0.0645726	0.0161131	0.0198119	0.0401328
è	0.00940368	0.0595	0.144921	0.161982	0.123318	0.0861166	0.123589	0.112939	0.0628994	0.0524977	0.0628333
n	0.00633343	0.0204679	0.0659529	0.225334	0.26267	0.0950569	0.199712	0.0785463	0.0188502	0.00482706	0.0222486
a	0.0124508	0.0612132	0.137028	0.145975	0.120865	0.0825923	0.0959635	0.0864534	0.0167708	0.0316886	0.209
a	0.00775255	0.0104292	0.0188876	0.0623428	0.121734	0.290904	0.163358	0.210386	0.0485643	0.0249963	0.040645
n	0.00817638	0.0105475	0.0171385	0.0763275	0.140211	0.202962	0.160381	0.265888	0.0526562	0.0176188	0.048093
k	0.00627924	0.0344279	0.0908302	0.105275	0.0936998	0.134883	0.100664	0.17766	0.0889822	0.0542224	0.113077
ò	0.0126602	0.0133519	0.015985	0.0401836	0.130856	0.138704	0.128113	0.153019	0.0496721	0.082277	0.235178
r	0.00358942	0.00818991	0.0156842	0.0584884	0.116484	0.163974	0.161987	0.207085	0.16327	0.0500358	0.0512117
a	0.0101127	0.0200969	0.0303818	0.0710095	0.146251	0.153115	0.158698	0.23713	0.0691825	0.0296914	0.0743313
e	0.0114891	0.0099223	0.0113311	0.0150559	0.0455556	0.106854	0.0630217	0.139696	0.144954	0.176294	0.275826
t	0.008078	0.00986043	0.0141387	0.0346171	0.0795077	0.103133	0.10403	0.218913	0.154464	0.125077	0.148182
t	0.0044103	0.00705502	0.0162296	0.0679952	0.0791267	0.136721	0.0876036	0.18728	0.127025	0.127533	0.159019
ù	0.0051544	0.00765629	0.0117018	0.0162276	0.0413544	0.0914494	0.069231	0.107232	0.16083	0.274385	0.214778
</S>	0.002144	0.00617504	0.00813624	0.0159414	0.0439275	0.0447506	0.0608426	0.0645805	0.0883659	0.5086	0.156536
