 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.972026	0.0129652	0.00570958	0.00181088	0.00145198	0.00141157	0.0014772	0.00314766
n	0.658396	0.229585	0.0263536	0.0071094	0.00996129	0.0126806	0.0237755	0.0321384
è	0.197506	0.354557	0.175704	0.0274691	0.017498	0.0142026	0.0446371	0.168426
r	0.381383	0.388039	0.141852	0.0276699	0.0127755	0.00997722	0.0184262	0.0198768
k	0.276465	0.222022	0.270858	0.136089	0.0239599	0.0234374	0.0182514	0.028918
e	0.114713	0.1539	0.233423	0.322964	0.0539949	0.0626548	0.032364	0.0259871
s	0.0495445	0.165217	0.425585	0.275637	0.0197839	0.0190913	0.0205342	0.0246067
e	0.0549938	0.107233	0.276806	0.427875	0.0314567	0.0251643	0.0233959	0.053076
s	0.0432339	0.0755724	0.341233	0.407574	0.0320979	0.0142091	0.0276213	0.0584581
e	0.0403954	0.0520417	0.141276	0.383302	0.121896	0.0308634	0.0360325	0.194193
s	0.0480002	0.0569395	0.222701	0.498831	0.0632336	0.0143036	0.0265435	0.0694472
e	0.0274943	0.0324086	0.0793373	0.234751	0.319493	0.0646066	0.0540963	0.187812
t	0.0542373	0.0576217	0.136265	0.43826	0.173267	0.024923	0.0290181	0.0864085
t	0.0167339	0.0207112	0.0524444	0.170582	0.343543	0.157773	0.0741066	0.164106
à	0.0353796	0.0361734	0.0517503	0.152278	0.31208	0.069087	0.0496816	0.293571
s	0.0142567	0.0153053	0.0369085	0.137355	0.594424	0.109339	0.0173403	0.0750715
t	0.0125342	0.0146294	0.0321205	0.172932	0.338296	0.0690354	0.0606888	0.299764
e	0.0191477	0.0193832	0.0219532	0.0446203	0.343152	0.115924	0.0616179	0.374202
a	0.0171173	0.0172595	0.0217296	0.0365324	0.280909	0.267923	0.115867	0.242663
n	0.0192213	0.0196327	0.0213319	0.0471917	0.267399	0.262358	0.104891	0.257975
k	0.00598339	0.0148072	0.0486845	0.107142	0.141224	0.366742	0.121212	0.194205
ò	0.016043	0.0160957	0.0165114	0.0211369	0.115317	0.154971	0.161001	0.498924
r	0.00773412	0.00805979	0.0128204	0.0383515	0.151772	0.323405	0.2005	0.257357
a	0.0216824	0.0260179	0.032365	0.0812934	0.132682	0.214155	0.127927	0.363877
m	0.0179266	0.016721	0.0214503	0.0226114	0.0425891	0.10541	0.194435	0.578856
a	0.00493152	0.0158376	0.0331392	0.0916947	0.174743	0.430561	0.0931783	0.155914
r	0.0133824	0.0124275	0.0170536	0.0177344	0.0279356	0.0590822	0.343788	0.508597
è	0.00242513	0.00247511	0.00309118	0.00729903	0.0245196	0.100962	0.561275	0.297953
o	0.00320922	0.00322733	0.00501193	0.00834742	0.0283379	0.0591186	0.597055	0.295692
</S>	0.00835816	0.00781796	0.0109905	0.0148016	0.0431616	0.102373	0.43569	0.376807
