 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.814331	0.09964	0.0222102	0.00782349	0.00581757	0.00474048	0.0046745	0.00452683	0.00466086	0.00439466	0.00439291	0.00436785	0.00437826	0.0045299	0.00951117
à	0.408749	0.313053	0.0319932	0.0245873	0.0125077	0.0140839	0.0101139	0.00781021	0.00620824	0.0155384	0.0184822	0.0139194	0.0234837	0.0665949	0.0328746
t	0.227884	0.630564	0.040142	0.0185152	0.0080316	0.00475531	0.00433853	0.00416026	0.00436875	0.00519658	0.00736868	0.00365703	0.00934225	0.0213592	0.0103168
t	0.0822128	0.704082	0.0386977	0.0167707	0.0249619	0.00758046	0.0090504	0.0106553	0.0170109	0.0101364	0.00853466	0.00727819	0.00825025	0.0265757	0.0282021
e	0.0934925	0.48808	0.0935031	0.024425	0.0414153	0.0106432	0.0120263	0.0177949	0.0251732	0.0242332	0.0251459	0.0186841	0.0273336	0.0657611	0.0322886
o	0.0848537	0.414937	0.0935684	0.0309737	0.0516086	0.0139769	0.0162114	0.0207749	0.0373769	0.0267041	0.0267203	0.0177851	0.0277725	0.0657841	0.0709521
G	0.0637711	0.222576	0.234684	0.0428289	0.0623114	0.0250334	0.0286948	0.0358019	0.0529493	0.0360014	0.026187	0.0184889	0.0244358	0.0608559	0.0653807
i	0.0451999	0.0996153	0.195795	0.113257	0.0506888	0.036528	0.0353546	0.0372681	0.0292869	0.0500336	0.0302899	0.0172791	0.0145402	0.0655655	0.179298
o	0.0816028	0.297072	0.170165	0.0411961	0.0478234	0.0219341	0.0241603	0.0235662	0.03827	0.0295647	0.0278999	0.0145974	0.0323962	0.0801317	0.0696195
v	0.0569237	0.191237	0.305192	0.0454683	0.0484408	0.0258288	0.0279829	0.0352315	0.0444827	0.0403693	0.0251427	0.0141609	0.0214437	0.0514939	0.0666017
à	0.0195983	0.062581	0.208499	0.275106	0.0679239	0.0545434	0.0492468	0.0266301	0.0237938	0.0267359	0.0206669	0.0155823	0.00929369	0.0547969	0.0850024
n	0.0491598	0.22505	0.40442	0.0410748	0.0423272	0.0205844	0.0235956	0.0334336	0.0407713	0.0316688	0.0165769	0.0102361	0.0112114	0.0230354	0.0268556
n	0.0414552	0.195599	0.230227	0.186789	0.079818	0.0734078	0.0652023	0.0184695	0.024549	0.0126623	0.00609273	0.0110495	0.00489489	0.0209297	0.028855
i	0.0242388	0.0435713	0.200061	0.210231	0.137921	0.106657	0.102443	0.0314531	0.0493181	0.0178169	0.0081393	0.0219181	0.00826542	0.019838	0.0181276
è	0.0269655	0.0864564	0.30121	0.190678	0.101046	0.042924	0.0489521	0.0364317	0.0491358	0.0283899	0.0143974	0.0127661	0.0108271	0.0277139	0.0221058
s	0.0171876	0.0611516	0.34763	0.228875	0.0836336	0.0424695	0.0459402	0.033042	0.0408989	0.0279407	0.0199469	0.0111099	0.00704458	0.0133719	0.0197573
t	0.0142247	0.0418558	0.208483	0.233798	0.118938	0.0946979	0.0929284	0.0381082	0.0440421	0.029261	0.014093	0.0170764	0.00539211	0.0190158	0.0280848
a	0.0174768	0.0496875	0.11661	0.137501	0.153	0.0848027	0.0933021	0.0730601	0.0930784	0.055697	0.0241618	0.0343677	0.00935514	0.0277665	0.0301337
s	0.0192657	0.0642626	0.169716	0.236806	0.148379	0.0603621	0.0649766	0.0385677	0.0588596	0.0354733	0.0239417	0.015188	0.00874872	0.0224446	0.0330082
e	0.0143946	0.0277873	0.0484868	0.214551	0.184547	0.10576	0.106543	0.0499778	0.0634311	0.0390299	0.023725	0.0386918	0.00779061	0.0282117	0.0470731
è	0.0194027	0.0629927	0.0916333	0.225996	0.157669	0.0919142	0.0932844	0.0354735	0.0608508	0.0308154	0.0295356	0.0185572	0.0111944	0.0299501	0.0407303
s	0.00929775	0.0297133	0.0982571	0.225665	0.196839	0.104078	0.113797	0.0491859	0.0743406	0.0232057	0.0192827	0.0242107	0.00721485	0.00971593	0.0151975
t	0.00724805	0.015225	0.083672	0.226749	0.168671	0.129217	0.122094	0.0496286	0.0615795	0.0273663	0.0140801	0.0349552	0.00453652	0.0177383	0.0372388
a	0.0123555	0.0320214	0.0419772	0.150874	0.160157	0.0840918	0.0887428	0.075234	0.0922814	0.0649654	0.0317448	0.0591488	0.0120584	0.0326056	0.061742
s	0.0103207	0.032448	0.0433687	0.139917	0.212016	0.109477	0.119766	0.066439	0.116728	0.0338253	0.0228038	0.0360954	0.00767002	0.020559	0.0285656
e	0.00772036	0.0135675	0.0176731	0.10195	0.18402	0.125472	0.133717	0.0887382	0.101593	0.0443527	0.0209065	0.0717066	0.00842571	0.0254727	0.0546844
s	0.0115291	0.0353891	0.0348882	0.120688	0.174194	0.121184	0.133525	0.0698748	0.110824	0.0371721	0.0287003	0.0472083	0.0119536	0.0274341	0.0354356
t	0.00556385	0.0094641	0.0135475	0.0811338	0.158336	0.121569	0.129972	0.104204	0.10204	0.0511663	0.0227607	0.102102	0.00982178	0.0245924	0.0637274
o	0.00802594	0.0187922	0.0173411	0.0833236	0.160499	0.102741	0.115328	0.0915596	0.113391	0.0503557	0.0263975	0.0735863	0.0164646	0.0306599	0.0915336
s	0.00774572	0.0213506	0.0187853	0.071055	0.16159	0.0994239	0.121936	0.1016	0.132721	0.0580421	0.0341226	0.0910596	0.0121988	0.0282655	0.0401048
p	0.00507176	0.00883188	0.0114487	0.0611288	0.142538	0.106511	0.124936	0.114081	0.105336	0.0645817	0.0280595	0.122897	0.0109151	0.0244028	0.0692614
ì	0.00292481	0.00804599	0.036846	0.0976214	0.142627	0.106785	0.11364	0.104861	0.105252	0.0511288	0.0232201	0.0979445	0.0164223	0.0281002	0.0645812
t	0.00365331	0.0114566	0.041637	0.102018	0.164739	0.121485	0.137237	0.1072	0.138035	0.0400514	0.018889	0.0772556	0.00702777	0.00498178	0.0243337
i	0.00504708	0.00900486	0.0206676	0.112804	0.146439	0.13898	0.145236	0.0931577	0.0862089	0.0603856	0.0411798	0.0603304	0.014688	0.0250131	0.0408578
o	0.00525657	0.0157405	0.0139917	0.0438583	0.119021	0.0728538	0.0955411	0.127804	0.138098	0.113841	0.0609273	0.121666	0.0162541	0.025056	0.0300903
è	0.00484728	0.00802349	0.00925784	0.0355902	0.0948898	0.0690864	0.106131	0.129591	0.108815	0.128728	0.0591493	0.17449	0.0148347	0.0257856	0.0307806
s	0.0032803	0.00837672	0.0132257	0.0436105	0.115539	0.08229	0.125363	0.128137	0.122727	0.0998906	0.0471247	0.151755	0.0184417	0.0157273	0.024512
s	0.00286059	0.00499821	0.0144419	0.0853617	0.112628	0.116155	0.113134	0.104933	0.0789696	0.082439	0.0501087	0.11222	0.0169563	0.0410149	0.0637783
u	0.00471838	0.0109061	0.00867602	0.0269736	0.0751798	0.0456651	0.0769623	0.118761	0.11076	0.117278	0.0975846	0.121507	0.0479064	0.0494768	0.0876451
a	0.00431715	0.0106276	0.00783579	0.0213445	0.0501473	0.0335209	0.0603172	0.0967911	0.0924763	0.170699	0.136006	0.142818	0.06517	0.0576072	0.050322
n	0.00418506	0.00629434	0.00705852	0.0231394	0.0475795	0.0380707	0.0635367	0.0995937	0.0860454	0.171797	0.11075	0.195285	0.0478216	0.0500547	0.0487888
k	0.00374528	0.00384088	0.0214911	0.0851703	0.0654683	0.138194	0.0805051	0.0644607	0.0556186	0.0844857	0.0544585	0.127705	0.0503432	0.0470673	0.117446
ò	0.00904214	0.00992989	0.0102	0.0260791	0.0399553	0.0548977	0.0569009	0.0694123	0.0734648	0.104479	0.0754158	0.122369	0.0379347	0.0748282	0.235092
r	0.00243457	0.00555808	0.00848929	0.0248196	0.057031	0.0426029	0.079515	0.107281	0.0913192	0.142134	0.131593	0.143459	0.0973713	0.0333637	0.0330279
a	0.00623942	0.00651013	0.0150769	0.0308874	0.0396105	0.0614996	0.064613	0.0868016	0.0980207	0.148339	0.122373	0.18595	0.0503308	0.0361707	0.0475775
c	0.00445079	0.00648802	0.00530908	0.0162318	0.0190251	0.0217047	0.0300942	0.0447143	0.0435111	0.149844	0.16288	0.11616	0.169065	0.117157	0.0933658
e	0.0037232	0.00419029	0.0103723	0.0620938	0.0521337	0.0969792	0.0727707	0.0541808	0.039567	0.0792079	0.0595266	0.103021	0.0775001	0.162742	0.121992
p	0.00607278	0.00887442	0.00704355	0.0210093	0.0182092	0.0257889	0.0299601	0.0369205	0.0401281	0.126982	0.141109	0.109239	0.142029	0.123044	0.163589
u	0.00227467	0.0025703	0.00969739	0.0559398	0.0490432	0.0912338	0.0653021	0.0510512	0.0384616	0.0768405	0.0594122	0.109107	0.117132	0.144789	0.127145
m	0.00639453	0.0132671	0.00906777	0.0245131	0.0252412	0.0281457	0.0385613	0.0510656	0.0574587	0.131228	0.145158	0.11372	0.130696	0.114459	0.111024
à	0.00461846	0.00466923	0.0109406	0.0505807	0.0517659	0.10467	0.076945	0.0586212	0.0470692	0.0856473	0.0605329	0.132433	0.0936864	0.0993556	0.118465
r	0.00252679	0.00757408	0.0102051	0.0191594	0.0407867	0.0257521	0.0480096	0.0914028	0.109733	0.146909	0.142377	0.146183	0.120855	0.0388116	0.0497149
e	0.00429144	0.00531208	0.0104599	0.0301237	0.0321499	0.0445047	0.0485013	0.0640561	0.0723398	0.163471	0.139684	0.205285	0.100975	0.0360275	0.0428194
g	0.00397247	0.00782655	0.00554518	0.0152829	0.0173645	0.017546	0.022636	0.0352298	0.0418382	0.128927	0.159817	0.0965961	0.198575	0.17456	0.0742838
g	0.00402568	0.00383862	0.011503	0.0224172	0.0401977	0.0589254	0.0557324	0.0597723	0.0592045	0.0747466	0.0679004	0.102899	0.136897	0.0794475	0.222492
h	0.0100578	0.0103162	0.0104035	0.0152258	0.0148334	0.0238797	0.0177992	0.0260955	0.0433977	0.0929787	0.114708	0.0944954	0.153286	0.102169	0.270354
e	0.00397612	0.00410608	0.00650104	0.0119623	0.0154861	0.0205748	0.0137886	0.0208741	0.0310852	0.067705	0.0641405	0.101533	0.146432	0.119176	0.372659
</S>	0.00625784	0.00490623	0.00510869	0.00858186	0.00853377	0.0133085	0.00790259	0.0117052	0.0149383	0.0458971	0.0641291	0.0541315	0.165626	0.179981	0.408992
