 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.930357	0.0372492	0.00410697	0.00432968	0.00626936	0.00596493	0.00443229	0.00729045
n	0.314351	0.312624	0.0292895	0.0366102	0.0421192	0.0370674	0.103137	0.124801
a	0.113176	0.656405	0.0518334	0.0184821	0.0225238	0.0155974	0.0378592	0.0841227
v	0.115681	0.516878	0.0657339	0.0230287	0.0238654	0.0252859	0.0977501	0.131777
o	0.0188714	0.0504594	0.377269	0.100355	0.0622503	0.0643853	0.0420015	0.284408
r	0.0577285	0.163265	0.300424	0.0537077	0.0448321	0.0329374	0.0723241	0.274781
à	0.0165852	0.0501562	0.151044	0.162804	0.112771	0.116973	0.0532327	0.336434
s	0.0240412	0.055675	0.301426	0.199899	0.117057	0.0923575	0.0341903	0.175354
o	0.00900172	0.0254149	0.12404	0.344827	0.250714	0.124636	0.0244622	0.0969038
o	0.00953088	0.0295488	0.0654333	0.252596	0.246673	0.267607	0.0385016	0.0901088
t	0.00831706	0.0249496	0.0393198	0.217311	0.205217	0.22873	0.0744607	0.201695
s	0.0040677	0.0130194	0.0506436	0.202377	0.199576	0.234289	0.111319	0.184709
o	0.01082	0.0349601	0.0882489	0.214041	0.229379	0.276623	0.0598402	0.0860883
m	0.00466498	0.0144695	0.0173045	0.0585796	0.0748941	0.1038	0.470112	0.256176
ì	0.00365984	0.0119934	0.0266047	0.0907687	0.120202	0.330116	0.270716	0.145939
k	0.00329789	0.0104465	0.0280357	0.0495086	0.0558149	0.0827088	0.469859	0.300329
u	0.00534861	0.00676299	0.0153724	0.0350162	0.0427697	0.108032	0.458804	0.327894
à	0.00972617	0.0124352	0.0166079	0.0236638	0.0274839	0.0316145	0.380487	0.497982
i	0.00332835	0.00655316	0.0114562	0.0318831	0.0346156	0.032729	0.513538	0.365896
k	0.0047515	0.00614262	0.00835976	0.0193736	0.0234766	0.0269444	0.445997	0.464955
u	0.000986425	0.00229432	0.0140176	0.0314715	0.0475881	0.113092	0.49939	0.291159
à	0.00260251	0.0044353	0.00589331	0.00895541	0.0111701	0.0238932	0.537041	0.406009
i	0.00257197	0.00358556	0.00601906	0.0166215	0.0203861	0.0466697	0.482086	0.42206
m	0.00380589	0.00355135	0.00519461	0.00862194	0.0105323	0.0278834	0.455533	0.484878
è	0.00114581	0.00486211	0.0283048	0.0470374	0.0596726	0.163575	0.445191	0.250212
r	0.00233829	0.00388046	0.00670788	0.0156701	0.0241537	0.0533335	0.491532	0.402384
i	0.00327229	0.00330412	0.00419569	0.00899924	0.0110611	0.0240843	0.443405	0.501678
</S>	0.00793715	0.00608733	0.0121151	0.0131295	0.013993	0.0238722	0.399983	0.522883
