 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
ì	0.897745	0.0748738	0.00821953	0.00336875	0.00303918	0.00301401	0.00325739	0.00648258
s	0.504584	0.282855	0.0495257	0.0284991	0.0358356	0.0326417	0.0438752	0.022183
o	0.346026	0.503355	0.0405951	0.0193525	0.0127759	0.0172394	0.0369604	0.0236953
t	0.220558	0.625519	0.0283958	0.0129262	0.00938095	0.0176602	0.0510539	0.0345061
r	0.08691	0.237294	0.196124	0.0614388	0.0220774	0.0278882	0.0932169	0.275051
a	0.164413	0.550105	0.0802304	0.0380263	0.017134	0.0239997	0.0603807	0.0657113
ù	0.127847	0.39491	0.141997	0.0521905	0.022892	0.033638	0.0885519	0.137973
d	0.185709	0.475396	0.171918	0.047168	0.0179677	0.0179913	0.0324096	0.0514407
i	0.0302973	0.0968979	0.452452	0.215094	0.0202464	0.0219542	0.0436798	0.119379
ì	0.0744932	0.179595	0.503099	0.073816	0.0210799	0.0246633	0.0505741	0.072679
r	0.0530289	0.106005	0.645604	0.0950204	0.0230027	0.0189474	0.0198231	0.038569
t	0.0214051	0.0850504	0.563455	0.227139	0.0264171	0.0137191	0.0201656	0.0426485
e	0.0315005	0.0448044	0.449269	0.312592	0.0694041	0.0199907	0.0284073	0.0440322
g	0.0338733	0.0576853	0.513244	0.285783	0.030015	0.0175851	0.0226137	0.0392002
r	0.0155819	0.0455225	0.259578	0.34618	0.0415937	0.0253106	0.0240039	0.24223
a	0.0227625	0.0296693	0.299875	0.481375	0.0396217	0.020429	0.0352375	0.0710303
m	0.0230361	0.0261554	0.150584	0.619844	0.0688461	0.0271758	0.0336788	0.0506796
m	0.0125407	0.0260388	0.196373	0.40768	0.0819928	0.0861885	0.0453524	0.143834
è	0.00978473	0.0369085	0.305941	0.301712	0.0747486	0.0766892	0.0449735	0.149242
n	0.0140514	0.0264372	0.208007	0.462491	0.140911	0.0615883	0.0283207	0.0581935
o	0.0243096	0.03993	0.179942	0.462513	0.0550432	0.0628863	0.041898	0.133478
t	0.0174421	0.0174229	0.0570814	0.355862	0.280765	0.113997	0.0536866	0.103743
è	0.0137772	0.014307	0.0651756	0.347059	0.123183	0.0774364	0.0530383	0.306023
s	0.0125656	0.0180678	0.0683935	0.244569	0.426097	0.11885	0.0176063	0.0938513
s	0.0074994	0.00906709	0.105903	0.384121	0.157335	0.128511	0.0607843	0.146779
e	0.0157598	0.0189821	0.0706698	0.172235	0.307478	0.167984	0.0812501	0.165641
r	0.0122459	0.0147366	0.0347573	0.0752523	0.343708	0.29118	0.11876	0.10936
u	0.00718515	0.00746746	0.0347119	0.186531	0.185057	0.223719	0.121409	0.23392
c	0.014931	0.0169008	0.0353699	0.0661625	0.2396	0.228312	0.201335	0.197388
h	0.00247988	0.00423756	0.0479733	0.115207	0.0730976	0.439655	0.199039	0.118311
r	0.0162283	0.0161654	0.028752	0.0700211	0.0962667	0.177076	0.161369	0.434122
ò	0.00757403	0.00478763	0.00766749	0.0232356	0.0413812	0.110853	0.343184	0.461317
n	0.00315796	0.0028595	0.011644	0.0301715	0.0307799	0.0742954	0.711547	0.135545
u	0.00281243	0.00233568	0.0149512	0.0704127	0.0483685	0.386576	0.252225	0.222319
a	0.0145925	0.00817407	0.00996268	0.0204111	0.0194524	0.0787865	0.651025	0.197596
m	0.00794011	0.00439875	0.00627799	0.0138705	0.0287708	0.121092	0.543334	0.274316
p	0.00576404	0.011395	0.0760725	0.17735	0.0936743	0.403927	0.0978866	0.133931
ì	0.00147376	0.00164253	0.00508938	0.0125843	0.0150202	0.0706625	0.729894	0.163633
</S>	0.0016903	0.00141406	0.00489413	0.0129597	0.012701	0.0967635	0.797604	0.0719737
