 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.80633	0.103904	0.019486	0.00881319	0.0079452	0.00751123	0.00749331	0.00754373	0.00754802	0.00782388	0.0156012
t	0.57017	0.231027	0.0138209	0.00609129	0.0097556	0.0166513	0.0256364	0.0404679	0.0301375	0.0138384	0.0424038
t	0.104431	0.67443	0.0917257	0.0113382	0.0191127	0.0135988	0.00899578	0.00968401	0.00892839	0.00797846	0.0497779
ù	0.220035	0.495481	0.0607198	0.0268586	0.0265395	0.015665	0.022314	0.0330469	0.0308956	0.0228588	0.0455855
a	0.233641	0.643834	0.0544246	0.0107315	0.0108573	0.00598182	0.00732554	0.00832472	0.00797093	0.0102653	0.00664358
n	0.117946	0.53631	0.0836396	0.0307008	0.0393461	0.0264302	0.0305753	0.0334283	0.031635	0.0275837	0.0424051
k	0.0912183	0.336001	0.222692	0.0643485	0.0393949	0.0242965	0.0143958	0.0146456	0.0138511	0.0204296	0.158727
ò	0.098008	0.312285	0.129961	0.158616	0.0846047	0.0382442	0.0289534	0.030324	0.0332487	0.0384646	0.0472907
r	0.060285	0.537066	0.220067	0.103158	0.0290938	0.010098	0.00775277	0.0076722	0.00762677	0.0100056	0.00717451
a	0.0714598	0.175727	0.231831	0.200843	0.0956014	0.036099	0.0228489	0.0238403	0.0210845	0.0591783	0.0614866
s	0.0539192	0.169467	0.339106	0.203897	0.0706666	0.0321601	0.0206671	0.0215843	0.02026	0.0345619	0.0337105
t	0.0513013	0.0804569	0.219366	0.218557	0.101155	0.0720358	0.022721	0.0192015	0.0156965	0.0596938	0.139815
è	0.0472646	0.0803265	0.20264	0.169031	0.105285	0.066898	0.028099	0.0204782	0.0177038	0.0501747	0.2121
o	0.0237918	0.0907656	0.21914	0.4129	0.119581	0.0430693	0.0168529	0.00987391	0.00889797	0.0298056	0.0253213
n	0.0415244	0.0541995	0.151041	0.347955	0.175375	0.0704362	0.0194957	0.0164983	0.0144647	0.0415291	0.067481
m	0.0155069	0.0561593	0.0959179	0.208131	0.141976	0.0579198	0.0101594	0.00495528	0.00446687	0.0617629	0.343044
o	0.0107296	0.0559703	0.0848036	0.200305	0.172138	0.0986739	0.0281704	0.00852889	0.0139101	0.0340384	0.292731
l	0.0215319	0.0250872	0.0322914	0.15135	0.31774	0.197325	0.0315805	0.0106145	0.0142515	0.0603973	0.137831
ì	0.00955926	0.0317706	0.0788788	0.160397	0.210816	0.146259	0.0315644	0.0128869	0.0165994	0.0559034	0.245365
m	0.010633	0.0296471	0.0797438	0.365397	0.326067	0.0929829	0.0209066	0.00828701	0.00606524	0.0295084	0.0307618
o	0.0219418	0.0472525	0.124433	0.143736	0.161842	0.12355	0.0615539	0.0190082	0.0187199	0.0309665	0.246996
a	0.012055	0.0178739	0.0198505	0.108585	0.339477	0.313012	0.0672985	0.0115045	0.0160206	0.0467853	0.0475377
n	0.0114368	0.0135617	0.0154877	0.078901	0.231545	0.382149	0.109939	0.0189805	0.020778	0.0625389	0.0546829
a	0.010184	0.0219224	0.0764456	0.114194	0.138606	0.195995	0.0646886	0.0164569	0.024451	0.0870003	0.250056
m	0.0159804	0.0221987	0.0202384	0.0417896	0.154298	0.313721	0.184994	0.0404574	0.0447167	0.0675274	0.094078
m	0.0120254	0.026373	0.0759622	0.112259	0.16398	0.181107	0.0478453	0.0182889	0.0438446	0.13134	0.186974
è	0.00935613	0.0197323	0.0617442	0.118672	0.182497	0.19053	0.0947358	0.0458578	0.0822827	0.0392151	0.155377
n	0.0133021	0.023061	0.0275886	0.0561242	0.160696	0.292206	0.207653	0.0980134	0.0610336	0.0204362	0.0398868
o	0.0179553	0.0223374	0.0330692	0.0581769	0.123435	0.23471	0.183993	0.0863453	0.039412	0.0696822	0.130884
c	0.00945385	0.00850559	0.0086483	0.0236081	0.0462245	0.138218	0.261527	0.185623	0.0973445	0.0981977	0.122649
e	0.00505988	0.00790942	0.0166406	0.0442847	0.0844484	0.132513	0.104185	0.0452248	0.116489	0.18648	0.256765
e	0.00914046	0.00873541	0.00856895	0.0128349	0.0241165	0.070343	0.210832	0.180468	0.121139	0.0781879	0.275634
s	0.00630166	0.00659929	0.00685373	0.0224592	0.0402033	0.114415	0.231808	0.183119	0.173611	0.0995071	0.115123
t	0.00494006	0.00528351	0.00657621	0.0261428	0.0642471	0.156411	0.15978	0.0959089	0.0999911	0.0969814	0.283738
è	0.00460754	0.00608868	0.00539702	0.0128146	0.0353701	0.0972729	0.199192	0.145508	0.184613	0.0703552	0.238781
o	0.00372625	0.00905432	0.00729395	0.0260001	0.0485008	0.0827041	0.194932	0.19216	0.212575	0.135931	0.0871221
n	0.00676955	0.00659289	0.00637179	0.0187546	0.0360074	0.0835561	0.21631	0.230631	0.235392	0.0943261	0.0652891
e	0.00420357	0.00525808	0.0229399	0.0502291	0.0614125	0.102272	0.0945273	0.0756712	0.128229	0.13941	0.315846
a	0.0234158	0.0211885	0.0200052	0.0227082	0.0320614	0.0639429	0.148803	0.279994	0.220468	0.0506468	0.116766
s	0.00733126	0.00633292	0.00626244	0.0156988	0.0282391	0.0680025	0.182136	0.200542	0.210573	0.146304	0.128577
s	0.00314139	0.00350206	0.0043362	0.0217526	0.0598279	0.132564	0.130776	0.0795328	0.107682	0.143619	0.313267
ù	0.00471674	0.00675672	0.0056724	0.00945374	0.0199508	0.0405331	0.1398	0.177763	0.216929	0.0862422	0.292184
n	0.00422006	0.00938833	0.00735712	0.0216552	0.0400565	0.0551627	0.127234	0.151712	0.19065	0.299215	0.0933482
n	0.00315252	0.00402188	0.00997946	0.0312112	0.0523544	0.0986073	0.101189	0.110734	0.10412	0.142187	0.342443
i	0.0163937	0.016024	0.0160925	0.02393	0.0351729	0.0490111	0.0774446	0.105216	0.12493	0.0587698	0.477015
t	0.0310061	0.0220933	0.0220264	0.0210923	0.0272837	0.0401593	0.0980868	0.211091	0.157339	0.0552155	0.314607
i	0.00743851	0.00500148	0.00496	0.00889167	0.0153745	0.0338235	0.098759	0.152496	0.153293	0.191695	0.328267
</S>	0.0262356	0.0158817	0.0157837	0.0151296	0.0180156	0.0280332	0.0946114	0.207505	0.171473	0.108223	0.299108
