 	le	canzone	si	scrivono	alla	notte	</S>
a	0.931502	0.0539821	0.00402441	0.00204997	0.00206411	0.00207446	0.00430296
t	0.42186	0.502786	0.00870327	0.00608796	0.0120896	0.0222524	0.026221
r	0.14779	0.365555	0.188314	0.0224573	0.0132222	0.0789735	0.183687
a	0.177051	0.706569	0.0567926	0.00664882	0.0070734	0.0228583	0.023007
ù	0.148187	0.404172	0.251	0.0219863	0.0213131	0.0687931	0.084548
d	0.137446	0.448707	0.306287	0.027781	0.0159012	0.0227391	0.0411392
i	0.0391911	0.147575	0.243063	0.298386	0.0221576	0.0547699	0.194858
a	0.0650974	0.170543	0.57621	0.0652154	0.0206678	0.038821	0.0634455
g	0.07828	0.096025	0.283907	0.360433	0.0314597	0.03911	0.110786
r	0.0192984	0.0412571	0.168301	0.512621	0.0550664	0.0697736	0.133682
à	0.0349753	0.0495467	0.143416	0.571126	0.0250872	0.0361665	0.139683
f	0.0175878	0.0428349	0.12251	0.712396	0.0453003	0.0102548	0.0491161
u	0.00975869	0.0169008	0.14504	0.35438	0.106718	0.0715546	0.295648
t	0.0247318	0.0393505	0.0557124	0.360523	0.342763	0.0740943	0.102825
t	0.0103309	0.0110188	0.0354211	0.33016	0.199502	0.10134	0.312227
e	0.0100649	0.0147536	0.0201182	0.148925	0.360089	0.0995771	0.346471
t	0.00782579	0.0108374	0.0138792	0.0642499	0.328262	0.341839	0.233106
s	0.0033179	0.0035646	0.00731254	0.0826831	0.225413	0.544469	0.13324
e	0.00451472	0.00563105	0.00707198	0.038663	0.277349	0.482363	0.184407
n	0.00433501	0.00433113	0.00500205	0.0226062	0.11497	0.611056	0.237699
ì	0.00182959	0.00193956	0.0137676	0.0477092	0.178944	0.654134	0.101676
t	0.00416707	0.00483586	0.00696675	0.0428638	0.0854291	0.651486	0.204251
t	0.00209923	0.00209882	0.00334643	0.0182868	0.0893467	0.725145	0.159677
a	0.0058534	0.00622721	0.00711686	0.0343584	0.146589	0.607493	0.192362
</S>	0.00601521	0.00432641	0.0048784	0.0133196	0.0554736	0.548977	0.36701
