 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.760464	0.102336	0.0460049	0.0165196	0.0110404	0.0102268	0.0102276	0.0102928	0.010674	0.0222136
v	0.615591	0.142801	0.0253393	0.0188981	0.0194534	0.0226218	0.0185483	0.0278606	0.0645406	0.0443467
ò	0.309612	0.250783	0.0360596	0.0637456	0.0324156	0.0152875	0.00778645	0.018474	0.0539192	0.211917
e	0.314222	0.561764	0.0298254	0.0345727	0.0128086	0.00512971	0.00463501	0.00609531	0.0202421	0.0107042
n	0.206998	0.45193	0.0560566	0.046422	0.033281	0.0335802	0.025185	0.0394805	0.064337	0.0427297
ì	0.07046	0.231594	0.275832	0.168894	0.0540891	0.0146352	0.0123944	0.0193203	0.035603	0.117178
m	0.13404	0.454039	0.208669	0.0592941	0.0406558	0.0162847	0.0111403	0.0138862	0.0270476	0.034944
e	0.0164671	0.104883	0.173348	0.189965	0.136803	0.0439088	0.0251675	0.0130775	0.0178486	0.278532
a	0.030909	0.136436	0.561506	0.177649	0.0329551	0.00913555	0.00741254	0.00773329	0.0164977	0.0197659
n	0.0219786	0.0551467	0.347659	0.440784	0.0512134	0.0168505	0.00941459	0.00852924	0.0177871	0.0306371
k	0.0168296	0.114458	0.180276	0.311459	0.159247	0.0233934	0.0169533	0.0106476	0.0168606	0.149876
ò	0.0247658	0.036645	0.15072	0.227175	0.18125	0.0476123	0.0349882	0.0281018	0.0329557	0.235786
r	0.0103364	0.0335648	0.214684	0.382462	0.24466	0.0358008	0.0286365	0.00733577	0.00973311	0.0327854
a	0.016987	0.0387951	0.111395	0.351281	0.273372	0.0762676	0.0385235	0.0240523	0.0265268	0.0427989
p	0.014862	0.0183754	0.0812771	0.243861	0.330033	0.0914518	0.0869514	0.0149424	0.0347704	0.0834763
r	0.00635494	0.0250883	0.0623651	0.111519	0.255144	0.121147	0.15151	0.0604416	0.0452635	0.161167
ò	0.0123089	0.014329	0.0531088	0.190463	0.258893	0.0810794	0.109562	0.0214949	0.0330855	0.225676
n	0.00685036	0.0102627	0.0663876	0.202948	0.259174	0.130234	0.195622	0.0316433	0.0170676	0.0798101
t	0.00915897	0.0482814	0.0710159	0.118439	0.250003	0.136037	0.130484	0.042548	0.043652	0.150381
a	0.00797324	0.00833922	0.0183785	0.0596856	0.18395	0.209626	0.194399	0.0795412	0.0820258	0.156081
n	0.0064101	0.00661669	0.0157872	0.0482953	0.113629	0.221435	0.200027	0.117607	0.111223	0.15897
g	0.00655023	0.0243807	0.0459142	0.0749421	0.187562	0.163972	0.148412	0.146332	0.0557109	0.146224
h	0.0116617	0.0119113	0.0192838	0.0298931	0.133381	0.18165	0.199712	0.081611	0.109517	0.221379
ì	0.00468891	0.00625448	0.0168582	0.0274348	0.0910851	0.160576	0.222136	0.169238	0.0908113	0.210917
z	0.00421814	0.00519513	0.0289506	0.0440702	0.0869056	0.143928	0.172008	0.15254	0.146818	0.215367
i	0.0035745	0.00991392	0.0255066	0.0851096	0.12262	0.113232	0.119718	0.179026	0.229157	0.112143
n	0.00815247	0.00830931	0.0155315	0.035049	0.051382	0.110683	0.146345	0.189159	0.27212	0.163269
a	0.0039222	0.00866244	0.0183661	0.0429807	0.117905	0.127596	0.111547	0.233008	0.145186	0.190826
r	0.00679293	0.0068113	0.0100654	0.0225354	0.0358498	0.0705188	0.119336	0.194413	0.251036	0.282641
t	0.00209498	0.00263795	0.00812387	0.0252268	0.0738315	0.108827	0.113597	0.182676	0.290944	0.192041
i	0.00240171	0.00249022	0.00655411	0.0109291	0.0218302	0.0507926	0.0930114	0.217835	0.430387	0.163769
s	0.00139974	0.00132169	0.00250452	0.00445063	0.00802729	0.0158117	0.0298888	0.161213	0.599688	0.175695
t	0.000979599	0.00124253	0.00399136	0.00964039	0.023535	0.041412	0.0560091	0.115898	0.5997	0.147593
e	0.000815993	0.000840861	0.00201611	0.00323682	0.00741078	0.0143885	0.0375842	0.0989914	0.714239	0.120476
s	0.00115713	0.000983614	0.00158853	0.00246343	0.00555577	0.00965353	0.0160572	0.135196	0.702469	0.124876
e	0.00066945	0.000784048	0.00251395	0.0046622	0.0119011	0.0219358	0.037143	0.092596	0.677733	0.150062
t	0.00101861	0.00086851	0.00120224	0.00216869	0.00388261	0.00609566	0.0100051	0.0987922	0.766439	0.109527
t	0.000636879	0.000836537	0.00269977	0.00743756	0.0172511	0.0286742	0.0391673	0.092101	0.668099	0.143097
ò	0.000541861	0.000537599	0.00104546	0.00176954	0.00353192	0.00648437	0.0157161	0.0774071	0.77593	0.117036
</S>	0.000718445	0.000717481	0.00218555	0.00310521	0.00681184	0.00933516	0.012464	0.0644599	0.766229	0.133974
