 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a	0.94821	0.0284408	0.00394018	0.00189261	0.00134865	0.00139954	0.00131644	0.00131375	0.00134607	0.00131071	0.00130986	0.0013066	0.00132349	0.0013127	0.00140592	0.00282295
k	0.57191	0.14389	0.0258278	0.00601521	0.00390974	0.00312334	0.0104129	0.00945023	0.0120913	0.0220103	0.0163083	0.0152195	0.0323233	0.0255546	0.0690002	0.0329531
è	0.128442	0.312301	0.189156	0.0133849	0.0103394	0.00588245	0.0260999	0.0173546	0.0319344	0.0162716	0.0130496	0.0133367	0.00933999	0.0121624	0.0959368	0.105009
c	0.24377	0.426208	0.189493	0.0322137	0.00516356	0.00421132	0.00568636	0.00429351	0.00632609	0.00945993	0.00779149	0.00656013	0.0120042	0.0106991	0.0212508	0.014869
c	0.0811961	0.35019	0.298941	0.106188	0.0161477	0.00871022	0.0145067	0.0124591	0.0190758	0.00720004	0.00635264	0.00628164	0.00442426	0.00455338	0.0300185	0.0337552
i	0.173222	0.179192	0.268376	0.22021	0.013056	0.00954469	0.0118316	0.0119918	0.0142978	0.0113161	0.0115203	0.0112114	0.0111455	0.0116462	0.0241851	0.017253
a	0.111374	0.173021	0.212441	0.126483	0.0264723	0.02233	0.0288271	0.0279127	0.0383937	0.0273443	0.0269327	0.0272227	0.0269884	0.0275059	0.0601097	0.0366423
a	0.0585453	0.0939047	0.301314	0.102432	0.0359867	0.0220934	0.0416835	0.0286591	0.0667884	0.0254509	0.023447	0.0235878	0.0217329	0.0221931	0.0623496	0.0698315
r	0.0603722	0.0693525	0.155693	0.147282	0.0317007	0.0238509	0.0686212	0.0434928	0.0844447	0.0430753	0.0344314	0.0352125	0.0247253	0.0245872	0.0647862	0.0883722
è	0.0410947	0.0442597	0.0747084	0.1278	0.0424283	0.0569702	0.0583986	0.0437508	0.0588991	0.0624343	0.0529859	0.055336	0.0178187	0.0176738	0.0641329	0.181309
t	0.0387895	0.0866986	0.220233	0.246782	0.0347622	0.0337821	0.0424926	0.0298576	0.0404725	0.0412222	0.0360697	0.0361724	0.0115322	0.0107235	0.0241246	0.0662855
i	0.0249189	0.0332011	0.105599	0.136939	0.101458	0.096759	0.0700008	0.063294	0.0477496	0.0436353	0.0427304	0.0482952	0.0117726	0.0113041	0.0404883	0.121855
e	0.0348169	0.0528215	0.141021	0.262533	0.0651402	0.0628155	0.047512	0.0290319	0.0397002	0.0492601	0.0399186	0.0394572	0.0150058	0.0138435	0.0351925	0.0719307
s	0.0363085	0.0398353	0.0569043	0.104841	0.101736	0.133498	0.0717769	0.0550523	0.061087	0.0623999	0.0563396	0.0590435	0.0171633	0.0158057	0.0463586	0.0818498
ò	0.0226983	0.023421	0.0290405	0.0495889	0.126355	0.173003	0.0798456	0.0771019	0.0443566	0.0444443	0.0475569	0.059116	0.0157179	0.0137143	0.0409274	0.153113
z	0.019976	0.0326524	0.0646955	0.137644	0.19545	0.180706	0.050596	0.0437957	0.0360959	0.0364047	0.0369026	0.0385507	0.0132369	0.00945175	0.0210249	0.0828167
u	0.00705222	0.00911196	0.0337175	0.0815896	0.12585	0.117346	0.0891844	0.13461	0.0378782	0.0179072	0.0402233	0.0601518	0.0129581	0.0181777	0.0639218	0.15032
n	0.0233867	0.026732	0.0380156	0.0649068	0.183108	0.143217	0.116638	0.0882058	0.0432939	0.0445365	0.0516554	0.0645525	0.0136235	0.0115988	0.0272934	0.0592356
f	0.00726438	0.00871124	0.0291683	0.0837946	0.118496	0.124832	0.0760261	0.142467	0.0496641	0.0192706	0.0446721	0.0717796	0.00911521	0.0175709	0.0278431	0.169325
à	0.0110066	0.0111843	0.0120213	0.0154611	0.100398	0.131953	0.0909584	0.129774	0.067179	0.0334014	0.0757934	0.107832	0.0127427	0.0241382	0.0332843	0.142872
i	0.00588604	0.00908818	0.0162109	0.0369421	0.270902	0.139256	0.134913	0.182374	0.041689	0.013761	0.0317748	0.0480684	0.00643507	0.00527485	0.00757628	0.0498486
o	0.00823423	0.00889695	0.0111961	0.0182032	0.18977	0.123697	0.173861	0.23264	0.0572307	0.0193134	0.0417849	0.0642456	0.00613412	0.00569254	0.0140866	0.0250142
g	0.0091953	0.00958155	0.0108745	0.0142326	0.149054	0.113726	0.1782	0.225481	0.0634464	0.0214213	0.0449961	0.0693216	0.00883651	0.0068251	0.0256251	0.0491832
e	0.00398336	0.00418586	0.00762095	0.024085	0.0706321	0.0680758	0.0942703	0.124216	0.0884716	0.0204537	0.0814517	0.126492	0.0263207	0.0766697	0.0624442	0.120627
l	0.0140346	0.0144615	0.0157239	0.0177254	0.0698062	0.0591054	0.142382	0.15389	0.0647453	0.0295082	0.0731989	0.100543	0.0162701	0.0143795	0.042008	0.172217
à	0.00278336	0.00307822	0.00619405	0.0209491	0.0525302	0.0487309	0.087619	0.114927	0.0972173	0.0247797	0.0898276	0.121096	0.0328695	0.118255	0.0828844	0.0962586
o	0.0041151	0.00548198	0.00841025	0.0127958	0.145055	0.0702968	0.181038	0.196907	0.0906859	0.0151899	0.0698625	0.0960308	0.00930309	0.0138181	0.0133349	0.0676747
p	0.00387874	0.00406065	0.00464938	0.00606331	0.0578285	0.0439801	0.158374	0.176444	0.134783	0.0255862	0.123271	0.154025	0.0112437	0.0204356	0.0324571	0.0429199
r	0.00248951	0.00281371	0.00555359	0.0191295	0.0547953	0.0444379	0.110334	0.134196	0.100551	0.0205583	0.0869649	0.107549	0.0206818	0.0930723	0.107427	0.0894471
ì	0.00385961	0.00433416	0.00554747	0.00718747	0.0476135	0.0278843	0.147474	0.127982	0.114831	0.0232291	0.10935	0.132118	0.0132877	0.036075	0.0515633	0.147663
m	0.0024764	0.00348343	0.00550793	0.00860177	0.068816	0.0367573	0.116105	0.124535	0.116943	0.0456538	0.127878	0.143232	0.0195644	0.0613967	0.0405508	0.0784984
a	0.0030515	0.00517578	0.0137593	0.0334473	0.0624035	0.0528014	0.111416	0.147852	0.108008	0.0208375	0.0765635	0.0944922	0.0154951	0.0576306	0.0929177	0.104149
k	0.00421949	0.00439508	0.00490809	0.00563991	0.0129574	0.0105513	0.0665384	0.0566486	0.124333	0.102643	0.174007	0.177796	0.0520688	0.0857288	0.0564386	0.0611272
a	0.00312485	0.00324418	0.00467065	0.0111568	0.0527102	0.0523509	0.0613712	0.0715118	0.0793515	0.0534739	0.0776845	0.109968	0.0677765	0.151658	0.0803323	0.119614
n	0.00607822	0.00615573	0.00645359	0.00689338	0.0112178	0.0108197	0.044321	0.0461148	0.100525	0.0878801	0.156584	0.166108	0.0454478	0.0743045	0.077209	0.153887
a	0.00223053	0.00235053	0.00344425	0.00831488	0.0389696	0.0378286	0.0557886	0.0705411	0.0812178	0.0576682	0.0830172	0.110026	0.0730513	0.197226	0.0868627	0.0914628
f	0.00519259	0.00528189	0.00565292	0.00618426	0.0095062	0.00841124	0.0373041	0.0373034	0.0834357	0.0931557	0.13907	0.144678	0.051534	0.100133	0.108363	0.164794
a	0.00159508	0.00167024	0.00224862	0.00497512	0.0307651	0.0272455	0.0635541	0.078399	0.082278	0.0491482	0.083535	0.0978544	0.0597178	0.206067	0.139216	0.0717307
n	0.00538451	0.00569443	0.00659663	0.00778336	0.0114894	0.00811845	0.035995	0.0359577	0.0713757	0.0709782	0.117383	0.122392	0.043236	0.10318	0.174205	0.180232
e	0.00190725	0.00200254	0.00305368	0.007652	0.0332721	0.0319695	0.0510125	0.0650023	0.0729774	0.0542378	0.0772859	0.103428	0.0866048	0.227229	0.10061	0.0817549
p	0.00617501	0.00625066	0.00662907	0.00716735	0.00923405	0.00804037	0.0284431	0.0311737	0.0660561	0.0780387	0.107788	0.118247	0.0519841	0.103153	0.180403	0.191218
r	0.00164939	0.00178997	0.00283535	0.00821951	0.0355526	0.0290333	0.0774155	0.0909637	0.0833268	0.0355872	0.0854009	0.101886	0.0414226	0.181607	0.151586	0.0717232
ì	0.00250886	0.00270723	0.00323864	0.00394553	0.00832817	0.00551114	0.0375681	0.0303076	0.071409	0.06195	0.107667	0.115593	0.034221	0.136995	0.245215	0.132834
m	0.00106628	0.00124885	0.00171698	0.00237974	0.00828369	0.00429576	0.0195441	0.0198528	0.0421022	0.0570286	0.0527418	0.0581948	0.0507404	0.0643347	0.486562	0.129907
a	0.00243322	0.00405004	0.0108518	0.0267749	0.0507143	0.0423507	0.10086	0.126157	0.114928	0.0311749	0.0909541	0.104643	0.0194251	0.0675067	0.116621	0.0905546
n	0.00303665	0.00254279	0.00263213	0.00273727	0.00315573	0.00277397	0.00939675	0.00902294	0.0168857	0.066291	0.0315519	0.0361607	0.105534	0.0903371	0.419837	0.198104
a	0.0020291	0.00176926	0.00217545	0.00411404	0.0282123	0.0284236	0.034706	0.0400715	0.0476809	0.0630613	0.051094	0.071304	0.14756	0.229818	0.135285	0.112695
f	0.00535566	0.00462156	0.00466029	0.00468856	0.00496132	0.00480574	0.00892532	0.0104579	0.0174503	0.0605026	0.0274631	0.0363577	0.107608	0.0807535	0.387762	0.233626
à	0.0013611	0.00133859	0.00159839	0.00296393	0.0237254	0.021729	0.0471099	0.0586785	0.0648529	0.0522417	0.0687911	0.0821415	0.0831608	0.239819	0.173502	0.0769866
n	0.00102212	0.00105404	0.00120509	0.00141226	0.00215156	0.0014152	0.00898795	0.00631981	0.0136331	0.0396214	0.0239796	0.0272047	0.0481657	0.048441	0.659804	0.115582
e	0.00169826	0.00165141	0.00197735	0.00363138	0.0272002	0.0267294	0.0399099	0.0496864	0.0624456	0.0803978	0.0660064	0.0843623	0.0851896	0.151075	0.195997	0.122043
</S>	0.00786316	0.00529164	0.00511585	0.00439152	0.0045424	0.0049547	0.00583872	0.0067129	0.009716	0.0317463	0.0133972	0.0190955	0.0766507	0.0543202	0.508393	0.24197
