 	avete	cucinato	le	verdure	</S>
e	0.864451	0.0312205	0.0412184	0.0371573	0.0259529
m	0.701434	0.0913144	0.0408521	0.0366742	0.129726
a	0.0685025	0.225105	0.541766	0.103138	0.061488
r	0.358508	0.221605	0.070125	0.0305385	0.319224
è	0.0541345	0.233671	0.467682	0.0700073	0.174505
s	0.0594698	0.400656	0.449582	0.030939	0.0593529
s	0.0433954	0.299503	0.375509	0.0782652	0.203327
a	0.069977	0.169189	0.415679	0.0629026	0.282252
t	0.057517	0.111412	0.304241	0.206039	0.320791
o	0.0189518	0.0454154	0.176739	0.220127	0.538767
t	0.0410007	0.051704	0.092047	0.308323	0.506926
a	0.00471709	0.010143	0.0920276	0.695717	0.197396
l	0.0219432	0.0250358	0.0414457	0.290147	0.621428
à	0.00271255	0.0416133	0.143812	0.712319	0.0995434
c	0.0132509	0.0203709	0.0417168	0.557676	0.366985
h	0.00939633	0.0298572	0.0675449	0.687852	0.20535
a	0.0384478	0.0739005	0.116949	0.508153	0.262549
n	0.0201126	0.0228001	0.0551159	0.314896	0.587075
a	0.0120282	0.0242088	0.119759	0.614748	0.229256
</S>	0.0138795	0.027226	0.043395	0.226655	0.688845
