 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.952742	0.0240302	0.00465775	0.00323165	0.00289591	0.00288312	0.00325425	0.00630504
i	0.644047	0.156607	0.0297059	0.00722831	0.0372881	0.014596	0.0628562	0.0476712
n	0.279658	0.349258	0.0797775	0.0305364	0.0401181	0.0237237	0.112746	0.0841828
a	0.125798	0.384587	0.152462	0.0248756	0.0235791	0.011603	0.115099	0.161996
d	0.186756	0.411657	0.0823478	0.0347474	0.0414031	0.024415	0.109593	0.10908
r	0.0501332	0.321244	0.307492	0.0357214	0.0291319	0.0108365	0.127298	0.118143
e	0.114616	0.560637	0.119527	0.0378869	0.0272763	0.0173334	0.0458169	0.0769065
f	0.0577943	0.438314	0.273426	0.0419039	0.0286093	0.0174055	0.0464354	0.0961113
f	0.0229812	0.232022	0.431634	0.0950592	0.0280876	0.0116772	0.0859867	0.0925525
ì	0.0523479	0.219599	0.344726	0.114933	0.0540696	0.0407397	0.0615104	0.112075
m	0.0327035	0.280621	0.389603	0.204959	0.0281607	0.0134221	0.0120881	0.038442
m	0.0154195	0.160024	0.29188	0.160402	0.0644922	0.0210239	0.0447678	0.24199
u	0.0182309	0.244104	0.398443	0.0730185	0.0799801	0.0322037	0.0510659	0.102954
a	0.0147645	0.0843719	0.403306	0.372341	0.0535735	0.0301727	0.0159572	0.0255133
n	0.0217181	0.051203	0.268765	0.449909	0.092446	0.0461263	0.0224705	0.0473616
k	0.0127241	0.113583	0.2929	0.191179	0.107078	0.0702016	0.0495747	0.162759
ò	0.0214099	0.0289448	0.100071	0.259356	0.196287	0.0615188	0.0810179	0.251394
r	0.00732685	0.0370235	0.112616	0.259475	0.334689	0.156442	0.0300955	0.0623323
a	0.0226493	0.0657925	0.13054	0.339649	0.249562	0.0621792	0.0405882	0.0890393
e	0.0102102	0.0136262	0.0321806	0.067982	0.390969	0.176473	0.179352	0.129206
n	0.0131925	0.0218395	0.0418181	0.140682	0.324303	0.163517	0.137269	0.15738
ì	0.00419581	0.023894	0.0891043	0.0628379	0.150611	0.144427	0.397842	0.127089
r	0.00363925	0.0114278	0.0139675	0.0468578	0.115264	0.147934	0.508958	0.151951
t	0.00231807	0.00735695	0.0270856	0.0478118	0.121666	0.0657217	0.626233	0.101807
e	0.01001	0.0218333	0.0393791	0.0595889	0.170755	0.176709	0.346734	0.17499
e	0.0041451	0.00850606	0.0131717	0.0110401	0.0580859	0.0684604	0.655826	0.180765
t	0.00459368	0.00508197	0.00896264	0.0132413	0.0487759	0.0579506	0.58122	0.280174
t	0.000703761	0.00153305	0.00512674	0.0128836	0.0367213	0.0291475	0.839067	0.0748169
ù	0.00135455	0.00216585	0.00440066	0.00330189	0.0239216	0.0221654	0.745048	0.197642
</S>	0.00269397	0.00468282	0.00907169	0.0109795	0.036423	0.0302831	0.615397	0.290469
