 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.926283	0.0284873	0.017479	0.00648518	0.00311235	0.00256494	0.00254361	0.0024576	0.00245721	0.00271607	0.00541352
m	0.600222	0.178041	0.0361088	0.012843	0.00703656	0.00583056	0.013529	0.0208541	0.0314726	0.0573552	0.0367077
à	0.226899	0.160581	0.190796	0.0696256	0.0168146	0.0160503	0.0401557	0.0149431	0.0203157	0.0635376	0.180282
n	0.233477	0.582889	0.0925647	0.0187497	0.0105309	0.00608318	0.00834026	0.00952175	0.00979649	0.0193545	0.00869238
a	0.228056	0.29685	0.224292	0.10676	0.0317722	0.0109252	0.0187991	0.00982074	0.0143419	0.0263362	0.0320472
m	0.0713322	0.291079	0.328623	0.0599347	0.0423283	0.0276257	0.0377685	0.0245792	0.0253523	0.0554698	0.0359081
u	0.0264398	0.0269537	0.052087	0.197379	0.266037	0.131742	0.0738701	0.0169606	0.0136279	0.0249663	0.169936
c	0.0496371	0.089209	0.282507	0.277899	0.070381	0.0446311	0.0653804	0.0199878	0.0204455	0.043207	0.0367143
e	0.0154949	0.0349209	0.183042	0.248352	0.222964	0.093583	0.0703005	0.0196514	0.0154169	0.0321133	0.0641612
o	0.0371853	0.070082	0.201379	0.309862	0.0962198	0.0530497	0.066146	0.0196723	0.0184968	0.0527156	0.0751914
c	0.0253585	0.0369926	0.0821542	0.28301	0.299718	0.0921855	0.0750422	0.0230521	0.0109869	0.0230472	0.0484526
i	0.0102057	0.026399	0.138733	0.197406	0.224372	0.138233	0.119786	0.0246355	0.0262592	0.0353917	0.0585781
ù	0.0344995	0.052785	0.0968245	0.264752	0.197792	0.0719138	0.0735088	0.030439	0.0183231	0.048367	0.110796
r	0.0129273	0.0307473	0.0749383	0.249773	0.340809	0.13996	0.0698691	0.0232727	0.00608185	0.0123812	0.0392408
i	0.0104896	0.017243	0.0841167	0.191085	0.285283	0.160791	0.131458	0.0319305	0.00662547	0.0143768	0.0666004
m	0.0191176	0.0375521	0.0617335	0.182979	0.27901	0.193317	0.126774	0.0388301	0.00877642	0.0197543	0.0321563
u	0.00969925	0.0202363	0.060157	0.14359	0.165128	0.148449	0.192814	0.0444125	0.0295633	0.0184417	0.167509
e	0.0175951	0.0210419	0.0261893	0.0608411	0.219062	0.218153	0.300001	0.0546398	0.0108121	0.0180516	0.0536132
p	0.0109076	0.0124018	0.0162502	0.0343302	0.204566	0.216378	0.348746	0.077822	0.0113769	0.0111857	0.0560363
ì	0.00585101	0.00842703	0.0321156	0.0913936	0.127856	0.123351	0.220008	0.118036	0.12812	0.0330215	0.11182
t	0.00572425	0.011951	0.0205906	0.0645581	0.257926	0.260021	0.257674	0.0691983	0.00983643	0.0061299	0.0363899
t	0.00625661	0.00858955	0.0195866	0.0692081	0.159599	0.15037	0.275707	0.0833703	0.034959	0.0197305	0.172622
a	0.00806686	0.00947354	0.0147961	0.026541	0.153463	0.16538	0.253267	0.101817	0.066543	0.035166	0.165487
n	0.00651754	0.00803317	0.0101123	0.0148156	0.108829	0.147531	0.238507	0.265858	0.070945	0.0262039	0.102647
e	0.00626234	0.00981353	0.0206465	0.0529401	0.108203	0.109227	0.134718	0.115228	0.190446	0.0348879	0.217627
m	0.0108217	0.0115093	0.012378	0.0139717	0.0530081	0.0811636	0.139733	0.297408	0.114675	0.041199	0.224133
à	0.00542917	0.0117778	0.0196215	0.0396865	0.0935103	0.0932495	0.148506	0.127378	0.282655	0.0281471	0.150038
i	0.00467834	0.00762056	0.0127025	0.0219615	0.12251	0.162914	0.157301	0.269269	0.153914	0.0237735	0.0633552
s	0.00722853	0.00778162	0.00953688	0.0131612	0.0553695	0.0889997	0.111868	0.250967	0.303789	0.0572351	0.0940639
i	0.00663248	0.00711482	0.0098343	0.0157958	0.0861859	0.107702	0.133666	0.159677	0.181328	0.0493568	0.242707
n	0.00721733	0.00797748	0.00882409	0.0097463	0.022694	0.03622	0.0545539	0.233535	0.318292	0.0852538	0.215686
G	0.00266881	0.00424264	0.0101113	0.0313579	0.047828	0.0480221	0.0701009	0.073757	0.525417	0.0549605	0.131534
r	0.0115672	0.0131022	0.0277208	0.0596217	0.0897773	0.102413	0.239387	0.12204	0.0806386	0.0328461	0.220885
è	0.00491833	0.00532262	0.00709363	0.0104391	0.0250701	0.0347366	0.0488028	0.127732	0.261994	0.145919	0.327972
c	0.00366104	0.00418974	0.00541365	0.0076237	0.0242784	0.0374219	0.0527415	0.152664	0.265828	0.281963	0.164215
i	0.00451427	0.011235	0.0150868	0.0334998	0.0791343	0.0772883	0.149614	0.136343	0.182107	0.134793	0.176385
a	0.0131055	0.00750485	0.0126139	0.0120265	0.011872	0.0153861	0.018621	0.0785074	0.11467	0.330598	0.385095
</S>	0.0081764	0.005114	0.0081583	0.00859431	0.0139648	0.0211186	0.0268673	0.0668949	0.119141	0.332661	0.38931
