 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.827385	0.0815244	0.039573	0.00833143	0.00800455	0.00804484	0.0092019	0.0179351
g	0.301033	0.349975	0.0873644	0.0651716	0.0531941	0.0513356	0.0649208	0.0270055
r	0.130006	0.383061	0.25019	0.0317192	0.0189978	0.0170819	0.0655746	0.10337
a	0.0659237	0.49859	0.288797	0.0223055	0.0208154	0.0207412	0.0508917	0.0319349
t	0.0465772	0.521499	0.292972	0.0207642	0.0173853	0.0174734	0.044176	0.0391524
s	0.0344232	0.232067	0.464232	0.0864944	0.0170125	0.0120849	0.0494461	0.10424
a	0.0392946	0.29039	0.428696	0.0556526	0.0212339	0.0169125	0.0581881	0.0896327
è	0.0434803	0.206598	0.489359	0.0529495	0.0240164	0.0185599	0.0567444	0.108293
n	0.0381052	0.118574	0.525248	0.183483	0.0416511	0.0197321	0.0308747	0.0423317
a	0.0227187	0.103647	0.259275	0.365261	0.0472763	0.016457	0.03267	0.152695
n	0.065046	0.142954	0.260218	0.312306	0.0452757	0.0259846	0.0682021	0.0800136
g	0.0155872	0.0589755	0.180644	0.413638	0.092382	0.02662	0.028184	0.18397
r	0.0387004	0.0423259	0.0540793	0.167822	0.13306	0.0408291	0.0732449	0.449938
à	0.0100532	0.0151959	0.0252497	0.337499	0.31972	0.0733206	0.0465887	0.172373
m	0.00991301	0.0212266	0.0526212	0.355858	0.350095	0.118498	0.0200479	0.0717397
m	0.0170862	0.076785	0.161627	0.374743	0.143819	0.0395983	0.0522569	0.134084
a	0.0096459	0.0170031	0.0857598	0.321364	0.221414	0.112991	0.0818624	0.149959
u	0.00917131	0.00995294	0.0120689	0.0748075	0.235243	0.264579	0.119056	0.275121
d	0.00996365	0.0105561	0.0168169	0.0942006	0.254738	0.229979	0.0932385	0.290507
e	0.00752337	0.0149694	0.0575563	0.218591	0.17661	0.179746	0.145795	0.199209
r	0.00987615	0.0153261	0.017337	0.0441782	0.131617	0.283916	0.181175	0.316575
f	0.00355758	0.00478018	0.012647	0.124833	0.177727	0.147278	0.270156	0.259021
ù	0.00411336	0.00757184	0.00927043	0.0373094	0.147376	0.301414	0.239161	0.253783
m	0.00145341	0.00387729	0.00604283	0.019081	0.0393721	0.0821217	0.654221	0.193831
m	0.0142737	0.0309208	0.0777227	0.236123	0.213913	0.148322	0.112741	0.165983
u	0.00581337	0.00661327	0.0153219	0.0629059	0.159192	0.218686	0.167582	0.363885
</S>	0.010865	0.00740118	0.00858236	0.0178657	0.0478406	0.0653988	0.48685	0.355197
