 	la	pasta	vuole	sale	</S>
i	0.922885	0.0568401	0.00907851	0.00501868	0.00617781
p	0.636548	0.235983	0.0215497	0.0406078	0.0653114
à	0.106982	0.284312	0.320563	0.12466	0.163484
s	0.19618	0.731357	0.0457363	0.0134492	0.0132783
t	0.0687399	0.457173	0.261283	0.106259	0.106545
a	0.0534135	0.239468	0.346108	0.255952	0.105059
ì	0.0415885	0.138692	0.573793	0.103667	0.14226
t	0.031136	0.123466	0.639389	0.0971506	0.108858
e	0.0194154	0.0536308	0.267905	0.160837	0.498212
l	0.0258822	0.0441681	0.134595	0.45248	0.342875
e	0.00723435	0.0280009	0.12339	0.630443	0.210931
à	0.00481936	0.00716726	0.00952231	0.803579	0.174912
l	0.00198633	0.0041711	0.00700936	0.801928	0.184905
a	0.00173249	0.00650373	0.0256688	0.829674	0.136421
</S>	0.00725798	0.00869149	0.00807985	0.630297	0.345674
