 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.75915	0.111694	0.0462228	0.00827569	0.00992876	0.00825114	0.00796572	0.00786291	0.00789579	0.00789115	0.0081599	0.0167015
ì	0.273534	0.252147	0.115661	0.0496831	0.0403688	0.0449641	0.0326545	0.0150302	0.0178155	0.0216811	0.0538098	0.0826499
o	0.708584	0.151861	0.0553368	0.0178914	0.00795263	0.00809006	0.00833818	0.00622789	0.0063943	0.00925061	0.0105926	0.00948065
ì	0.23825	0.484029	0.0613476	0.0192929	0.0289898	0.0274723	0.0199006	0.0178168	0.0182891	0.0179019	0.0358032	0.030907
s	0.164947	0.675562	0.0614385	0.0138104	0.0168734	0.0174061	0.0110595	0.00558756	0.00474926	0.00471835	0.00915748	0.0146904
s	0.119061	0.308874	0.241916	0.0429282	0.0657908	0.0456893	0.0351417	0.0157926	0.0111033	0.0106777	0.0304118	0.0726143
e	0.0594141	0.291562	0.247608	0.0636509	0.0782291	0.0688969	0.04999	0.0230361	0.0175401	0.0168866	0.0386571	0.0445295
r	0.058003	0.280553	0.294226	0.0510613	0.0401374	0.0615086	0.0495522	0.0233899	0.0155099	0.0145854	0.0337105	0.0777633
e	0.036909	0.108723	0.354663	0.0691118	0.082767	0.0618478	0.0589303	0.0363493	0.0160792	0.0137485	0.0445472	0.116324
k	0.0490162	0.152999	0.398239	0.0399919	0.0304079	0.0524841	0.0484397	0.0321794	0.0174024	0.0136978	0.0371632	0.12798
a	0.0250021	0.161811	0.285131	0.0753587	0.243738	0.0273611	0.028272	0.0205503	0.0106722	0.00685783	0.0361565	0.0790898
s	0.0442187	0.118599	0.394091	0.0399418	0.029407	0.0524721	0.0489654	0.0339736	0.0176048	0.0136228	0.0421319	0.164973
ì	0.0206903	0.0535955	0.40457	0.0685958	0.127669	0.0390627	0.0378395	0.0348221	0.0199411	0.0106452	0.0387735	0.143795
m	0.0406658	0.15606	0.464429	0.0477081	0.0552677	0.0363899	0.0347289	0.0317314	0.0152705	0.00904549	0.0164432	0.0922606
b	0.0256004	0.122023	0.180322	0.106833	0.269163	0.0555083	0.0487852	0.0403129	0.0108655	0.00752359	0.0253071	0.107756
e	0.0532003	0.136159	0.318483	0.139058	0.160726	0.0603604	0.0451295	0.0337144	0.00696723	0.00763721	0.0127685	0.0257961
r	0.0181267	0.0619896	0.424996	0.135938	0.2328	0.0335171	0.027386	0.0199842	0.00621451	0.00545897	0.0112581	0.0223319
i	0.0177173	0.0279202	0.217371	0.201283	0.31759	0.0502758	0.0425787	0.0362536	0.0120389	0.00846529	0.0219401	0.0465669
k	0.0171353	0.023407	0.133022	0.279815	0.304812	0.0641898	0.0471209	0.0406478	0.0145713	0.00901241	0.0193099	0.0469558
à	0.0121546	0.0558342	0.139825	0.164105	0.336486	0.0725913	0.0583289	0.041245	0.0142425	0.0100664	0.0234147	0.0717066
n	0.0160519	0.035182	0.215601	0.251272	0.287305	0.0486684	0.034519	0.0317085	0.0140245	0.00801533	0.00967355	0.0479786
n	0.0172394	0.0823897	0.138683	0.112717	0.267699	0.0795383	0.0731392	0.0533068	0.0103674	0.00936097	0.0167391	0.13882
i	0.0124729	0.0201154	0.0521037	0.12268	0.266269	0.119824	0.13417	0.0827023	0.0232388	0.0208055	0.0290769	0.116541
s	0.00785643	0.00893445	0.0226377	0.245423	0.188589	0.195195	0.139429	0.117436	0.0103188	0.0118443	0.0184827	0.033853
s	0.00991162	0.0117645	0.0256894	0.177323	0.233908	0.151036	0.134831	0.0929827	0.0165198	0.0144556	0.0225727	0.109007
ì	0.00833707	0.00950382	0.0227012	0.209488	0.143471	0.175127	0.117151	0.113016	0.0239779	0.0291275	0.0207523	0.127348
c	0.00649581	0.0124822	0.0402979	0.25427	0.164907	0.158292	0.114471	0.121132	0.0195542	0.0363777	0.00589091	0.06583
h	0.00705405	0.0176709	0.0638407	0.114808	0.153953	0.129866	0.130149	0.117587	0.0376103	0.0777691	0.0602865	0.0894052
r	0.0109468	0.0148635	0.0283105	0.131548	0.171212	0.160733	0.19228	0.118785	0.0451797	0.0229617	0.0290745	0.0741051
a	0.00485161	0.00522714	0.00802714	0.0783891	0.0638351	0.154959	0.213562	0.18697	0.0985737	0.0770109	0.0360193	0.0725754
c	0.00612333	0.00693837	0.0113087	0.0762931	0.0720944	0.144063	0.218274	0.190489	0.0753475	0.0753537	0.0282519	0.0954634
e	0.00434831	0.0100253	0.0410627	0.0840998	0.133396	0.103724	0.115598	0.101149	0.0784304	0.159427	0.0870717	0.0816669
e	0.00912773	0.00969454	0.0148815	0.0647813	0.0573546	0.121016	0.135827	0.18215	0.0796584	0.103718	0.038175	0.183615
t	0.00474451	0.00559602	0.0100819	0.0575994	0.0549263	0.113195	0.167003	0.186412	0.103555	0.141804	0.0357623	0.119321
è	0.00342277	0.00490252	0.0116803	0.0909823	0.114701	0.135896	0.166677	0.140243	0.0648517	0.103259	0.048065	0.115319
l	0.00345743	0.00478995	0.0123311	0.0789303	0.0383521	0.122235	0.140173	0.180675	0.109138	0.160508	0.0278971	0.121513
i	0.00394145	0.00899306	0.031737	0.065748	0.112948	0.0921107	0.135578	0.0938068	0.122225	0.113448	0.102272	0.117192
s	0.00832245	0.00826955	0.00946983	0.0207966	0.0286404	0.047195	0.0753785	0.11665	0.224691	0.141745	0.0958601	0.222982
e	0.00414142	0.00466375	0.00756504	0.0442788	0.0423134	0.0900869	0.149983	0.136727	0.134338	0.134091	0.0838022	0.168009
n	0.00535825	0.00549882	0.00782034	0.0219663	0.022123	0.0468407	0.0624225	0.117565	0.185462	0.163749	0.144813	0.216381
a	0.00318902	0.00706754	0.0246576	0.0514408	0.0858889	0.0699096	0.10414	0.0719796	0.167115	0.188041	0.115416	0.111156
r	0.00744351	0.00745208	0.00879403	0.017307	0.0244565	0.0343091	0.0472745	0.0754598	0.170291	0.124247	0.183833	0.299132
t	0.00232533	0.00295248	0.00635731	0.0535118	0.0527511	0.0924825	0.11964	0.112569	0.10225	0.113984	0.219393	0.121784
